key_bom,bom_title,bom_budget,bom_worldwide_revenue,revenue,bom_release_date,release_month,release_quarter,release_day_of_the_year,release_week_of_the_year,release_year,bom_runtime,runtime
b13665,the last castle,72000000.0,27642707.0,-0.6160735138888889,2001-10-19 00:00:00,10,4,292,41,2001,2 hrs. 13 min.,133.0
b13678,the last exorcism part ii,5000000.0,15179302.0,2.0358604,2013-03-01 00:00:00,03,1,60,8,2013,1 hrs. 28 min.,88.0
b13683,the last godfather,13400000.0,16750830.0,0.2500619402985075,2011-04-01 00:00:00,04,2,91,13,2011,1 hrs. 40 min.,100.0
b13688,the last king of scotland,6000000.0,48363516.0,7.060586,2006-09-27 00:00:00,09,3,270,39,2006,2 hrs. 3 min.,123.0
b13690,the last kiss (2006),20000000.0,15852401.0,-0.20737995,2006-09-15 00:00:00,09,3,258,37,2006,1 hrs. 44 min.,104.0
b13696,the last mistress,6000000.0,1831577.0,-0.6947371666666666,2008-06-27 00:00:00,06,2,179,25,2008,1 hrs. 49 min.,109.0
b13705,the last samurai,140000000.0,456758981.0,2.26256415,2003-12-05 00:00:00,12,4,339,48,2003,2 hrs. 34 min.,154.0
b13711,the last song,20000000.0,89041656.0,3.4520828,2010-03-31 00:00:00,03,1,90,13,2010,1 hrs. 47 min.,107.0
b13712,the last stand,45000000.0,48330757.0,0.07401682222222222,2013-01-18 00:00:00,01,1,18,2,2013,1 hrs. 47 min.,107.0
b13714,the last station,18000000.0,13550772.0,-0.24717933333333333,2010-01-15 00:00:00,01,1,15,2,2010,1 hrs. 52 min.,112.0
b13726,the last witch hunter,90000000.0,146936910.0,0.6326323333333334,2015-10-23 00:00:00,10,4,296,42,2015,1 hrs. 46 min.,106.0
b13741,the league of extraordinary gentlemen,78000000.0,179265204.0,1.298271846153846,2003-07-11 00:00:00,07,3,192,27,2003,1 hrs. 52 min.,112.0
b13746,the legend of bagger vance,80000000.0,39459427.0,-0.5067571625,2000-11-03 00:00:00,11,4,308,44,2000,2 hrs. 7 min.,127.0
b13750,the legend of hercules,70000000.0,61279452.0,-0.12457925714285714,2014-01-10 00:00:00,01,1,10,1,2014,1 hrs. 39 min.,99.0
b13755,the legend of tarzan,180000000.0,356743061.0,0.9819058944444444,2016-07-01 00:00:00,07,3,183,26,2016,1 hrs. 49 min.,109.0
b13756,the legend of zorro,75000000.0,142400065.0,0.8986675333333334,2005-10-28 00:00:00,10,4,301,43,2005,2 hrs. 6 min.,126.0
b13766,the life aquatic with steve zissou,50000000.0,34808403.0,-0.30383194,2004-12-10 00:00:00,12,4,345,49,2004,1 hrs. 58 min.,118.0
b13767,the life before her eyes,13000000.0,7248490.0,-0.44242384615384617,2008-04-18 00:00:00,04,2,109,15,2008,1 hrs. 30 min.,90.0
b13770,the life of david gale,38000000.0,38955598.0,0.025147315789473684,2003-02-21 00:00:00,02,1,52,7,2003,2 hrs. 10 min.,130.0
b13773,the light between oceans,20000000.0,25365646.0,0.2682823,2016-09-02 00:00:00,09,3,246,35,2016,2 hrs. 12 min.,132.0
b13775,the limey,10000000.0,3204663.0,-0.6795337,1999-10-08 00:00:00,10,4,281,40,1999,1 hrs. 29 min.,89.0
b13777,the lincoln lawyer,40000000.0,75009200.0,0.87523,2011-03-18 00:00:00,03,1,77,11,2011,1 hrs. 59 min.,119.0
b13800,the little vampire,35000000.0,27965865.0,-0.20097528571428572,2000-10-27 00:00:00,10,4,301,43,2000,1 hrs. 45 min.,105.0
b13806,the lizzie mcguire movie,17000000.0,55534455.0,2.2667326470588236,2003-05-02 00:00:00,05,2,122,17,2003,1 hrs. 30 min.,90.0
b13812,the lone ranger,215000000.0,260502115.0,0.2116377441860465,2013-07-03 00:00:00,07,3,184,26,2013,2 hrs. 29 min.,149.0
b13821,the long kiss goodnight,65000000.0,89456761.0,0.3762578615384615,1996-10-11 00:00:00,10,4,285,40,1996,2 hrs. 3 min.,123.0
b13828,the longest ride,34000000.0,62944815.0,0.8513180882352941,2015-04-10 00:00:00,04,2,100,14,2015,2 hrs. 19 min.,139.0
b13829,the longest yard,82000000.0,190320568.0,1.3209825365853658,2005-05-27 00:00:00,05,2,147,21,2005,1 hrs. 49 min.,109.0
b13836,the lookout,16000000.0,5371181.0,-0.6643011875,2007-03-30 00:00:00,03,1,89,12,2007,1 hrs. 38 min.,98.0
b13839,the lord of the rings: the fellowship of the ring,93000000.0,871530324.0,8.371293806451613,2001-12-19 00:00:00,12,4,353,50,2001,2 hrs. 58 min.,178.0
b13843,the lord of the rings: the two towers,94000000.0,926047111.0,8.851565010638298,2002-12-18 00:00:00,12,4,352,50,2002,2 hrs. 59 min.,179.0
b13848,the losers,25000000.0,29379723.0,0.17518892,2010-04-23 00:00:00,04,2,113,16,2010,1 hrs. 38 min.,98.0
b13852,the lost city,9600000.0,4386236.0,-0.5431004166666666,2006-04-28 00:00:00,04,2,118,17,2006,2 hrs. 23 min.,143.0
b13857,the lost world: jurassic park,73000000.0,618638999.0,7.474506835616438,1997-05-23 00:00:00,05,2,143,20,1997,2 hrs. 9 min.,129.0
b13860,the love guru,62000000.0,40863344.0,-0.3409138064516129,2008-06-20 00:00:00,06,2,172,24,2008,1 hrs. 28 min.,88.0
b13864,the lovely bones,65000000.0,93621340.0,0.4403283076923077,2009-12-11 00:00:00,12,4,345,49,2009,2 hrs. 15 min.,135.0
b13887,the magnificent seven (2016),90000000.0,162360636.0,0.8040070666666667,2016-09-23 00:00:00,09,3,267,38,2016,2 hrs. 13 min.,133.0
b13890,the majestic,72000000.0,37317558.0,-0.4817005833333333,2001-12-21 00:00:00,12,4,355,50,2001,2 hrs. 32 min.,152.0
b13897,the man from u.n.c.l.e.,75000000.0,109845109.0,0.46460145333333336,2015-08-14 00:00:00,08,3,226,32,2015,1 hrs. 56 min.,116.0
b13924,the man with the iron fists,15000000.0,19721245.0,0.31474966666666665,2012-11-02 00:00:00,11,4,307,44,2012,1 hrs. 36 min.,96.0
b13925,the manchurian candidate,80000000.0,96105964.0,0.20132455,2004-07-30 00:00:00,07,3,212,30,2004,2 hrs. 10 min.,130.0
b13939,the martian,108000000.0,630161890.0,4.834832314814815,2015-10-02 00:00:00,10,4,275,39,2015,2 hrs. 21 min.,141.0
b13941,the mask of zorro,95000000.0,250288523.0,1.6346160315789473,1998-07-17 00:00:00,07,3,198,28,1998,2 hrs. 17 min.,137.0
b13944,the master of disguise,16000000.0,43411001.0,1.7131875625,2002-08-02 00:00:00,08,3,214,30,2002,1 hrs. 20 min.,80.0
b13945,the matador,12500000.0,17306281.0,0.38450248,2005-12-30 00:00:00,12,4,364,52,2005,1 hrs. 36 min.,96.0
b13948,the matrix,63000000.0,463517383.0,6.357418777777778,1999-03-31 00:00:00,03,1,90,13,1999,2 hrs. 16 min.,136.0
b13949,the matrix reloaded,150000000.0,742128461.0,3.9475230733333335,2003-05-15 00:00:00,05,2,135,19,2003,2 hrs. 18 min.,138.0
b13951,the matrix revolutions,150000000.0,427343298.0,1.84895532,2003-11-05 00:00:00,11,4,309,44,2003,2 hrs. 15 min.,135.0
b13952,the maze runner,34000000.0,348319861.0,9.244701794117647,2014-09-19 00:00:00,09,3,262,37,2014,1 hrs. 53 min.,113.0
b13955,the mechanic,40000000.0,76129642.0,0.90324105,2011-01-28 00:00:00,01,1,28,4,2011,1 hrs. 40 min.,100.0
b13959,the men who stare at goats,25000000.0,68968688.0,1.75874752,2009-11-06 00:00:00,11,4,310,44,2009,1 hrs. 30 min.,90.0
b13964,the messenger,6500000.0,1521261.0,-0.7659598461538462,2009-11-13 00:00:00,11,4,317,45,2009,1 hrs. 45 min.,105.0
b13966,the messenger: the story of joan of arc,85000000.0,66976317.0,-0.2120433294117647,1999-11-12 00:00:00,11,4,316,45,1999,2 hrs. 38 min.,158.0
b13967,the messengers,16000000.0,55010659.0,2.4381661875,2007-02-02 00:00:00,02,1,33,4,2007,1 hrs. 30 min.,90.0
b13970,the mexican,57000000.0,147845033.0,1.5937725087719299,2001-03-02 00:00:00,03,1,61,8,2001,2 hrs. 3 min.,123.0
b13996,the mist,18000000.0,57293715.0,2.1829841666666665,2007-11-21 00:00:00,11,4,325,46,2007,2 hrs. 7 min.,127.0
b14010,the monuments men,70000000.0,154984035.0,1.2140576428571428,2014-02-07 00:00:00,02,1,38,5,2014,1 hrs. 50 min.,110.0
b14014,the mortal instruments: city of bones,60000000.0,95396573.0,0.5899428833333333,2013-08-21 00:00:00,08,3,233,33,2013,2 hrs. 0 min.,120.0
b14021,the mother,2500000.0,3039587.0,0.2158348,2004-05-28 00:00:00,05,2,149,21,2004,1 hrs. 52 min.,112.0
b14022,the mothman prophecies,32000000.0,55157539.0,0.72367309375,2002-01-25 00:00:00,01,1,25,3,2002,1 hrs. 59 min.,119.0
b14026,the mummy,80000000.0,415933406.0,4.199167575,1999-05-07 00:00:00,05,2,127,18,1999,2 hrs. 4 min.,124.0
b14028,the mummy returns,98000000.0,433013274.0,3.4185027959183674,2001-05-04 00:00:00,05,2,124,17,2001,2 hrs. 10 min.,130.0
b14029,the mummy: tomb of the dragon emperor,145000000.0,401128639.0,1.7664044068965516,2008-08-01 00:00:00,08,3,214,30,2008,1 hrs. 54 min.,114.0
b14032,the muppets,45000000.0,165184237.0,2.6707608222222223,2011-11-23 00:00:00,11,4,327,47,2011,2 hrs. 0 min.,120.0
b14034,the muse,15000000.0,11614954.0,-0.22566973333333334,1999-08-27 00:00:00,08,3,239,34,1999,1 hrs. 37 min.,97.0
b14040,the musketeer,40000000.0,34585771.0,-0.135355725,2001-09-07 00:00:00,09,3,250,35,2001,1 hrs. 44 min.,104.0
b14055,the namesake,9500000.0,20138836.0,1.1198774736842105,2007-03-09 00:00:00,03,1,68,9,2007,2 hrs. 2 min.,122.0
b14058,the nativity story,35000000.0,46432264.0,0.32663611428571426,2006-12-01 00:00:00,12,4,335,48,2006,1 hrs. 40 min.,100.0
b14073,the new guy,13000000.0,31167388.0,1.3974913846153847,2002-05-10 00:00:00,05,2,130,18,2002,1 hrs. 40 min.,100.0
b14077,the new world,30000000.0,30536013.0,0.0178671,2005-12-25 00:00:00,12,4,359,52,2005,2 hrs. 30 min.,150.0
b14080,the next best thing,25000000.0,24362772.0,-0.02548912,2000-03-03 00:00:00,03,1,63,9,2000,1 hrs. 48 min.,108.0
b14084,the next three days,30000000.0,67448651.0,1.2482883666666666,2010-11-19 00:00:00,11,4,323,46,2010,2 hrs. 2 min.,122.0
b14086,the night before,25000000.0,52395996.0,1.09583984,2015-11-20 00:00:00,11,4,324,46,2015,1 hrs. 41 min.,101.0
b14100,the ninth gate,38000000.0,58401898.0,0.5368920526315789,2000-03-10 00:00:00,03,1,70,10,2000,2 hrs. 13 min.,133.0
b14102,the notebook,29000000.0,115603229.0,2.98631824137931,2004-06-25 00:00:00,06,2,177,25,2004,2 hrs. 4 min.,124.0
b14107,the number 23,30000000.0,77566815.0,1.5855605,2007-02-23 00:00:00,02,1,54,7,2007,1 hrs. 35 min.,95.0
b14108,the nut job,42000000.0,120885527.0,1.8782268333333334,2014-01-17 00:00:00,01,1,17,2,2014,1 hrs. 26 min.,86.0
b14112,the nutcracker in 3d,90000000.0,16178959.0,-0.8202337888888889,2010-11-24 00:00:00,11,4,328,47,2010,1 hrs. 48 min.,108.0
b14114,the nutty professor (1996),54000000.0,273961019.0,4.0733522037037035,1996-06-28 00:00:00,06,2,180,25,1996,1 hrs. 43 min.,103.0
b14115,the nutty professor ii: the klumps,84000000.0,166339890.0,0.9802367857142857,2000-07-28 00:00:00,07,3,210,30,2000,1 hrs. 46 min.,106.0
b14116,the oh in ohio,5000000.0,648183.0,-0.8703634,2006-07-14 00:00:00,07,3,195,28,2006,1 hrs. 31 min.,91.0
b14134,the omen (2006),25000000.0,119496523.0,3.77986092,2006-06-06 00:00:00,06,2,157,23,2006,1 hrs. 45 min.,105.0
b14157,the other boleyn girl,35000000.0,77713866.0,1.2203961714285714,2008-02-29 00:00:00,02,1,60,8,2008,1 hrs. 54 min.,114.0
b14164,the other guys,100000000.0,170432927.0,0.70432927,2010-08-06 00:00:00,08,3,218,31,2010,1 hrs. 47 min.,107.0
b14179,the other woman (2014),40000000.0,196710396.0,3.9177599,2014-04-25 00:00:00,04,2,115,16,2014,1 hrs. 49 min.,109.0
b14196,the pacifier,56000000.0,198636868.0,2.5470869285714284,2005-03-04 00:00:00,03,1,63,9,2005,1 hrs. 31 min.,91.0
b14226,the patriot,110000000.0,215294342.0,0.9572212909090909,2000-06-28 00:00:00,06,2,180,26,2000,2 hrs. 44 min.,164.0
b14227,the peacemaker,50000000.0,110463140.0,1.2092628,1997-09-26 00:00:00,09,3,269,38,1997,2 hrs. 4 min.,124.0
b14228,the peanuts movie,99000000.0,246233113.0,1.4872031616161616,2015-11-06 00:00:00,11,4,310,44,2015,1 hrs. 33 min.,93.0
b14233,the people under the stairs,6000000.0,31347154.0,4.224525666666667,1991-11-01 00:00:00,11,4,305,43,1991,1 hrs. 42 min.,102.0
b14241,the perfect guy,12000000.0,60273173.0,4.022764416666667,2015-09-11 00:00:00,09,3,254,36,2015,1 hrs. 40 min.,100.0
b14244,the perfect man,10000000.0,19770475.0,0.9770475,2005-06-17 00:00:00,06,2,168,24,2005,1 hrs. 36 min.,96.0
b14247,the perfect storm,140000000.0,328718434.0,1.3479888142857144,2000-06-30 00:00:00,06,2,182,26,2000,2 hrs. 9 min.,129.0
b14255,the phantom of the opera,70000000.0,154648887.0,1.2092698142857143,2004-12-22 00:00:00,12,4,357,51,2004,2 hrs. 23 min.,143.0
b14261,the pianist,35000000.0,120072577.0,2.4306450571428573,2002-12-25 00:00:00,12,4,359,51,2002,2 hrs. 28 min.,148.0
b14269,the pink panther (2006),80000000.0,158851357.0,0.9856419625,2006-02-10 00:00:00,02,1,41,6,2006,1 hrs. 32 min.,92.0
b14270,the pink panther 2,70000000.0,75946615.0,0.08495164285714285,2009-02-06 00:00:00,02,1,37,5,2009,1 hrs. 32 min.,92.0
b14278,the pirates! band of misfits,55000000.0,123054041.0,1.2373462,2012-04-27 00:00:00,04,2,118,17,2012,1 hrs. 28 min.,88.0
b14280,the place beyond the pines,15000000.0,35485608.0,1.3657072,2013-03-29 00:00:00,03,1,88,12,2013,2 hrs. 20 min.,140.0
b14288,the pledge,35000000.0,29419291.0,-0.15944882857142856,2001-01-19 00:00:00,01,1,19,2,2001,2 hrs. 4 min.,124.0
b14290,the polar express,165000000.0,309758904.0,0.8773266909090909,2004-11-10 00:00:00,11,4,315,45,2004,1 hrs. 40 min.,100.0
b14308,the possession,14000000.0,85446075.0,5.103291071428571,2012-08-31 00:00:00,08,3,244,35,2012,1 hrs. 31 min.,91.0
b14315,the powerpuff girls movie,11000000.0,16426471.0,0.4933155454545455,2002-07-03 00:00:00,07,3,184,26,2002,1 hrs. 25 min.,85.0
b14321,the prestige,40000000.0,109676311.0,1.741907775,2006-10-20 00:00:00,10,4,293,42,2006,2 hrs. 15 min.,135.0
b14328,the prince and me,22000000.0,37666766.0,0.7121257272727273,2004-04-02 00:00:00,04,2,93,13,2004,1 hrs. 51 min.,111.0
b14330,the prince of egypt,70000000.0,218613188.0,2.1230455428571426,1998-12-18 00:00:00,12,4,352,50,1998,1 hrs. 39 min.,99.0
b14337,the princess diaries,26000000.0,165335153.0,5.359044346153846,2001-08-03 00:00:00,08,3,215,30,2001,1 hrs. 54 min.,114.0
b14338,the princess diaries 2: royal engagement,40000000.0,134734481.0,2.368362025,2004-08-11 00:00:00,08,3,224,32,2004,1 hrs. 53 min.,113.0
b14339,the princess and the frog,105000000.0,267045765.0,1.543293,2009-11-25 00:00:00,11,4,329,47,2009,1 hrs. 35 min.,95.0
b14356,"""the prize winner of defiance, ohio""",12000000.0,689028.0,-0.942581,2005-09-30 00:00:00,09,3,273,39,2005,1 hrs. 39 min.,99.0
b14358,the producers,45000000.0,38058335.0,-0.15425922222222221,2005-12-16 00:00:00,12,4,350,50,2005,2 hrs. 3 min.,123.0
b14368,the proposal,40000000.0,317375031.0,6.934375775,2009-06-19 00:00:00,06,2,170,24,2009,1 hrs. 48 min.,108.0
b14379,the punisher,33000000.0,54700105.0,0.6575789393939394,2004-04-16 00:00:00,04,2,107,15,2004,1 hrs. 59 min.,119.0
b14388,the pursuit of happyness,55000000.0,307077295.0,4.583223545454546,2006-12-15 00:00:00,12,4,349,50,2006,1 hrs. 56 min.,116.0
b14398,the quiet american,30000000.0,27674124.0,-0.0775292,2002-11-22 00:00:00,11,4,326,46,2002,1 hrs. 58 min.,118.0
b14417,the raven,26000000.0,29657751.0,0.14068273076923077,2012-04-27 00:00:00,04,2,118,17,2012,1 hrs. 43 min.,103.0
b14419,the reader,32000000.0,108901967.0,2.40318646875,2008-12-10 00:00:00,12,4,345,49,2008,2 hrs. 2 min.,122.0
b14421,the real cancun,7500000.0,5345083.0,-0.28732226666666666,2003-04-25 00:00:00,04,2,115,16,2003,1 hrs. 37 min.,97.0
b14446,the replacements,50000000.0,50054511.0,0.00109022,2000-08-11 00:00:00,08,3,224,32,2000,1 hrs. 58 min.,118.0
b14463,the revenant,135000000.0,532950503.0,2.9477815037037036,2015-12-25 00:00:00,12,4,359,51,2015,2 hrs. 31 min.,151.0
b14472,the ring,48000000.0,249348933.0,4.1947694375,2002-10-18 00:00:00,10,4,291,41,2002,1 hrs. 49 min.,109.0
b14478,the rite,37000000.0,96047633.0,1.595881972972973,2011-01-28 00:00:00,01,1,28,4,2011,1 hrs. 52 min.,112.0
b14483,the road,25000000.0,27635305.0,0.1054122,2009-11-25 00:00:00,11,4,329,47,2009,1 hrs. 59 min.,119.0
b14488,the road to el dorado,95000000.0,76432727.0,-0.19544497894736843,2000-03-31 00:00:00,03,1,91,13,2000,1 hrs. 39 min.,99.0
b14494,the rock,75000000.0,335062621.0,3.4675016133333334,1996-06-07 00:00:00,06,2,159,22,1996,2 hrs. 16 min.,136.0
b14495,the rocker,15000000.0,8767338.0,-0.4155108,2008-08-20 00:00:00,08,3,233,33,2008,1 hrs. 42 min.,102.0
b14505,the rookie,22000000.0,80693537.0,2.6678880454545455,2002-03-29 00:00:00,03,1,88,12,2002,2 hrs. 9 min.,129.0
b14507,the roommate,16000000.0,40492759.0,1.5307974375,2011-02-04 00:00:00,02,1,35,5,2011,1 hrs. 33 min.,93.0
b14511,the rover,12000000.0,3212516.0,-0.7322903333333334,2014-06-13 00:00:00,06,2,164,23,2014,1 hrs. 42 min.,102.0
b14512,the royal tenenbaums,21000000.0,71441250.0,2.4019642857142856,2001-12-14 00:00:00,12,4,348,49,2001,1 hrs. 49 min.,109.0
b14513,the rugrats movie,24000000.0,140894675.0,4.870611458333333,1998-11-20 00:00:00,11,4,324,46,1998,1 hrs. 21 min.,81.0
b14516,the rules of attraction,4000000.0,11819244.0,1.954811,2002-10-11 00:00:00,10,4,284,40,2002,1 hrs. 50 min.,110.0
b14518,the rum diary,45000000.0,23947544.0,-0.4678323555555556,2011-10-28 00:00:00,10,4,301,43,2011,2 hrs. 0 min.,120.0
b14519,the runaways,10000000.0,4681651.0,-0.5318349,2010-03-19 00:00:00,03,1,78,11,2010,1 hrs. 49 min.,109.0
b14520,the rundown,85000000.0,80916492.0,-0.04804127058823529,2003-09-26 00:00:00,09,3,269,38,2003,1 hrs. 44 min.,104.0
b14540,the santa clause,22000000.0,189833357.0,7.628788954545454,1994-11-11 00:00:00,11,4,315,45,1994,1 hrs. 37 min.,97.0
b14541,the santa clause 2,65000000.0,172855065.0,1.6593086923076923,2002-11-01 00:00:00,11,4,305,43,2002,1 hrs. 45 min.,105.0
b14552,the score,68000000.0,113579918.0,0.6702929117647058,2001-07-13 00:00:00,07,3,194,27,2001,2 hrs. 3 min.,123.0
b14553,the scorpion king,60000000.0,165333180.0,1.755553,2002-04-19 00:00:00,04,2,109,15,2002,1 hrs. 32 min.,92.0
b14571,the second best exotic marigold hotel,10000000.0,85978266.0,7.5978266,2015-03-06 00:00:00,03,1,65,9,2015,2 hrs. 2 min.,122.0
b14579,the secret life of bees,11000000.0,39947322.0,2.6315747272727275,2008-10-17 00:00:00,10,4,291,41,2008,1 hrs. 50 min.,110.0
b14582,the secret life of walter mitty,90000000.0,188133322.0,1.0903702444444445,2013-12-25 00:00:00,12,4,359,51,2013,1 hrs. 54 min.,114.0
b14588,the secret in their eyes (2015),19500000.0,34854990.0,0.7874353846153846,2015-11-20 00:00:00,11,4,324,46,2015,1 hrs. 51 min.,111.0
b14589,the secret of kells,8000000.0,739454.0,-0.90756825,2010-03-05 00:00:00,03,1,64,9,2010,1 hrs. 15 min.,75.0
b14616,the shallows,17000000.0,119100758.0,6.005926941176471,2016-06-24 00:00:00,06,2,176,25,2016,1 hrs. 25 min.,85.0
b14624,the shipping news,38000000.0,24690441.0,-0.3502515526315789,2001-12-25 00:00:00,12,4,359,51,2001,1 hrs. 51 min.,111.0
b14632,the siege,70000000.0,116672912.0,0.6667558857142857,1998-11-06 00:00:00,11,4,310,44,1998,1 hrs. 56 min.,116.0
b14639,the simpsons movie,75000000.0,527071022.0,6.027613626666667,2007-07-27 00:00:00,07,3,208,29,2007,1 hrs. 27 min.,87.0
b14644,the sisterhood of the traveling pants,25000000.0,42013878.0,0.68055512,2005-06-01 00:00:00,06,2,152,22,2005,1 hrs. 59 min.,119.0
b14645,the sisterhood of the traveling pants 2,27000000.0,44352417.0,0.6426821111111111,2008-08-06 00:00:00,08,3,219,31,2008,1 hrs. 57 min.,117.0
b14647,the sitter,25000000.0,34942188.0,0.39768752,2011-12-09 00:00:00,12,4,343,49,2011,1 hrs. 40 min.,100.0
b14651,the skeleton key,43000000.0,91974818.0,1.1389492558139536,2005-08-12 00:00:00,08,3,224,32,2005,1 hrs. 44 min.,104.0
b14655,the skulls,35000000.0,50802120.0,0.45148914285714287,2000-03-31 00:00:00,03,1,91,13,2000,1 hrs. 47 min.,107.0
b14663,the smurfs,110000000.0,563749323.0,4.124993845454545,2011-07-29 00:00:00,07,3,210,30,2011,1 hrs. 26 min.,86.0
b14664,the smurfs 2,105000000.0,347545360.0,2.3099558095238097,2013-07-31 00:00:00,07,3,212,30,2013,1 hrs. 45 min.,105.0
b14672,the social network,40000000.0,224920315.0,4.623007875,2010-10-01 00:00:00,10,4,274,39,2010,2 hrs. 0 min.,120.0
b14684,the sorcerer's apprentice,150000000.0,215283742.0,0.43522494666666667,2010-07-14 00:00:00,07,3,195,28,2010,1 hrs. 51 min.,111.0
b14687,the space between us,30000000.0,14793385.0,-0.5068871666666667,2017-02-03 00:00:00,02,1,34,5,2017,2 hrs. 1 min.,121.0
b14689,the specialist,45000000.0,170362582.0,2.7858351555555556,1994-10-07 00:00:00,10,4,280,40,1994,1 hrs. 50 min.,110.0
b14692,the spiderwick chronicles,90000000.0,162839667.0,0.8093296333333333,2008-02-14 00:00:00,02,1,45,6,2008,1 hrs. 37 min.,97.0
b14698,the spongebob movie: sponge out of water,74000000.0,325186032.0,3.3944058378378377,2015-02-06 00:00:00,02,1,37,5,2015,1 hrs. 33 min.,93.0
b14699,the spongebob squarepants movie,30000000.0,140161792.0,3.672059733333333,2004-11-19 00:00:00,11,4,324,46,2004,1 hrs. 30 min.,90.0
b14700,the spy next door,28000000.0,45236543.0,0.6155908214285715,2010-01-15 00:00:00,01,1,15,2,2010,1 hrs. 32 min.,92.0
b14705,the squid and the whale,1500000.0,11098131.0,6.398754,2005-10-05 00:00:00,10,4,278,40,2005,1 hrs. 21 min.,81.0
b14712,the statement,27000000.0,765637.0,-0.971643074074074,2003-12-12 00:00:00,12,4,346,49,2003,2 hrs. 0 min.,120.0
b14715,the stepfather (2009),20000000.0,31198531.0,0.55992655,2009-10-16 00:00:00,10,4,289,41,2009,1 hrs. 41 min.,101.0
b14716,the stepford wives,90000000.0,102001626.0,0.1333514,2004-06-11 00:00:00,06,2,163,23,2004,1 hrs. 33 min.,93.0
b14725,the story of us,50000000.0,58900031.0,0.17800062,1999-10-15 00:00:00,10,4,288,41,1999,1 hrs. 35 min.,95.0
b14734,the strangers,9000000.0,82391145.0,8.154571666666667,2008-05-30 00:00:00,05,2,151,21,2008,1 hrs. 47 min.,107.0
b14747,the sum of all fears,68000000.0,193921372.0,1.8517848823529413,2002-05-31 00:00:00,05,2,151,21,2002,1 hrs. 58 min.,118.0
b14769,the sweetest thing,43000000.0,68696770.0,0.5975993023255814,2002-04-12 00:00:00,04,2,102,14,2002,1 hrs. 24 min.,84.0
b14772,the switch,19000000.0,49830607.0,1.6226635263157896,2010-08-20 00:00:00,08,3,232,33,2010,1 hrs. 40 min.,100.0
b14777,the tailor of panama,21000000.0,28008462.0,0.3337362857142857,2001-03-30 00:00:00,03,1,89,12,2001,1 hrs. 49 min.,109.0
b14781,the taking of pelham 1 2 3,100000000.0,150166126.0,0.50166126,2009-06-12 00:00:00,06,2,163,23,2009,2 hrs. 1 min.,121.0
b14783,the tale of despereaux,60000000.0,86947965.0,0.44913275,2008-12-19 00:00:00,12,4,354,50,2008,1 hrs. 27 min.,87.0
b14786,the talented mr. ripley,40000000.0,128798265.0,2.219956625,1999-12-25 00:00:00,12,4,359,51,1999,2 hrs. 19 min.,139.0
b14800,the tempest,20000000.0,346594.0,-0.9826703,2010-12-10 00:00:00,12,4,344,49,2010,1 hrs. 50 min.,110.0
b14809,the terminal,60000000.0,219417255.0,2.65695425,2004-06-18 00:00:00,06,2,170,24,2004,2 hrs. 8 min.,128.0
b14817,the texas chainsaw massacre: the beginning,16000000.0,51764406.0,2.235275375,2006-10-06 00:00:00,10,4,279,40,2006,1 hrs. 24 min.,84.0
b14819,the theory of everything,15000000.0,123726688.0,7.248445866666667,2014-11-07 00:00:00,11,4,311,44,2014,2 hrs. 3 min.,123.0
b14826,the thin red line,52000000.0,98126565.0,0.8870493269230769,1998-12-25 00:00:00,12,4,359,51,1998,2 hrs. 50 min.,170.0
b14828,the thing (2011),38000000.0,27428670.0,-0.2781928947368421,2011-10-14 00:00:00,10,4,287,41,2011,,0.0
b14837,the thirteenth floor,16000000.0,18564088.0,0.1602555,1999-05-28 00:00:00,05,2,148,21,1999,1 hrs. 40 min.,100.0
b14838,the thomas crown affair,48000000.0,124305181.0,1.5896912708333333,1999-08-06 00:00:00,08,3,218,31,1999,1 hrs. 53 min.,113.0
b14840,the three burials of melquiades estrada,15000000.0,9045364.0,-0.39697573333333336,2005-12-14 00:00:00,12,4,348,50,2005,2 hrs. 1 min.,121.0
b14845,the three musketeers (2011),75000000.0,132274484.0,0.7636597866666667,2011-10-21 00:00:00,10,4,294,42,2011,1 hrs. 50 min.,110.0
b14846,the three stooges,30000000.0,54819301.0,0.8273100333333333,2012-04-13 00:00:00,04,2,104,15,2012,1 hrs. 32 min.,92.0
b14850,the tigger movie,30000000.0,96159800.0,2.2053266666666667,2000-02-11 00:00:00,02,1,42,6,2000,1 hrs. 17 min.,77.0
b14854,the time machine,80000000.0,123729176.0,0.5466147,2002-03-08 00:00:00,03,1,67,9,2002,1 hrs. 36 min.,96.0
b14856,the time traveler's wife,39000000.0,101344412.0,1.5985746666666667,2009-08-14 00:00:00,08,3,226,32,2009,1 hrs. 48 min.,108.0
b14858,the to-do list,1500000.0,3566225.0,1.3774833333333334,2013-07-26 00:00:00,07,3,207,29,2013,1 hrs. 40 min.,100.0
b14862,the tourist,100000000.0,278346189.0,1.78346189,2010-12-10 00:00:00,12,4,344,49,2010,1 hrs. 43 min.,103.0
b14865,the town,37000000.0,154026136.0,3.1628685405405403,2010-09-17 00:00:00,09,3,260,37,2010,2 hrs. 3 min.,123.0
b14875,the transporter,21000000.0,43928932.0,1.0918539047619047,2002-10-11 00:00:00,10,4,284,40,2002,1 hrs. 32 min.,92.0
b14881,the tree of life,32000000.0,54303319.0,0.69697871875,2011-05-27 00:00:00,05,2,147,21,2011,2 hrs. 18 min.,138.0
