,link,name,budget,rev_tot,rev_lif,rel_dt,runtime,distributor,genre,rating,awards
2284,http://www.boxofficemojo.com/movies/?id=buffalosoldiers.htm,Buffalo Soldiers,15000000.0,354421.0,,25-Jul-03,1 hrs. 38 min.,Miramax,Unknown,R,No Academy Awards Information
2301,http://www.boxofficemojo.com/movies/?id=bulletproofmonk.htm,Bulletproof Monk,52000000.0,23358708.0,,16-Apr-03,1 hrs. 43 min.,MGM,Action,PG-13,No Academy Awards Information
2315,http://www.boxofficemojo.com/movies/?id=burlesque.htm,Burlesque,55000000.0,39440655.0,,24-Nov-10,1 hrs. 40 min.,Sony / Screen Gems,Musical,PG-13,No Academy Awards Information
2319,http://www.boxofficemojo.com/movies/?id=burnafterreading.htm,Burn After Reading,37000000.0,60355347.0,,12-Sep-08,1 hrs. 37 min.,Focus Features,Comedy,R,No Academy Awards Information
2324,http://www.boxofficemojo.com/movies/?id=adamjones.htm,Burnt,20000000.0,13651946.0,,30-Oct-15,1 hrs. 40 min.,Weinstein Company,Comedy,R,No Academy Awards Information
2347,http://www.boxofficemojo.com/movies/?id=bythesea.htm,By the Sea,10000000.0,538460.0,,13-Nov-15,2 hrs. 2 min.,Universal,Drama,R,No Academy Awards Information
2358,http://www.boxofficemojo.com/movies/?id=chips.htm,CHiPs,25000000.0,17990387.0,,24-Mar-17,1 hrs. 40 min.,Warner Bros.,Action Comedy,R,No Academy Awards Information
2366,http://www.boxofficemojo.com/movies/?id=cabinfever.htm,Cabin Fever,1500000.0,21158188.0,,12-Sep-03,1 hrs. 34 min.,Lions Gate,Horror Comedy,R,No Academy Awards Information
2373,http://www.boxofficemojo.com/movies/?id=cadillacrecords.htm,Cadillac Records,12000000.0,8195551.0,,5-Dec-08,1 hrs. 48 min.,Sony / Columbia,Music Drama,R,No Academy Awards Information
2386,http://www.boxofficemojo.com/movies/?id=calendargirls.htm,Calendar Girls,10000000.0,31041759.0,,19-Dec-03,1 hrs. 48 min.,Buena Vista,Comedy,PG-13,No Academy Awards Information
2410,http://www.boxofficemojo.com/movies/?id=campxray.htm,Camp X-Ray,1000000.0,13302.0,,17-Oct-14,1 hrs. 57 min.,IFC,Drama,R,No Academy Awards Information
2421,http://www.boxofficemojo.com/movies/?id=canadianbacon.htm,Canadian Bacon,11000000.0,163971.0,,22-Sep-95,1 hrs. 31 min.,Gramercy,Unknown,PG,No Academy Awards Information
2433,http://www.boxofficemojo.com/movies/?id=capeofgoodhope.htm,Cape of Good Hope,3000000.0,26904.0,,11-Nov-05,1 hrs. 47 min.,Artistic License,Drama,PG-13,No Academy Awards Information
2435,http://www.boxofficemojo.com/movies/?id=michaelmoore09.htm,Capitalism: A Love Story,20000000.0,14363397.0,,23-Sep-09,2 hrs. 7 min.,Overture Films,Documentary,R,No Academy Awards Information
2437,http://www.boxofficemojo.com/movies/?id=capote.htm,Capote,7000000.0,28750530.0,,30-Sep-05,1 hrs. 54 min.,Sony Classics,Drama,R,"""Nominated for Five Oscars, Including One Win."""
2439,http://www.boxofficemojo.com/movies/?id=marvel2016.htm,Captain America: Civil War,250000000.0,408084349.0,,6-May-16,2 hrs. 27 min.,Buena Vista,Action / Adventure,PG-13,No Academy Awards Information
2440,http://www.boxofficemojo.com/movies/?id=captainamerica.htm,Captain America: The First Avenger,140000000.0,176654505.0,,22-Jul-11,2 hrs. 5 min.,Paramount,Action / Adventure,PG-13,No Academy Awards Information
2441,http://www.boxofficemojo.com/movies/?id=marvel14b.htm,Captain America: The Winter Soldier,170000000.0,259766572.0,,4-Apr-14,2 hrs. 16 min.,Buena Vista,Action / Adventure,PG-13,Nominated for One Oscar.
2443,http://www.boxofficemojo.com/movies/?id=captaincorellismandolin.htm,Captain Corelli's Mandolin,57000000.0,25543895.0,,17-Aug-01,2 hrs. 9 min.,Universal,War Romance,R,No Academy Awards Information
2448,http://www.boxofficemojo.com/movies/?id=captainphillips.htm,Captain Phillips,55000000.0,107100855.0,,11-Oct-13,2 hrs. 14 min.,Sony / Columbia,Drama,PG-13,Nominated for Six Oscars.
2464,http://www.boxofficemojo.com/movies/?id=caravans.htm,Caravans,14000000.0,3930501.0,,2-Nov-78,2 hrs. 7 min.,Universal,Unknown,PG,Nominated for One Oscar.
2474,http://www.boxofficemojo.com/movies/?id=carlitosway.htm,Carlito's Way,30000000.0,36948322.0,,12-Nov-93,2 hrs. 25 min.,Universal,Crime Drama,R,No Academy Awards Information
2475,http://www.boxofficemojo.com/movies/?id=carlos.htm,Carlos,18000000.0,145526.0,,15-Oct-10,2 hrs. 20 min.,IFC,Action Thriller,Unrated,No Academy Awards Information
2491,http://www.boxofficemojo.com/movies/?id=carrie2013.htm,Carrie (2013),30000000.0,35266619.0,,18-Oct-13,1 hrs. 32 min.,Sony / Screen Gems,Horror,R,No Academy Awards Information
2495,http://www.boxofficemojo.com/movies/?id=cars.htm,Cars,120000000.0,244082982.0,,9-Jun-06,1 hrs. 56 min.,Buena Vista,Animation,G,Nominated for Two Oscars.
2496,http://www.boxofficemojo.com/movies/?id=cars2.htm,Cars 2,200000000.0,191452396.0,,24-Jun-11,1 hrs. 53 min.,Buena Vista,Animation,G,No Academy Awards Information
2509,http://www.boxofficemojo.com/movies/?id=case39.htm,Case 39,26000000.0,13261851.0,,1-Oct-10,1 hrs. 49 min.,Paramount Vantage,Horror Thriller,R,No Academy Awards Information
2514,http://www.boxofficemojo.com/movies/?id=casinojack2.htm,Casino Jack,12500000.0,1042959.0,,17-Dec-10,1 hrs. 48 min.,ATO Pictures,Thriller,R,No Academy Awards Information
2516,http://www.boxofficemojo.com/movies/?id=jamesbond21.htm,Casino Royale,150000000.0,167445960.0,,17-Nov-06,2 hrs. 24 min.,Sony / Columbia,Action,PG-13,No Academy Awards Information
2522,http://www.boxofficemojo.com/movies/?id=castaway.htm,Cast Away,90000000.0,233632142.0,,22-Dec-00,2 hrs. 23 min.,Fox,Drama,PG-13,Nominated for Two Oscars.
2533,http://www.boxofficemojo.com/movies/?id=catchmeifyoucan.htm,Catch Me If You Can,52000000.0,164615351.0,,25-Dec-02,2 hrs. 20 min.,DreamWorks,Comedy / Drama,PG-13,Nominated for Two Oscars.
2535,http://www.boxofficemojo.com/movies/?id=catchthatkid.htm,Catch That Kid,12000000.0,16703799.0,,6-Feb-04,1 hrs. 32 min.,Fox,Family Adventure,PG,No Academy Awards Information
2537,http://www.boxofficemojo.com/movies/?id=catchandrelease.htm,Catch and Release,25000000.0,15539051.0,,26-Jan-07,2 hrs. 4 min.,Sony / Columbia,Romantic Comedy,PG-13,No Academy Awards Information
2546,http://www.boxofficemojo.com/movies/?id=catsanddogs.htm,Cats &amp; Dogs,60000000.0,93385515.0,,4-Jul-01,1 hrs. 27 min.,Warner Bros.,Family Adventure,PG,No Academy Awards Information
2547,http://www.boxofficemojo.com/movies/?id=catsanddogs2.htm,Cats &amp; Dogs: The Revenge of Kitty Galore,85000000.0,43585753.0,,30-Jul-10,1 hrs. 22 min.,Warner Bros.,Family Comedy,PG,No Academy Awards Information
2551,http://www.boxofficemojo.com/movies/?id=catwoman.htm,Catwoman,100000000.0,40202379.0,,23-Jul-04,1 hrs. 44 min.,Warner Bros.,Action / Adventure,PG-13,No Academy Awards Information
2567,http://www.boxofficemojo.com/movies/?id=cellular.htm,Cellular,25000000.0,32003620.0,,10-Sep-04,1 hrs. 35 min.,New Line,Thriller,PG-13,No Academy Awards Information
2573,http://www.boxofficemojo.com/movies/?id=centerstage.htm,Center Stage,29000000.0,17200925.0,,12-May-00,1 hrs. 55 min.,Sony / Columbia,Music Drama,PG-13,No Academy Awards Information
2574,http://www.boxofficemojo.com/movies/?id=centralintelligence.htm,Central Intelligence,50000000.0,127440871.0,,17-Jun-16,1 hrs. 47 min.,Warner Bros. (New Line),Comedy,PG-13,No Academy Awards Information
2576,http://www.boxofficemojo.com/movies/?id=centurion.htm,Centurion,12000000.0,123570.0,,27-Aug-10,1 hrs. 37 min.,Magnolia,Action / Adventure,R,No Academy Awards Information
2589,http://www.boxofficemojo.com/movies/?id=chainletter.htm,Chain Letter,3000000.0,138788.0,,1-Oct-10,1 hrs. 36 min.,New Films Cinema,Horror Thriller,R,No Academy Awards Information
2605,http://www.boxofficemojo.com/movies/?id=changeling08.htm,Changeling,55000000.0,35739802.0,,24-Oct-08,2 hrs. 20 min.,Universal,Thriller,R,Nominated for Three Oscars.
2606,http://www.boxofficemojo.com/movies/?id=changinglanes.htm,Changing Lanes,45000000.0,66818548.0,,12-Apr-02,1 hrs. 38 min.,Paramount,Thriller,R,No Academy Awards Information
2611,http://www.boxofficemojo.com/movies/?id=chappie.htm,Chappie,49000000.0,31569268.0,,6-Mar-15,2 hrs. 0 min.,Sony / Columbia,Sci-Fi Action,R,No Academy Awards Information
2618,http://www.boxofficemojo.com/movies/?id=charliebartlett.htm,Charlie Bartlett,12000000.0,3951699.0,,22-Feb-08,1 hrs. 37 min.,MGM,Comedy,R,No Academy Awards Information
2628,http://www.boxofficemojo.com/movies/?id=charliestcloud.htm,Charlie St. Cloud,44000000.0,31162545.0,,30-Jul-10,1 hrs. 30 min.,Universal,Drama,PG-13,No Academy Awards Information
2629,http://www.boxofficemojo.com/movies/?id=charliewilsonswar.htm,Charlie Wilson's War,75000000.0,66661095.0,,21-Dec-07,1 hrs. 37 min.,Universal,War Drama,R,Nominated for One Oscar.
2630,http://www.boxofficemojo.com/movies/?id=charliechocolate.htm,Charlie and the Chocolate Factory,150000000.0,206459076.0,,15-Jul-05,1 hrs. 46 min.,Warner Bros.,Family Adventure,PG,Nominated for One Oscar.
2631,http://www.boxofficemojo.com/movies/?id=charliesangels.htm,Charlie's Angels,93000000.0,125305545.0,,3-Nov-00,1 hrs. 38 min.,Sony / Columbia,Action Comedy,PG-13,No Academy Awards Information
2632,http://www.boxofficemojo.com/movies/?id=charliesangels2.htm,Charlie's Angels: Full Throttle,120000000.0,100830111.0,,27-Jun-03,1 hrs. 45 min.,Sony / Columbia,Action Comedy,PG-13,No Academy Awards Information
2638,http://www.boxofficemojo.com/movies/?id=charlottesweb.htm,Charlotte's Web (2006),85000000.0,82985708.0,,15-Dec-06,1 hrs. 53 min.,Paramount,Family,G,No Academy Awards Information
2644,http://www.boxofficemojo.com/movies/?id=chasingliberty.htm,Chasing Liberty,23000000.0,12195626.0,,9-Jan-04,1 hrs. 51 min.,Warner Bros.,Romantic Comedy,PG-13,No Academy Awards Information
2646,http://www.boxofficemojo.com/movies/?id=ofmenandmavericks.htm,Chasing Mavericks,20000000.0,6002756.0,,26-Oct-12,1 hrs. 51 min.,Fox,Sports Drama,PG,No Academy Awards Information
2652,http://www.boxofficemojo.com/movies/?id=cheaperbythedozen.htm,Cheaper by the Dozen,40000000.0,138614544.0,,25-Dec-03,1 hrs. 38 min.,Fox,Family Comedy,PG,No Academy Awards Information
2669,http://www.boxofficemojo.com/movies/?id=cheri.htm,Cheri,23000000.0,2715657.0,,26-Jun-09,1 hrs. 40 min.,Miramax,Romance,R,No Academy Awards Information
2678,http://www.boxofficemojo.com/movies/?id=chicago.htm,Chicago,45000000.0,170687518.0,,27-Dec-02,1 hrs. 47 min.,Miramax,Musical,PG-13,"""Nominated for Thirteen Oscars, Including Six Wins."""
2682,http://www.boxofficemojo.com/movies/?id=chickenlittle.htm,Chicken Little,150000000.0,135386665.0,,4-Nov-05,1 hrs. 21 min.,Buena Vista,Animation,G,No Academy Awards Information
2683,http://www.boxofficemojo.com/movies/?id=chickenrun.htm,Chicken Run,45000000.0,106834564.0,,23-Jun-00,1 hrs. 24 min.,DreamWorks,Animation,G,No Academy Awards Information
2700,http://www.boxofficemojo.com/movies/?id=childrenofmen.htm,Children of Men,76000000.0,35552383.0,,25-Dec-06,1 hrs. 49 min.,Universal,Sci-Fi Thriller,R,Nominated for Three Oscars.
2708,http://www.boxofficemojo.com/movies/?id=chillfactor.htm,Chill Factor,70000000.0,11263966.0,,3-Sep-99,1 hrs. 42 min.,Warner Bros.,Action Comedy,R,No Academy Awards Information
2723,http://www.boxofficemojo.com/movies/?id=chloe.htm,Chloe,14000000.0,3075255.0,,26-Mar-10,1 hrs. 36 min.,Sony Classics,Drama,R,No Academy Awards Information
2724,http://www.boxofficemojo.com/movies/?id=chocolat.htm,Chocolat,25000000.0,71509363.0,,15-Dec-00,1 hrs. 45 min.,Miramax,Romance,PG-13,Nominated for Five Oscars.
2748,http://www.boxofficemojo.com/movies/?id=christmasatmaxwells.htm,Christmas at Maxwell's,3000000.0,12781.0,,1-Dec-06,1 hrs. 34 min.,Aloha Releasing,Drama,PG,No Academy Awards Information
2752,http://www.boxofficemojo.com/movies/?id=christmasintheclouds.htm,Christmas in the Clouds,3000000.0,279225.0,,4-Nov-05,1 hrs. 36 min.,Slowhand Cinema,Romantic Comedy,PG,No Academy Awards Information
2753,http://www.boxofficemojo.com/movies/?id=christmaswiththekranks.htm,Christmas with the Kranks,60000000.0,73780539.0,,24-Nov-04,1 hrs. 34 min.,Sony (Revolution),Family Comedy,PG,No Academy Awards Information
2754,http://www.boxofficemojo.com/movies/?id=christophercolumbus.htm,Christopher Columbus: The Discovery,40000000.0,8251071.0,,21-Aug-92,2 hrs. 0 min.,Warner Bros.,Historical Drama,PG-13,No Academy Awards Information
2757,http://www.boxofficemojo.com/movies/?id=chronicle2012.htm,Chronicle (2012),12000000.0,64575175.0,,3-Feb-12,1 hrs. 23 min.,Fox,Sci-Fi Action,PG-13,No Academy Awards Information
2764,http://www.boxofficemojo.com/movies/?id=churchball.htm,Church Ball,1000000.0,464991.0,,17-Mar-06,1 hrs. 31 min.,Halestorm,Comedy,PG,No Academy Awards Information
2775,http://www.boxofficemojo.com/movies/?id=cinderella2015.htm,Cinderella (2015),95000000.0,201151353.0,,13-Mar-15,1 hrs. 52 min.,Buena Vista,Fantasy,PG,Nominated for One Oscar.
2777,http://www.boxofficemojo.com/movies/?id=cinderellaman.htm,Cinderella Man,88000000.0,61649911.0,,3-Jun-05,2 hrs. 24 min.,Universal,Sports Drama,PG-13,Nominated for Three Oscars.
2786,http://www.boxofficemojo.com/movies/?id=circumstance.htm,Circumstance,1000000.0,454121.0,,26-Aug-11,1 hrs. 47 min.,Roadside Attractions,Drama,R,No Academy Awards Information
2790,http://www.boxofficemojo.com/movies/?id=cirquedufreak.htm,Cirque du Freak: The Vampire's Assistant,40000000.0,13869515.0,,23-Oct-09,1 hrs. 48 min.,Universal,Fantasy,PG-13,No Academy Awards Information
2804,http://www.boxofficemojo.com/movies/?id=cityisland.htm,City Island,6000000.0,6671036.0,,19-Mar-10,1 hrs. 40 min.,Anchor Bay Films,Comedy,PG-13,No Academy Awards Information
2807,http://www.boxofficemojo.com/movies/?id=cityslickers.htm,City Slickers,27000000.0,124033791.0,,7-Jun-91,1 hrs. 52 min.,Columbia,Comedy,PG-13,"""Nominated for One Oscar, Including One Win."""
2809,http://www.boxofficemojo.com/movies/?id=citybythesea.htm,City by the Sea,40000000.0,22448879.0,,6-Sep-02,1 hrs. 48 min.,Warner Bros.,Crime Drama,R,No Academy Awards Information
2811,http://www.boxofficemojo.com/movies/?id=cityofember.htm,City of Ember,55000000.0,7873007.0,,10-Oct-08,1 hrs. 35 min.,Fox,Family Adventure,PG,No Academy Awards Information
2815,http://www.boxofficemojo.com/movies/?id=cityofhope.htm,City of Hope,3000000.0,1345015.0,,11-Oct-91,2 hrs. 9 min.,Samuel Goldwyn,Drama,R,No Academy Awards Information
2818,http://www.boxofficemojo.com/movies/?id=cityoflifeanddeath.htm,City of Life and Death,12000000.0,122558.0,,11-May-11,2 hrs. 12 min.,Kino,Foreign,R,No Academy Awards Information
2819,http://www.boxofficemojo.com/movies/?id=cityoflostchildren.htm,City of Lost Children,18000000.0,1738611.0,,15-Dec-95,1 hrs. 52 min.,Sony Classics,Foreign,R,No Academy Awards Information
2822,http://www.boxofficemojo.com/movies/?id=cityonfire.htm,City on Fire,5300000.0,784181.0,,14-Sep-79,1 hrs. 44 min.,AVCO Embassy,Unknown,R,No Academy Awards Information
2831,http://www.boxofficemojo.com/movies/?id=clashofthetitans10.htm,Clash of the Titans (2010),125000000.0,163214888.0,,2-Apr-10,1 hrs. 58 min.,Warner Bros.,Fantasy,PG-13,No Academy Awards Information
2842,http://www.boxofficemojo.com/movies/?id=clearandpresentdanger.htm,Clear and Present Danger,62000000.0,122187717.0,,5-Aug-94,2 hrs. 21 min.,Paramount,Action Thriller,PG-13,Nominated for Two Oscars.
2844,http://www.boxofficemojo.com/movies/?id=cleopatra.htm,Cleopatra (1963),44000000.0,57777778.0,,12-Jun-63,3 hrs. 12 min.,Fox,Historical Epic,G,No Academy Awards Information
2846,http://www.boxofficemojo.com/movies/?id=clerks.htm,Clerks,27000.0,3151130.0,,19-Oct-94,1 hrs. 32 min.,Miramax,Comedy,R,No Academy Awards Information
2847,http://www.boxofficemojo.com/movies/?id=clerks2.htm,Clerks II,5000000.0,24148068.0,,21-Jul-06,1 hrs. 37 min.,MGM (Weinstein),Comedy,R,No Academy Awards Information
2848,http://www.boxofficemojo.com/movies/?id=click.htm,Click,82500000.0,137355633.0,,23-Jun-06,1 hrs. 37 min.,Sony (Revolution),Fantasy Comedy,PG-13,Nominated for One Oscar.
2850,http://www.boxofficemojo.com/movies/?id=cliffhanger.htm,Cliffhanger,70000000.0,84049211.0,,28-May-93,1 hrs. 53 min.,TriStar,Action Thriller,R,Nominated for Three Oscars.
2859,http://www.boxofficemojo.com/movies/?id=clockstoppers.htm,Clockstoppers,26000000.0,36989956.0,,29-Mar-02,1 hrs. 33 min.,Paramount,Sci-Fi Adventure,PG,No Academy Awards Information
2863,http://www.boxofficemojo.com/movies/?id=closeencountersofthethirdkind.htm,Close Encounters of the Third Kind,20000000.0,116395460.0,132088635,16-Nov-77,2 hrs. 17 min.,Columbia,Sci-Fi,PG,No Academy Awards Information
2866,http://www.boxofficemojo.com/movies/?id=closeyoureyes.htm,Close Your Eyes,10000000.0,41392.0,,23-Apr-04,1 hrs. 48 min.,First Look,Unknown,R,No Academy Awards Information
2872,http://www.boxofficemojo.com/movies/?id=closer.htm,Closer,27000000.0,33987757.0,,3-Dec-04,1 hrs. 38 min.,Sony / Columbia,Romance,R,Nominated for Two Oscars.
2879,http://www.boxofficemojo.com/movies/?id=cloudywithachanceofmeatballs.htm,Cloudy with a Chance of Meatballs,100000000.0,124870275.0,,18-Sep-09,1 hrs. 21 min.,Sony / Columbia,Animation,PG,No Academy Awards Information
2880,http://www.boxofficemojo.com/movies/?id=cloudy2.htm,Cloudy with a Chance of Meatballs 2,78000000.0,119793567.0,,27-Sep-13,1 hrs. 35 min.,Sony / Columbia,Animation,PG,No Academy Awards Information
2881,http://www.boxofficemojo.com/movies/?id=cloverfield.htm,Cloverfield,25000000.0,80048433.0,,18-Jan-08,1 hrs. 24 min.,Paramount,Action Horror,PG-13,No Academy Awards Information
2889,http://www.boxofficemojo.com/movies/?id=coachcarter.htm,Coach Carter,30000000.0,67264877.0,,14-Jan-05,2 hrs. 14 min.,Paramount,Sports Drama,PG-13,No Academy Awards Information
2904,http://www.boxofficemojo.com/movies/?id=cocobeforechanel.htm,Coco Before Chanel,23000000.0,6113834.0,,25-Sep-09,1 hrs. 50 min.,Sony Classics,Foreign,PG-13,Nominated for One Oscar.
2911,http://www.boxofficemojo.com/movies/?id=cleaner.htm,Code Name: The Cleaner,20000000.0,8135024.0,,5-Jan-07,1 hrs. 24 min.,New Line,Action Comedy,PG-13,No Academy Awards Information
2925,http://www.boxofficemojo.com/movies/?id=coldmountain.htm,Cold Mountain,79000000.0,95636509.0,,25-Dec-03,2 hrs. 35 min.,Miramax,War Romance,R,"""Nominated for Seven Oscars, Including One Win."""
2934,http://www.boxofficemojo.com/movies/?id=collateral.htm,Collateral,65000000.0,101005703.0,,6-Aug-04,2 hrs. 5 min.,DreamWorks,Crime,R,Nominated for Two Oscars.
2935,http://www.boxofficemojo.com/movies/?id=collateralbeauty.htm,Collateral Beauty,36000000.0,31016021.0,,16-Dec-16,1 hrs. 34 min.,Warner Bros. (New Line),Drama,PG-13,No Academy Awards Information
2936,http://www.boxofficemojo.com/movies/?id=collateraldamage.htm,Collateral Damage,85000000.0,40077257.0,,8-Feb-02,1 hrs. 48 min.,Warner Bros.,Action,R,No Academy Awards Information
2937,http://www.boxofficemojo.com/movies/?id=college.htm,College,7000000.0,4694636.0,,29-Aug-08,1 hrs. 34 min.,MGM,Comedy,R,No Academy Awards Information
2942,http://www.boxofficemojo.com/movies/?id=colombiana.htm,Colombiana,40000000.0,36665854.0,,26-Aug-11,1 hrs. 47 min.,TriStar,Action,PG-13,No Academy Awards Information
2947,http://www.boxofficemojo.com/movies/?id=colorofnight.htm,Color of Night,40000000.0,19726050.0,,19-Aug-94,2 hrs. 1 min.,Buena Vista,Romantic Thriller,R,No Academy Awards Information
2951,http://www.boxofficemojo.com/movies/?id=comeawayhome.htm,Come Away Home,1200000.0,72810.0,,6-May-05,1 hrs. 42 min.,Innovation Film Group,Family,PG,No Academy Awards Information
2966,http://www.boxofficemojo.com/movies/?id=comicconiv.htm,Comic-Con Episode IV: A Fan's Hope,1500000.0,34665.0,,6-Apr-12,1 hrs. 28 min.,Wrekin Hill,Documentary,PG-13,No Academy Awards Information
2978,http://www.boxofficemojo.com/movies/?id=commandments.htm,Commandments,6000000.0,548561.0,,2-May-97,1 hrs. 28 min.,Gramercy,Unknown,R,No Academy Awards Information
2982,http://www.boxofficemojo.com/movies/?id=committed.htm,Committed,3000000.0,40361.0,,28-Apr-00,1 hrs. 38 min.,Miramax,Unknown,R,No Academy Awards Information
