link	name	budget	domestic_total_gross	domestic_lifetime_gross	release_date	runtime	distributor	genre	rating	awards
http://www.boxofficemojo.com/movies/?id=romeoisbleeding.htm	Romeo Is Bleeding	N/A	3275585		4-Feb-94	1 hrs. 50 min.	Gramercy	Crime Thriller	R	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=romeomustdie.htm	Romeo Must Die	$25 million	55973336		22-Mar-00	1 hrs. 55 min.	Warner Bros.	Action	R	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=romeoandjuliet68.htm	Romeo and Juliet	N/A			8-Oct-68	2 hrs. 18 min.	Paramount	Romance	G	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=romeoandjuliet2013.htm	Romeo and Juliet (2013)	N/A	1162635		11-Oct-13	1 hrs. 42 min.	Relativity	Romance	PG-13	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=romeoetjuliette.htm	Romeo et Juliette	N/A	1386582		15-Dec-06	N/A	Alliance	Foreign	Unrated	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=romeos.htm	Romeos	N/A	1081		16-Sep-11	1 hrs. 34 min.	Strand	Foreign	Unrated	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=romero.htm	Romero	N/A	1316495		25-Aug-89	1 hrs. 42 min.	Four Seasons	Unknown	PG-13	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=romperstomper.htm	Romper Stomper	N/A	175340		9-Jun-93	1 hrs. 33 min.	Academy Entertainment	Unknown	R	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=romulusmyfather.htm	"Romulus, My Father"	N/A	4283		29-Feb-08	1 hrs. 44 min.	Magnolia	Drama	R	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=romymichelleshighschoolreunion.htm	Romy &amp; Michele's High School Reunion	N/A	29235353		25-Apr-97	1 hrs. 32 min.	Buena Vista	Comedy	R	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=ronin.htm	Ronin	N/A	41616262		25-Sep-98	2 hrs. 0 min.	MGM	Action Thriller	R	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=rooftops.htm	Rooftops	N/A	2043889		17-Mar-89	1 hrs. 35 min.	New Century	Unknown	R	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=rookieoftheyear.htm	Rookie of the Year	N/A	53615089		9-Jul-93	1 hrs. 43 min.	Fox	Family Comedy	PG	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=room2015.htm	Room	N/A	14677654		16-Oct-15	1 hrs. 58 min.	A24	Drama	R	"Nominated for Four Oscars, Including One Win."
http://www.boxofficemojo.com/movies/?id=room237.htm	Room 237	N/A	296359		29-Mar-13	1 hrs. 43 min.	IFC	Documentary	Unrated	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=roommates.htm	Roommates	N/A	12096881		3-Mar-95	1 hrs. 49 min.	Buena Vista	Comedy	PG	Nominated for One Oscar.
http://www.boxofficemojo.com/movies/?id=roostercogburn.htm	Rooster Cogburn	N/A			17-Oct-75	1 hrs. 48 min.	Universal	Western	PG	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=roosters.htm	Roosters	N/A	148919		14-Jul-95	1 hrs. 50 min.	IRS Media	Unknown	R	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=rootofallevil.htm	Root of All Evil	N/A			TBD	1 hrs. 40 min.	Sony / Screen Gems	Unknown	Not Yet Rated	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=rope.htm	Rope	N/A			28-Aug-48	1 hrs. 21 min.	Warner Bros.	Thriller	Unrated	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=roryosheawashere.htm	Rory O'Shea Was Here	N/A	23844		4-Feb-05	1 hrs. 44 min.	Focus Features	Comedy / Drama	R	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=rosaliegoesshopping.htm	Rosalie Goes Shopping	N/A	574080		9-Feb-90	1 hrs. 34 min.	Four Seasons	Comedy	PG	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=roseanneforpresident.htm	Roseanne for President!	N/A	4734		1-Jul-16	1 hrs. 36 min.	IFC	Documentary	Unrated	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=rosemarysbaby.htm	Rosemary's Baby	N/A			12-Jun-68	2 hrs. 16 min.	Paramount	Horror	R	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=rosencrantzguildensternareundead.htm	Rosencrantz &amp; Guildenstern Are Undead	N/A	71007		4-Jun-10	1 hrs. 25 min.	Indican	Action	R	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=rosencrantzandguildensternaredead.htm	Rosencrantz and Guildenstern Are Dead	N/A	739104		8-Feb-91	1 hrs. 57 min.	Cinecom	Period Comedy	PG	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=rosenstrasse.htm	Rosenstrasse	N/A	734519		30-Jul-04	2 hrs. 16 min.	IDP	Foreign	PG-13	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=rosenwald.htm	Rosenwald	N/A	433924		14-Aug-15	1 hrs. 40 min.	The Ciesla Foundation	Documentary	Unrated	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=rosetta.htm	Rosetta	N/A	266665		5-Nov-99	1 hrs. 35 min.	USA Films	Unknown	R	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=rosewater.htm	Rosewater	N/A	3128941		14-Nov-14	1 hrs. 43 min.	Open Road Films	Drama	R	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=rosewood.htm	Rosewood	N/A	13130349		21-Feb-97	2 hrs. 2 min.	Warner Bros.	Period Drama	R	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=roughcut.htm	Rough Cut	N/A	16656125		20-Jun-80	1 hrs. 51 min.	Paramount	Romantic Adventure	PG	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=roughmagic.htm	Rough Magic	N/A	247202		30-May-97	1 hrs. 44 min.	Samuel Goldwyn	Unknown	PG-13	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=rounders.htm	Rounders	N/A	22912409		11-Sep-98	2 hrs. 1 min.	Miramax	Crime Drama	R	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=marsimax.htm	Roving Mars (IMAX)	N/A	10407978		27-Jan-06	0 hrs. 40 min.	Buena Vista	IMAX	G	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=rowdyrathore.htm	Rowdy Rathore	N/A	777373		1-Jun-12	2 hrs. 10 min.	UTV Communications	Foreign	Unrated	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=roxanne.htm	Roxanne	N/A	40050884		19-Jun-87	1 hrs. 47 min.	Columbia	Romantic Comedy	PG	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=royalflash.htm	Royal Flash	N/A			10-Oct-75	1 hrs. 42 min.	Fox	Comedy	PG	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=royalkill.htm	Royal Kill	"$350,000 "	50090		10-Apr-09	1 hrs. 30 min.	21st Century Film Production	Action	PG-13	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=royalwedding.htm	Royal Wedding	N/A			8-Mar-51	1 hrs. 33 min.	MGM	Musical	Unrated	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=rubber.htm	Rubber	N/A	100370		1-Apr-11	1 hrs. 25 min.	Magnolia	Horror Comedy	R	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=rubberneck.htm	Rubberneck	N/A	2075		22-Feb-13	N/A	Tribeca Film	Comedy	Unrated	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=rubblekings.htm	Rubble Kings	N/A	7416		19-Jun-15	1 hrs. 11 min.	Saboteur Media	Documentary	Unrated	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=rubinanded.htm	Rubin &amp; Ed	N/A	15675		15-May-92	1 hrs. 22 min.	IRS Media	Unknown	PG-13	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=ruby.htm	Ruby	N/A	919286		27-Mar-92	1 hrs. 41 min.	Triumph	Crime Thriller	R	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=rubysparks.htm	Ruby Sparks	N/A	2540106		25-Jul-12	1 hrs. 44 min.	Fox Searchlight	Romantic Comedy	R	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=rubyinparadise.htm	Ruby in Paradise	N/A	1001437		8-Oct-93	1 hrs. 54 min.	October	Drama	R	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=rudderless.htm	Rudderless	N/A	58293		17-Oct-14	1 hrs. 45 min.	Samuel Goldwyn	Comedy / Drama	R	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=rudeawakening.htm	Rude Awakening	N/A	3169719		18-Aug-89	1 hrs. 40 min.	Orion Pictures	Unknown	R	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=rudoycursi.htm	Rudo Y Cursi	N/A	1827660		8-May-09	1 hrs. 30 min.	Sony Classics	Foreign	R	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=rudy.htm	Rudy	N/A	22750363		15-Oct-93	1 hrs. 54 min.	TriStar	Sports Drama	PG	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=rugratsgowild.htm	Rugrats Go Wild	$25 million	39402572		13-Jun-03	1 hrs. 21 min.	Paramount	Animation	PG	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=rugratsinparis.htm	Rugrats in Paris: The Movie	$30 million	76507756		17-Nov-00	1 hrs. 18 min.	Paramount	Animation	G	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=rulesdontapply.htm	Rules Don't Apply	$25 million	3652206		23-Nov-16	2 hrs. 6 min.	Fox	Comedy / Drama	PG-13	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=rulesofengagement.htm	Rules of Engagement	$60 million	61335230		7-Apr-00	2 hrs. 7 min.	Paramount	Drama / Thriller	R	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=rumblefish.htm	Rumble Fish	$10 million	2494480		8-Oct-83	1 hrs. 34 min.	Universal	Unknown	R	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=rumbleinthebronx.htm	Rumble in the Bronx	$7.5 million	32392047		23-Feb-96	1 hrs. 31 min.	New Line	Action	R	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=rumorhasit.htm	Rumor Has It	N/A	43000262		25-Dec-05	1 hrs. 36 min.	Warner Bros.	Romantic Comedy	PG-13	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=run.htm	Run	$16 million	4409328		1-Feb-91	1 hrs. 29 min.	Buena Vista	Thriller	R	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=runallnight.htm	Run All Night	$50 million	26461644		13-Mar-15	1 hrs. 54 min.	Warner Bros.	Action	R	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=runfatboyrun.htm	Run Fat Boy Run	$10 million	6003262		28-Mar-08	1 hrs. 40 min.	Picturehouse	Comedy	PG-13	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=runlolarun.htm	Run Lola Run	N/A	7267585		18-Jun-99	1 hrs. 21 min.	Sony Classics	Foreign	R	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=runsilentrundeep.htm	"Run Silent, Run Deep"	N/A			27-Mar-58	1 hrs. 33 min.	United Artists	War	Unrated	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=runandjump.htm	Run and Jump	N/A	20061		24-Jan-14	1 hrs. 46 min.	IFC	Drama	Unrated	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=runforyourlife.htm	Run for Your Life	N/A	2992		29-Oct-08	1 hrs. 39 min.	Screen Media	Documentary	Unrated	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=runaway.htm	Runaway	N/A	6770587		14-Dec-84	1 hrs. 40 min.	TriStar	Unknown	PG-13	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=runawaybride.htm	Runaway Bride	$70 million	152257509		30-Jul-99	1 hrs. 56 min.	Paramount	Romantic Comedy	PG	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=runawayjury.htm	Runaway Jury	$60 million	49443628		17-Oct-03	2 hrs. 3 min.	Fox	Thriller	PG-13	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=runawayslave.htm	Runaway Slave	N/A	71737		6-Jul-12	1 hrs. 48 min.	Rocky Mountain Pictures	Documentary	Unrated	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=runawaytrain.htm	Runaway Train	N/A	7683620		6-Dec-85	1 hrs. 51 min.	Cannon Films	Action Thriller	R	Nominated for Three Oscars.
http://www.boxofficemojo.com/movies/?id=runnerrunner.htm	Runner Runner	$30 million	19316646		4-Oct-13	1 hrs. 31 min.	Fox	Thriller	R	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=running.htm	Running	N/A	6012556		2-Nov-79	1 hrs. 42 min.	Universal	Sports Drama	PG	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=runningbrave.htm	Running Brave	$8 million	3000000		4-Nov-83	1 hrs. 46 min.	Buena Vista	Sports Drama	PG	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=runningfree.htm	Running Free	N/A	117608		2-Jun-00	1 hrs. 22 min.	Sony / Columbia	Unknown	G	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=runningfromcrazy.htm	Running From Crazy	N/A	33300		1-Nov-13	1 hrs. 40 min.	Vitagraph	Documentary	Unrated	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=runningman2015.htm	Running Man (2015)	N/A	310978		30-Jan-15	1 hrs. 28 min.	China Lion	Foreign	Unrated	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=runningscared05.htm	Running Scared	$15 million	6855137		24-Feb-06	1 hrs. 50 min.	New Line	Action / Crime	R	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=runningwild.htm	Running Wild: The Life of Dayton O. Hyde	N/A			4-Oct-13	1 hrs. 33 min.	Screen Media	Documentary	Unrated	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=runningonempty.htm	Running on Empty	N/A	2835116		9-Sep-88	1 hrs. 56 min.	Warner Bros.	Unknown	PG-13	Nominated for Two Oscars.
http://www.boxofficemojo.com/movies/?id=runningwitharnold.htm	Running with Arnold	N/A	2119		11-Jan-08	1 hrs. 12 min.	Lantern Lane	Documentary	Unrated	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=runningwithscissors.htm	Running with Scissors	N/A	7022827		20-Oct-06	2 hrs. 0 min.	Sony / Columbia	Comedy / Drama	R	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=runoff.htm	Runoff	N/A	30186		26-Jun-15	1 hrs. 30 min.	"Monterey Media, Inc."	Drama	R	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=rurounikenshin:origins.htm	Rurouni Kenshin: Origins	N/A	32445		8-Aug-16	2 hrs. 14 min.	FUNimation Films	Action Drama	Unrated	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=rush.htm	Rush	N/A	7241350		20-Dec-91	2 hrs. 0 min.	MGM	Crime Drama	R	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=rush2013.htm	Rush (2013)	$38 million	26947624		20-Sep-13	2 hrs. 3 min.	Universal	Action Drama	R	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=rushhour.htm	Rush Hour	$33 million	141186864		18-Sep-98	1 hrs. 37 min.	New Line	Action Comedy	PG-13	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=rushhour2.htm	Rush Hour 2	$90 million	226164286		3-Aug-01	1 hrs. 30 min.	New Line	Action Comedy	PG-13	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=rushhour3.htm	Rush Hour 3	$140 million	140125968		10-Aug-07	1 hrs. 30 min.	New Line	Action Comedy	PG-13	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=rushmore.htm	Rushmore	$9 million	17105219		11-Dec-98	1 hrs. 30 min.	Buena Vista	Comedy	R	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=russianark.htm	Russian Ark	N/A	2326979	3048997	13-Dec-02	1 hrs. 36 min.	Wellspring	Foreign	Unrated	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=russianark13.htm	Russian Ark (2013 re-release)	N/A	37984	3048997	6-Sep-13	N/A	Kino Lorber	Foreign	Unrated	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=russianarkca.htm	Russian Ark (Canada)	N/A	684034	3048997	22-Feb-03	N/A	Seville	Unknown	Unrated	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=russiandoll.htm	Russian Doll	N/A	127103		15-Jun-01	1 hrs. 30 min.	Lot 47	Unknown	R	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=russiandolls.htm	Russian Dolls	N/A	326095		10-May-06	2 hrs. 9 min.	IFC	Foreign	Unrated	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=russkies.htm	Russkies	N/A	2189047		6-Nov-87	1 hrs. 38 min.	New Century	Unknown	PG	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=rustandbone.htm	Rust and Bone	N/A	2062027		23-Nov-12	2 hrs. 0 min.	Sony Classics	Foreign	R	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=rustlersrhapsody.htm	Rustler's Rhapsody	N/A	6090497		10-May-85	1 hrs. 28 min.	Paramount	Western	PG	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=rustom.htm	Rustom	N/A	1087419		12-Aug-16	2 hrs. 30 min.	Zee TV	Romantic Thriller	Unrated	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=ruthlesspeople.htm	Ruthless People	N/A	71624879		27-Jun-86	1 hrs. 33 min.	Buena Vista	Comedy	R	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=spys.htm	S*P*Y*S	N/A			28-Jun-74	1 hrs. 27 min.	Fox	Action Comedy	PG	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=sfw.htm	S.F.W.	N/A	63513		20-Jan-95	1 hrs. 35 min.	Gramercy	Unknown	R	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=sob.htm	S.O.B.	N/A	14867086		1-Jul-81	2 hrs. 1 min.	Paramount	Comedy	R	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=swat.htm	S.W.A.T.	$80 million	116934650		8-Aug-03	1 hrs. 51 min.	Sony / Columbia	Action Thriller	PG-13	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=s21.htm	S21: The Khmer Rouge Killing Machine	N/A	22606		19-May-04	1 hrs. 41 min.	First Run	Unknown	Unrated	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=sbkthemovie.htm	SBK The-Movie	N/A	4950		3-Apr-15	1 hrs. 24 min.	Hanover Multimedia	Comedy	PG-13	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=slcpunk.htm	SLC Punk!	N/A	299569		16-Apr-99	1 hrs. 37 min.	Sony Classics	Unknown	R	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=spaanimated2019a.htm	SPA Animated Franchise (2019)	N/A			26-Jul-19	N/A	Sony / Columbia	Animation	Not Yet Rated	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=spaanimated2020a.htm	SPA Animated Franchise (2020)	N/A			3-Apr-20	N/A	Sony / Columbia	Animation	Not Yet Rated	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=spaanimated2019b.htm	SPA Animated Franchise II (2019)	N/A			25-Dec-19	N/A	Sony / Columbia	Animation	Not Yet Rated	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=spaanimated2020b.htm	SPA Animated Franchise II (2020)	N/A			25-Sep-20	N/A	Sony / Columbia	Animation	Not Yet Rated	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=sxtape.htm	SX_TAPE	N/A			16-May-14	1 hrs. 25 min.	Well Go USA	Horror	Unrated	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=saalakhadoos.htm	Saala Khadoos	N/A	76931		29-Jan-16	1 hrs. 50 min.	UTV Communications	Sports Drama	Unrated	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=saathiya.htm	Saathiya	N/A	317564		20-Dec-02	2 hrs. 18 min.	Yash Raj	Unknown	Unrated	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=saawariya.htm	Saawariya	N/A	885574		9-Nov-07	2 hrs. 22 min.	Sony / Columbia	Foreign	PG	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=sabata.htm	Sabata	N/A			2-Sep-70	1 hrs. 51 min.	United Artists	Western	Unrated	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=sabotage.htm	Sabotage	N/A			11-Jan-37	1 hrs. 16 min.	Gaumont British Picture Corporation	Thriller	Unrated	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=ten2014.htm	Sabotage (2014)	N/A	10508518		28-Mar-14	1 hrs. 49 min.	Open Road Films	Action Thriller	R	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=saboteur.htm	Saboteur	N/A			22-Apr-42	1 hrs. 49 min.	Universal	Thriller	Unrated	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=sabrina.htm	Sabrina	$58 million	53672080		15-Dec-95	2 hrs. 7 min.	Paramount	Romantic Comedy	PG	Nominated for Two Oscars.
http://www.boxofficemojo.com/movies/?id=saccoandvanzetti.htm	Sacco and Vanzetti	N/A	32203		26-Jan-07	1 hrs. 21 min.	First Run	Documentary	Unrated	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=sacredplanet.htm	Sacred Planet (IMAX)	N/A	1108356		22-Apr-04	0 hrs. 45 min.	Buena Vista	IMAX	G	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=sacredstage.htm	Sacred Stage	N/A	4410		7-Oct-05	1 hrs. 0 min.	First Run	Documentary	Unrated	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=sacrifice.htm	Sacrifice	N/A	29792		27-Jul-12	2 hrs. 2 min.	Samuel Goldwyn	Foreign	R	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=saddestmusicintheworld.htm	Saddest Music in the World	N/A	699225		30-Apr-04	1 hrs. 39 min.	IFC	Unknown	R	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=sade02.htm	Sade	N/A	100544		26-Apr-02	1 hrs. 40 min.	Empire	Foreign	Unrated	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=safe.htm	Safe	N/A	512245		23-Jun-95	1 hrs. 59 min.	Sony Classics	Unknown	R	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=safe2011.htm	Safe (2012)	N/A	17142080		27-Apr-12	1 hrs. 35 min.	Lionsgate	Action	R	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=safeconduct.htm	Safe Conduct	N/A	25440		9-Oct-02	2 hrs. 50 min.	Empire	Unknown	Unrated	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=safehaven.htm	Safe Haven	$28 million	71349120		14-Feb-13	1 hrs. 55 min.	Relativity	Romance	PG-13	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=safehouse.htm	Safe House	$85 million	126373434		10-Feb-12	1 hrs. 57 min.	Universal	Action Thriller	R	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=safemen.htm	Safe Men	"$1,000,000 "	45724		7-Aug-98	1 hrs. 28 min.	October	Crime Comedy	R	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=safepassage.htm	Safe Passage	N/A	1618282		25-Dec-94	1 hrs. 31 min.	New Line	Drama	PG-13	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=safeathome.htm	Safe at Home!	N/A			13-Apr-62	1 hrs. 24 min.	Columbia	Sports	Unrated	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=safetynotguaranteed.htm	Safety Not Guaranteed	N/A	4010957		8-Jun-12	1 hrs. 25 min.	FilmDistrict	Sci-Fi Comedy	R	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=sagrada.htm	Sagrada: The Mystery of Creation	N/A	58755		12-Sep-14	1 hrs. 29 min.	First Run	Documentary	Unrated	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=sahara.htm	Sahara	$130 million	68671925		8-Apr-05	2 hrs. 4 min.	Paramount	Adventure	PG-13	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=sahara84.htm	Sahara (1984)	$25 million	1402962		2-Mar-84	1 hrs. 51 min.	MGM	Period Adventure	PG	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=sahibbiwiaurgangster.htm	Saheb Biwi Aur Gangster	N/A	14231		30-Sep-11	2 hrs. 0 min.	UTV Communications	Foreign	Unrated	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=saigoneclipse.htm	Saigon Eclipse	N/A			TBD	1 hrs. 30 min.	Indican	Action Thriller	Not Yet Rated	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=saigonelectric.htm	Saigon Electric	N/A			7-Oct-11	1 hrs. 48 min.	Wave Releasing	Foreign	Unrated	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=sailoroftheking.htm	Sailor of the King	N/A			25-Jul-53	1 hrs. 23 min.	Fox	War	Unrated	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=saintjohnoflasvegas.htm	Saint John of Las Vegas	N/A	102645		29-Jan-10	1 hrs. 25 min.	IndieVest Pictures	Comedy / Drama	R	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=saintlaurent.htm	Saint Laurent	N/A	429477		8-May-15	2 hrs. 30 min.	Sony Classics	Foreign	R	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=saintmishbeavin.htm	Saint Misbehavin': The Wavy Gravy Movie	N/A	29893		3-Dec-10	1 hrs. 27 min.	Argot Pictures	Documentary	Unrated	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=saintralph.htm	Saint Ralph	N/A	489389		5-Aug-05	1 hrs. 38 min.	IDP	Sports Drama	PG-13	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=saintof911.htm	Saint of 9/11	N/A	7137		6-Sep-06	1 hrs. 30 min.	IFC	Documentary	Unrated	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=saintsandsinners.htm	Saints and Sinners	N/A	3826		18-Jun-04	1 hrs. 20 min.	Avatar	Documentary	Unrated	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=saintsandsoldiers.htm	Saints and Soldiers	"$780,000 "	1310470		6-Aug-04	1 hrs. 30 min.	Excel	War	PG-13	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=sal.htm	Sal	N/A	6883		1-Nov-13	1 hrs. 43 min.	Tribeca Film	Drama	Unrated	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=salaambombay.htm	Salaam Bombay!	N/A	2080046		7-Oct-88	1 hrs. 53 min.	Cinecom	Foreign	Unrated	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=saalamnamaste.htm	Salaam Namaste	N/A	1413283		9-Sep-05	2 hrs. 40 min.	Yash Raj	Foreign	Unrated	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=salaameishq.htm	Salaam-E-Ishq	N/A	1852050		25-Jan-07	3 hrs. 20 min.	Eros	Foreign	Unrated	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=salinger.htm	Salinger	N/A	583633		6-Sep-13	2 hrs. 0 min.	Weinstein Company	Documentary	PG-13	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=salmonfishing.htm	Salmon Fishing in the Yemen	N/A	9047981		9-Mar-12	1 hrs. 52 min.	CBS Films	Drama	PG-13	No Academy Awards Information
