index,key_bom,key_wiki,key_omdb,title,year,budget,gross,revenue,release_date,release_month,release_quarter,release_day_of_the_year,release_week_of_the_year,holiday_season,runtime,mpaa_rating,bom_awards,bom_awards_scr,actor_clean,director_clean,writer_clean,distributor_clean,composer_clean,cinematographer_clean,producer_clean,actor_score,director_score,writer_score,distributor_score,composer_score,cinematographer_score,producer_score
3732,b10554,w32436,o10689,rugrats in paris: the movie,2000,30000000.0,103291131.0,2.4430377,2000-11-17 00:00:00,11.0,4.0,322.0,46.0,1.0,,7.0,,0.0,['Susan Sarandon'],"['Stig Bergqvist', 'Paul Demeyer']","['J. David Stem', 'David N. Weiss']",['Paramount'],['Mark Mothersbaugh'],[''],"['Arlene Klasky', 'GaÌ\x81bor CsupoÌ\x81']",4.927140841221437,4.8860754,3.410869814909188,8.186987636001584,1.6777729858184598,0.0,5.138714306666667
3733,b10555,,,rules don't apply,,25000000.0,3652206.0,-0.85391176,,,,,,,,3.0,,0.0,"['Lily Collins', 'Alden Ehrenreich', 'Warren Beatty', 'Haley Bennett', 'Taissa Farmiga', 'Matthew Broderick', 'Martin Sheen', 'Alec Baldwin', 'Ed Harris', 'Annette Bening', 'Oliver Platt', 'Steve Coogan', 'Candice Bergen']",['Warren Beatty'],['Warren Beatty'],['Fox'],[''],['Ellis W. Carter'],[''],55.337938660852174,14.955344916770834,-0.85391176,5.646431275360688,0.0,5.670261366662787,0.0
3734,b10556,w32441,,rules of engagement ,2000,60000000.0,71732303.0,0.1955383833333333,2000-04-07 00:00:00,4.0,2.0,98.0,14.0,0.0,,4.0,,0.0,"['Tommy Lee Jones', 'Samuel L. Jackson', 'Guy Pearce', 'Ben Kingsley']",['William Friedkin'],['Stephen Gaghan'],['Paramount'],['Mark Isham'],"['William A. Fraker', 'Nicola Pecorini']",['Scott Rudin'],40.891487953631895,0.06629832543290042,6.902085441388889,8.186987636001584,4.559581344694173,5.507938479669299,5.027242429774497
3735,b10557,w32446,o22413,rumble fish,1983,10000000.0,2494480.0,-0.750552,1983-10-08 00:00:00,10.0,4.0,281.0,40.0,1.0,,4.0,,0.0,"['Matt Dillon', 'Mickey Rourke', 'Diane Lane', 'Nicolas Cage', 'Laurence Fishburne']",['Francis Ford Coppola'],[''],['Universal'],['Stewart Copeland'],['Stephen H. Burum'],"['Francis Ford Coppola', 'Doug Claybourne', 'Fred Roos']",27.556788822185325,3.3048202264957265,0.0,5.641032691138026,0.6139689387843426,6.154700019654037,10.212987019230768
3736,b10558,,,rumble in the bronx,,7500000.0,32392047.0,3.3189396,,,,,,,,4.0,,0.0,['Jackie Chan'],[''],[''],['New Line'],[''],['Ellis W. Carter'],[''],0.6553313192316017,0.0,0.0,3.260676036838829,0.0,5.670261366662787,0.0
3737,,w32452,,rumpelstiltskin (1995 film),,3000000.0,306494.0,-0.8978353333333333,,,,,,,,,,0.0,[''],[''],[''],[''],[''],[''],[''],0.0,0.0,0.0,0.0,0.0,0.0,0.0
3738,b10560,,,run,,16000000.0,4409328.0,-0.724417,,,,,,,,4.0,,0.0,[''],[''],[''],['Buena Vista'],[''],['Ellis W. Carter'],[''],0.0,0.0,0.0,3.754049241719004,0.0,5.670261366662787,0.0
3739,b10561,w32456,,run all night ,2015,50000000.0,71661644.0,0.43323288,2015-03-13 00:00:00,3.0,1.0,72.0,10.0,0.0,,4.0,,0.0,"['Common', 'Liam Neeson', 'Joel Kinnaman', 'Ed Harris', 'Vincent DOnofrio', 'Boyd Holbrook', 'Genesis Rodriguez']",[''],['Brad Ingelsby'],['Warner Bros.'],['Junkie XL'],['Martin Ruhe'],"['Roy Lee', 'Michael Tadross']",20.909460303889773,0.0,0.07254071272727275,5.157735405996123,0.016895127232704407,1.41411644,2.050889049555383
3740,b10562,,,run fat boy run,,10000000.0,33463522.0,2.3463522,,,,,,,,3.0,,0.0,"['Simon Pegg', 'Thandie Newton', 'Dylan Moran', 'Hank Azaria']",['David Schwimmer'],['Michael Ian Black'],['Picturehouse'],['Alex Wurman'],['Ellis W. Carter'],[''],27.47921146304558,0.6881781000000001,2.3463522,12.966240242686808,0.808242226938741,5.670261366662787,0.0
3741,b10569,w32479,o9779,runaway jury,2003,60000000.0,80154140.0,0.33590233333333336,2003-10-17 00:00:00,10.0,4.0,290.0,41.0,1.0,,3.0,,0.0,"['John Cusack', 'Gene Hackman', 'Dustin Hoffman', 'Rachel Weisz', 'Bruce Davison', 'Bruce McGill', 'Jeremy Piven', 'Cliff Curtis']",['Gary Fleder'],"['Brian Koppelman', 'David Levien']",['Fox'],['Christopher Young'],['Robert Elswit'],['Arnon Milchan'],31.694468058189255,0.12098790693939396,0.5590327647363291,5.646431275360688,5.250281898676574,8.291146336573693,6.531154352219583
3742,b10571,w32480,,runaway train ,1985,9000000.0,7700000.0,-0.14444444444444446,1985-12-06 00:00:00,12.0,4.0,340.0,48.0,0.0,,4.0,Nominated for Three Oscars.,3.0,['Jon Voight'],[''],[''],['Cannon Films'],['Trevor Jones'],['Alan Hume'],"['Menahem Golan', 'Yoram Globus']",3.993844825760618,0.0,0.0,3.0033779302371233,7.561753018747277,2.637436200854701,9.70575885633879
3743,b10572,w32484,o1188,runner runner,2013,30000000.0,62675095.0,1.0891698333333333,2013-10-04 00:00:00,10.0,4.0,277.0,39.0,0.0,,4.0,,0.0,"['Justin Timberlake', 'Gemma Arterton', 'Ben Affleck', 'Anthony Mackie']",['Brad Furman'],"['Brian Koppelman', 'David Levien']",['Fox'],['Christophe Beck'],['Mauro Fiore'],"['Leonardo DiCaprio', 'Brian Koppelman', 'Arnon Milchan', 'Michael Shamberg', 'Stacey Sher']",23.82238951272363,0.9821999166666666,0.5590327647363291,5.646431275360688,1.1720251386306744,7.868436777777777,17.221681453918826
3744,b10574,w32490,o22414,running brave,4-Nov,8000000.0,3000000.0,-0.625,1983-11-04 00:00:00,11.0,4.0,308.0,44.0,1.0,,2.0,,0.0,"['Robby Benson', 'Pat Hingle', 'Claudia Cron', 'Jeff McCracken']",['Donald Shebib'],[''],['Buena Vista'],['Mike Post'],[''],[''],-0.2252592592592586,-0.625,0.0,3.754049241719004,3.1126334384858043,0.0,0.0
3745,b10580,w32496,,running on empty (1988 film),1988,3000000.0,2835116.0,-0.05496133333333333,1988-09-09 00:00:00,9.0,3.0,253.0,36.0,1.0,,3.0,Nominated for Two Oscars.,2.0,[''],['Sidney Lumet'],[''],['Warner Bros.'],['Tony Mottola'],['Gerry Fisher'],"['Griffin Dunne', 'Amy Robinson']",0.0,3.7234117404574594,0.0,5.157735405996123,1.9450386666666666,2.1074762278731587,3.679462384882479
3746,b10578,w32501,,running scared (2006 film),2006,15000000.0,9380029.0,-0.3746647333333333,2006-02-24 00:00:00,2.0,1.0,55.0,8.0,1.0,,4.0,,0.0,"['Paul Walker', 'Vera Farmiga']",['Wayne Kramer'],['Wayne Kramer'],['New Line'],['Mark Isham'],['James Whitaker'],['Andrew Pfeffer'],5.257798549857661,1.6207661333333334,1.3410045827160493,3.260676036838829,4.559581344694173,3.0970762427350427,-0.3746647333333333
3747,,w32515,,rush (1991 film),,17000000.0,7200000.0,-0.5764705882352941,,,,,,,,,,0.0,[''],[''],[''],[''],[''],[''],[''],0.0,0.0,0.0,0.0,0.0,0.0,0.0
3748,b10586,w32514,,rush (2013 film),2013,38000000.0,90247624.0,1.3749374736842106,2013-09-20 00:00:00,9.0,3.0,263.0,37.0,0.0,,4.0,,0.0,"['Chris Hemsworth', 'Olivia Wilde']",['Ron Howard'],['Peter Morgan'],['Universal'],['Hans Zimmer'],['Anthony Dod Mantle'],"['Eric Fellner', 'Brian Grazer', 'Ron Howard']",11.997092690470334,6.977497840665294,6.171385149022557,5.641032691138026,6.388359576478399,8.68547176494883,14.907694888297875
3749,b10590,w32523,,rushmore ,1998,9000000.0,17105219.0,0.9005798888888888,1998-12-11 00:00:00,12.0,4.0,345.0,49.0,0.0,,4.0,,0.0,"['Jason Schwartzman', 'Bill Murray', 'Brian Cox', 'Luke Wilson', 'Owen Wilson']",['Wes Anderson'],['Wes Anderson'],['Buena Vista'],['Mark Mothersbaugh'],['Robert Yeoman'],"['Wes Anderson', 'Barry Mendel']",17.26666117276346,2.2903873214399093,2.2903873214399093,3.754049241719004,1.6777729858184598,2.1979670927182537,5.177298175435374
3750,,w32537,o21402,rustlers' rhapsody,10-May,15000000.0,6090497.0,-0.5939668666666666,1985-05-10 00:00:00,5.0,2.0,130.0,18.0,0.0,,2.0,,0.0,[''],[''],[''],[''],[''],[''],[''],0.0,0.0,0.0,0.0,0.0,0.0,0.0
3751,b10600,w32548,o8441,ruthless people,1986,9000000.0,71600000.0,6.955555555555558,1986-06-27 00:00:00,6.0,2.0,178.0,25.0,1.0,,4.0,,0.0,"['Danny DeVito', 'Bette Midler']","['Jim Abrahams', 'David Zucker', 'Jerry Zucker']",[''],['Buena Vista'],['Michel Colombier'],['Jan de Bont'],['Michael Peyser'],13.36631169412419,9.27588540146538,0.0,3.754049241719004,1.719833155497576,1.8370137721960582,3.4444427977777794
3752,b10040,w32549,,rv ,2006,50000000.0,87528173.0,0.75056346,2006-04-28 00:00:00,4.0,2.0,118.0,17.0,0.0,,2.0,,0.0,"['Robin Williams', 'Jeff Daniels', 'Josh Hutcherson']",['Barry Sonnenfeld'],[''],['Sony / Columbia'],['James Newton Howard'],['Fred Murphy'],"['Bobby Cohen', 'Douglas Wick']",14.047401637106251,0.5419465941666666,0.0,3.5466651852676847,4.268476192635189,2.878157659485644,17.38160733997166
3753,,w32551,,s. darko,,4000000.0,4900000.0,0.225,,,,,,,,,,0.0,[''],[''],[''],[''],[''],[''],[''],0.0,0.0,0.0,0.0,0.0,0.0,0.0
3754,,w32560,,saadia ,,1022000.0,1352000.0,0.32289628180039137,,,,,,,,,,0.0,[''],[''],[''],[''],[''],[''],[''],0.0,0.0,0.0,0.0,0.0,0.0,0.0
3755,b10620,,,sabrina,,58000000.0,53672080.0,-0.07461931034482759,,,,,,,,2.0,Nominated for Two Oscars.,2.0,"['Harrison Ford', 'Julia Ormond', 'Greg Kinnear', 'Paul Giamatti']",['Sydney Pollack'],[''],['Paramount'],['John Williams'],['Ellis W. Carter'],"['Sydney Pollack', 'Scott Rudin']",16.988248415684804,3.8119773763848013,0.0,8.186987636001584,4.285165223425702,5.670261366662787,9.325241648148712
3756,,w32567,,sabrina (1954 film),,2238813.0,4000000.0,0.7866610565509491,,,,,,,,,,0.0,[''],[''],[''],[''],[''],[''],[''],0.0,0.0,0.0,0.0,0.0,0.0,0.0
3757,,w32568,,sabrina (1995 film),,50000000.0,53458319.0,0.06916638,,,,,,,,,,0.0,[''],[''],[''],[''],[''],[''],[''],0.0,0.0,0.0,0.0,0.0,0.0,0.0
3758,,w32596,o649,saddle the wind,1958,1479000.0,1075000.0,-0.27315753887762,2058-04-17 00:00:00,4.0,2.0,107.0,15.0,0.0,,,,0.0,[''],[''],[''],[''],[''],[''],[''],0.0,0.0,0.0,0.0,0.0,0.0,0.0
3759,,w32600,o5808,sadie mckee,1934,612000.0,1302000.0,1.1274509803921569,2034-05-09 00:00:00,5.0,2.0,129.0,19.0,0.0,,,,0.0,[''],[''],[''],[''],[''],[''],[''],0.0,0.0,0.0,0.0,0.0,0.0,0.0
3760,b10630,,,safe haven,,28000000.0,97594140.0,2.485505,2013-02-14 00:00:00,2.0,1.0,45.0,6.0,1.0,,3.0,,0.0,"['Julianne Hough', 'Josh Duhamel', 'Cobie Smulders', 'David Lyons', 'Cobie Smulders']",['Lasse Hallstrom'],"['Leslie Bohem', 'Dana Stevens']",['Relativity'],['Deborah Lurie'],['Ellis W. Carter'],"['Marty Bowen', 'Wyck Godfrey', 'Ryan Kavanaugh', 'Tucker Tooley']",9.195164440310387,18.242235668857433,3.0613490652777777,2.9345131214916726,1.1216971192564578,5.670261366662787,9.52553856023347
3761,b10632,w32613,o13607,safe men,7-Aug,1000000.0,45724.0,-0.954276,1998-08-07 00:00:00,8.0,3.0,219.0,31.0,0.0,,4.0,,0.0,"['Sam Rockwell', 'Steve Zahn', 'Michael Lerner', 'Paul Giamatti', 'Mark Ruffalo']",['John Hamburg'],[''],['October'],['Theodore Shapiro'],['Michael Barrett'],['Ellen Bronfman'],18.94304050126768,0.8131567543859649,0.0,3.472284731313131,1.6865753026462833,0.9483544159781201,-0.954276
3762,,w32621,o13375,safety last!,1923,121000.0,1500000.0,11.396694214876034,2023-04-01 00:00:00,4.0,2.0,91.0,13.0,0.0,,6.0,,0.0,[''],[''],[''],[''],[''],[''],[''],0.0,0.0,0.0,0.0,0.0,0.0,0.0
3763,b10635,w32622,o3492,safety not guaranteed,2012,750000.0,4400000.0,4.866666666666666,2012-06-08 00:00:00,6.0,2.0,160.0,23.0,0.0,,4.0,,0.0,"['Aubrey Plaza', 'Mark Duplass', 'Jake Johnson', 'Jeff Garlin', 'Kristen Bell']",['Colin Trevorrow'],['Derek Connolly'],['FilmDistrict'],['Ryan Miller'],['Benjamin Kasulke'],"['Derek Connolly', 'Jay Duplass', 'Mark Duplass', 'Colin Trevorrow']",13.372919154152669,4.866666666666666,4.866666666666666,1.646825884047064,4.866666666666666,1.9374865833333332,20.567094416666666
3764,,w32635,,sahara (1983 film),,25000000.0,1402962.0,-0.94388152,,,,,,,,,,0.0,[''],[''],[''],[''],[''],[''],[''],0.0,0.0,0.0,0.0,0.0,0.0,0.0
3765,b10638,,,sahara (1984),,25000000.0,1402962.0,-0.94388152,,,,,,,,2.0,,0.0,[''],[''],[''],['MGM'],['Ennio Morricone'],['Ellis W. Carter'],[''],0.0,0.0,0.0,7.299907034110385,9.87710470269125,5.670261366662787,0.0
3766,b10643,w32661,o18837,saint john of las vegas,2009,2000000.0,102647.0,-0.9486764999999999,2010-01-29 00:00:00,1.0,1.0,29.0,4.0,0.0,,4.0,,0.0,"['Steve Buscemi', 'Sarah Silverman']",['Hue Rhodes'],[''],['IndieVest Pictures'],['David Torn'],['Giles Nuttgens'],"['Mark Burton', 'Matt Wall', 'Spike Lee', 'Steve Buscemi', 'Stanley Tucci']",10.349111612698414,-0.9486764999999999,0.0,-0.9486764999999999,2.0170271527777777,4.149532104153077,-0.45426536806645723
3767,b10649,,,saints and soldiers,,780000.0,1310470.0,0.6800897435897436,,,,,,,,3.0,,0.0,[''],[''],[''],['Excel'],[''],['Ellis W. Carter'],[''],0.0,0.0,0.0,0.19692977601624348,0.0,5.670261366662787,0.0
3768,,w32708,,salsa (1988 film),,6000000.0,8892589.0,0.4820981666666666,,,,,,,,,,0.0,[''],[''],[''],[''],[''],[''],[''],0.0,0.0,0.0,0.0,0.0,0.0,0.0
3769,b10661,w32720,,salvador ,1986,4500000.0,1500000.0,-0.6666666666666666,1986-03-05 00:00:00,3.0,1.0,64.0,9.0,0.0,,4.0,Nominated for Two Oscars.,2.0,[''],['Oliver Stone'],[''],['Hemdale'],['Georges Delerue'],['Robert Richardson'],"['Oliver Stone', 'Gerald Green']",0.0,2.9846932645363577,0.0,1.2646741944444444,2.7927545073260074,1.7633233989369594,2.79
3770,b10664,w32724,o2647,salvation boulevard,2011,5500000.0,28468.0,-0.9948239999999999,2011-07-15 00:00:00,7.0,3.0,196.0,28.0,0.0,,4.0,,0.0,"['Ciaran Hinds', 'Pierce Brosnan', 'Jennifer Connelly', 'Ed Harris', 'Greg Kinnear', 'Marisa Tomei']",['George Ratliff'],[''],['IFC'],['George S. Clinton'],['Tim Orr'],"['Mark Victor', 'Peter Fruchtman', 'Celine Rattray', 'Cathy Schulman']",34.353101577084416,-0.9948239999999999,0.0,11.299063028656786,0.5416063777736165,-0.05015256025576272,14.003643473664582
3771,,w32747,,samsara (2011 film),,4000000.0,3201599.0,-0.19960025,,,,,,,,,,0.0,[''],[''],[''],[''],[''],[''],[''],0.0,0.0,0.0,0.0,0.0,0.0,0.0
3772,,w32751,,samson and delilah (1949 film),,3097563.0,25600000.0,7.264561527884986,,,,,,,,,,0.0,[''],[''],[''],[''],[''],[''],[''],0.0,0.0,0.0,0.0,0.0,0.0,0.0
3773,,w32768,,san francisco (1936 film),,1300000.0,2868000.0,1.206153846153846,,,,,,,,,,0.0,[''],[''],[''],[''],[''],[''],[''],0.0,0.0,0.0,0.0,0.0,0.0,0.0
3774,b10674,,,sanctum,,30000000.0,108609310.0,2.6203103333333333,,,,,,,,4.0,,0.0,"['Ioan Gruffudd', 'Richard Roxburgh', 'Rhys Wakefield']",['Alister Grierson'],[''],['Universal'],['David Hirschfelder'],['Ellis W. Carter'],"['James Cameron', 'Ryan Kavanaugh']",4.636572523248672,2.6203103333333333,0.0,5.641032691138026,13.135147625,5.670261366662787,3.832932766766187
3775,b10682,,,santa claus: the movie,,50000000.0,23717291.0,-0.52565418,1985-11-27 00:00:00,11.0,4.0,331.0,47.0,1.0,,2.0,,0.0,[''],[''],[''],['TriStar'],[''],['Ellis W. Carter'],[''],0.0,0.0,0.0,6.875223990997539,0.0,5.670261366662787,0.0
3776,,w32853,,saratoga ,,1100000.0,3300000.0,2.0,,,,,,,,,,0.0,[''],[''],[''],[''],[''],[''],[''],0.0,0.0,0.0,0.0,0.0,0.0,0.0
3777,,w32854,o10340,saratoga trunk,1945,1750000.0,4250000.0,1.4285714285714286,2046-03-30 00:00:00,3.0,1.0,89.0,12.0,0.0,,,,0.0,[''],[''],[''],[''],[''],[''],[''],0.0,0.0,0.0,0.0,0.0,0.0,0.0
3778,b10707,w32880,,satisfaction ,1988,13000000.0,8253123.0,-0.3651443846153846,1988-02-12 00:00:00,2.0,1.0,43.0,6.0,1.0,,3.0,,0.0,"['Liam Neeson', 'Julia Roberts']",[''],[''],['Fox'],['Michel Colombier'],['Thomas Del Ruth'],"['Aaron Spelling', 'Alan Greisman']",4.455773511000128,0.0,0.0,5.646431275360688,1.719833155497576,2.165469393060643,2.763768633736264
3779,b10717,w32924,,savages (2012 film),2012,45000000.0,82966152.0,0.8436922666666666,2012-07-06 00:00:00,7.0,3.0,188.0,27.0,1.0,,4.0,,0.0,"['Taylor Kitsch', 'Aaron Johnson', 'Blake Lively', 'Benicio Del Toro', 'Salma Hayek', 'John Travolta', 'Demian Bichir', 'Uma Thurman', 'Emile Hirsch', 'Joel David Moore']",['Oliver Stone'],"['Shane Salerno', 'Oliver Stone', 'Don Winslow']",['Universal'],['Adam Peters'],['Dan Mindel'],"['Moritz Borman', 'Eric Copeloff']",52.82188083664846,2.9846932645363577,2.774409992753623,5.641032691138026,0.8436922666666666,0.49119111212121214,1.0091233833333333
3780,,w32932,o4478,save the tiger,1973,1000000.0,2300000.0,1.3,1973-02-14 00:00:00,2.0,1.0,45.0,6.0,1.0,,4.0,,0.0,[''],[''],[''],[''],[''],[''],[''],0.0,0.0,0.0,0.0,0.0,0.0,0.0
3781,b10724,w32939,o22106,saved!,2004,5000000.0,10156933.0,1.0313866,2004-05-28 00:00:00,5.0,2.0,149.0,21.0,1.0,,3.0,,0.0,"['Jena Malone', 'Macaulay Culkin', 'Mandy Moore', 'Patrick Fugit', 'Martin Donovan']",['Brian Dannelly'],[''],['United Artists'],['Christophe Beck'],['Bobby Bukowski'],"['Michael Ohoven', 'Sandy Stern', 'Michael Stipe', 'William Vince']",13.106972350698731,1.0313866,0.0,6.383899716130866,1.1720251386306744,-0.4582239488550192,7.738457933333333
3782,,w32941,o10087,saving christmas,2014,500000.0,2800000.0,4.6,2014-11-14 00:00:00,11.0,4.0,318.0,45.0,1.0,,2.0,,0.0,[''],[''],[''],[''],[''],[''],[''],0.0,0.0,0.0,0.0,0.0,0.0,0.0
3783,b10727,,,saving grace,,10000000.0,26330482.0,1.6330482,,,,,,,,4.0,,0.0,[''],[''],[''],['Fine Line'],[''],['John de Borman'],[''],0.0,0.0,0.0,2.0579740758880005,0.0,2.071790180600275,0.0
3784,b10729,w32948,o1192,saving mr. banks,2013,35000000.0,117867984.0,2.3676566857142856,2013-12-13 00:00:00,12.0,4.0,347.0,49.0,0.0,,3.0,Nominated for One Oscar.,1.0,"['Emma Thompson', 'Tom Hanks', 'Colin Farrell', 'Ruth Wilson', 'Paul Giamatti', 'Bradley Whitford', 'Jason Schwartzman', 'Rachel Griffiths']",['John Lee Hancock'],"['Kelly Marcel', 'Sue Smith']",['Buena Vista'],['Thomas Newman'],['John Schwartzman'],"['Alison Owen', 'Ian Collie', 'Philip Steuer']",31.815768832976293,3.517772365584415,6.735313371428571,3.754049241719004,3.9639227372249297,2.020670448120301,9.529339799999999
3785,b10734,w32954,o20093,saving silverman,2001,22000000.0,26086706.0,0.18575936363636364,2001-02-09 00:00:00,2.0,1.0,40.0,5.0,0.0,,3.0,,0.0,"['Jason Biggs', 'Amanda Peet', 'Jack Black', 'Steve Zahn']",['Dennis Dugan'],[''],['Sony / Columbia'],['Mike Simpson'],['Arthur Albert'],"['Bernie Goldmann', 'Neal H. Moritz']",19.553716791203296,2.111584074242424,0.0,3.5466651852676847,-0.2610980216450216,4.537266469012987,2.631237919603043
3786,b10735,,,savior,,10000000.0,14328.0,-0.9985671999999999,1998-11-20 00:00:00,11.0,4.0,324.0,46.0,1.0,,4.0,,0.0,"['Dennis Quaid', 'Stellan Skarsgard']",[''],[''],['Lions Gate'],[''],['Ellis W. Carter'],[''],11.128413106155573,0.0,0.0,9.67951009542991,0.0,5.670261366662787,0.0
3787,b10742,w32962,o16712,saw v,2008,10800000.0,113864059.0,9.542968425925926,2008-10-24 00:00:00,10.0,4.0,298.0,42.0,0.0,,4.0,,0.0,"['Tobin Bell', 'Scott Patterson']",['David Hackl'],"['Marcus Dunstan', 'Patrick Melton']",['Lionsgate'],['Charlie Clouser'],['David Armstrong'],"['James Wan', 'Leigh Whannell']",16.91598122979798,9.542968425925926,7.668012803872054,5.418867988958118,2.919379191548822,7.373012803872054,15.721150973120091
3788,b10743,w32963,o18839,saw vi,2009,11000000.0,68233629.0,5.203057181818182,2009-10-23 00:00:00,10.0,4.0,296.0,42.0,0.0,,4.0,,0.0,"['Tobin Bell', 'Costas Mandylor', 'Mark Rolston', 'Betsy Russell']",['Kevin Greutert'],"['Marcus Dunstan', 'Patrick Melton']",['Lionsgate'],['Charlie Clouser'],['David Armstrong'],"['James Wan', 'Leigh Whannell']",22.982184349326598,5.203057181818182,7.668012803872054,5.418867988958118,2.919379191548822,7.373012803872054,15.721150973120091
3789,b10745,w32972,o15922,say anything...,1989,16000000.0,21500000.0,0.34375,1989-04-14 00:00:00,4.0,2.0,104.0,15.0,0.0,,3.0,,0.0,['John Cusack'],['Cameron Crowe'],['Cameron Crowe'],['Fox'],"['Anne Dudley', 'Richard Gibbs']",['LaÌ\x81szloÌ\x81 KovaÌ\x81cs'],['Polly Platt'],6.553369890109061,8.999817254166667,8.999817254166667,5.646431275360688,0.7996293994578098,3.5414332847883596,-0.252414375
3790,b10746,w32977,,say it isn't so ,2001,25000000.0,12320393.0,-0.50718428,2001-03-23 00:00:00,3.0,1.0,82.0,11.0,0.0,,4.0,,0.0,"['Chris Klein', 'Heather Graham', 'Sally Field']",[''],[''],['Fox'],['Mason Daring'],['Mark Irwin'],['Bradley Thomas'],17.144164049122242,0.0,0.0,5.646431275360688,1.5950729617967112,0.4898685917001234,0.28465637471380467
3791,,w32993,o14015,scandal at scourie,1953,1148000.0,1625000.0,0.4155052264808362,2053-05-17 00:00:00,5.0,2.0,137.0,19.0,0.0,,,,0.0,[''],[''],[''],[''],[''],[''],[''],0.0,0.0,0.0,0.0,0.0,0.0,0.0
3792,,w33006,,scaramouche (1952 film),,3005000.0,6746000.0,1.2449251247920132,,,,,,,,,,0.0,[''],[''],[''],[''],[''],[''],[''],0.0,0.0,0.0,0.0,0.0,0.0,0.0
3793,b10753,w33021,,scarface (1983 film),1983,25000000.0,65900000.00000001,1.6360000000000003,1983-12-09 00:00:00,12.0,4.0,343.0,49.0,0.0,,4.0,,0.0,"['Al Pacino', 'Michelle Pfeiffer']",['Brian De Palma'],[''],['Universal'],['Giorgio Moroder'],['John A. Alonzo'],['Martin Bregman'],8.285874010245209,5.857843080379482,0.0,5.641032691138026,19.736064580566534,9.075273384646971,1.6272192828632477
3794,,w33047,o10341,scarlet street,1945,1202007.0,2948386.0,1.4528858816961965,2045-12-28 00:00:00,12.0,4.0,362.0,52.0,0.0,,,,0.0,[''],[''],[''],[''],[''],[''],[''],0.0,0.0,0.0,0.0,0.0,0.0,0.0
3795,b10760,,,scary movie 5,,20000000.0,78378744.0,2.9189372000000002,,,,,,,,3.0,,0.0,"['Ashley Tisdale', 'Lindsay Lohan', 'Charlie Sheen']",['Malcolm D. Lee'],"['Pat Proft', 'David Zucker']",['Weinstein / Dimension'],[''],['Ellis W. Carter'],['David Zucker'],7.6536540432975375,1.470558081404645,7.479525244057972,1.6435226829545466,0.0,5.670261366662787,2.5144146795133437
3796,,w33069,,scene of the crime (1949 film),,761000.0,1391000.0,0.8278580814717477,,,,,,,,,,0.0,[''],[''],[''],[''],[''],[''],[''],0.0,0.0,0.0,0.0,0.0,0.0,0.0
3797,b10763,w33072,o13818,scenes from a mall,1991,3000000.0,9563393.0,2.1877976666666665,1991-02-22 00:00:00,2.0,1.0,53.0,7.0,1.0,,4.0,,0.0,"['Woody Allen', 'Bette Midler']",['Paul Mazursky'],[''],['Buena Vista'],['Marc Shaiman'],['Fred Murphy'],['Paul Mazursky'],11.509958967863138,5.933854743724175,0.0,3.754049241719004,1.4245991666347417,2.878157659485644,1.53163254496337
3798,b10769,w33090,o5178,schizopolis,1996,250000.0,10580.0,-0.95768,1997-04-09 00:00:00,4.0,2.0,99.0,14.0,0.0,,6.0,,0.0,['Miles Hardy'],['Steven Soderbergh'],[''],['Northern Arts'],"['Cliff Martinez', 'Steven Soderbergh']",['Steven Soderbergh'],"['John Hardy', 'John Re']",-0.95768,2.9219035764939467,0.0,-0.95768,1.8104176656882962,-0.95768,-1.8092628743589743
3799,b10770,w33095,o11793,school daze,12-Feb,6500000.0,14545844.0,1.2378221538461538,1988-02-12 00:00:00,2.0,1.0,43.0,6.0,1.0,,4.0,,0.0,"['Laurence Fishburne', 'Samuel L. Jackson']",['Spike Lee'],[''],['Columbia'],['Bill Lee'],['Ernest Dickerson'],['Spike Lee'],7.982498426776589,2.777995836833603,0.0,7.565452958038794,4.356616273504274,4.903365221245421,3.3404406319335425
3800,b10772,w33097,,school for scoundrels (2006 film),2006,35000000.0,23947685.0,-0.3157804285714286,2006-09-29 00:00:00,9.0,3.0,272.0,39.0,0.0,,3.0,,0.0,"['Billy Bob Thornton', 'Jon Heder', 'Jacinda Barrett', 'Luis Guzman', 'Michael Clarke Duncan', 'Dan Fogler', 'Ben Stiller', 'Aziz Ansari']",['Todd Phillips'],['Scot Armstrong'],['MGM (Weinstein)'],['Christophe Beck'],['Jonathan Brown'],"['Scott Budnick', 'Craig Mazin', 'Todd Phillips']",9.153838956129727,1.1557628898809522,0.7031443750721499,7.509817803777159,1.1720251386306744,1.7646828754688446,-0.17600846388888897
3801,b10785,,,scott pilgrim vs. the world,,60000000.0,47664559.0,-0.20559068333333333,2010-08-13 00:00:00,8.0,3.0,225.0,32.0,0.0,,3.0,,0.0,"['Michael Cera', 'Mary Elizabeth Winstead', 'Kieran Culkin', 'Chris Evans', 'Brandon Routh', 'Jason Schwartzman', 'Anna Kendrick', 'Aubrey Plaza', 'Alison Pill', 'Ellen Wong']",['Edgar Wright'],"['Michael Bacall', 'Edgar Wright']",['Universal'],[''],['Ellis W. Carter'],"['J. Miles Dale', 'Marc Platt']",11.191449268119323,0.5494368333333333,0.34384614999999996,5.641032691138026,0.0,5.670261366662787,2.1089893589384827
