index,key_bom,key_wiki,key_omdb,title,year,budget,gross,revenue,release_date,release_month,release_quarter,release_day_of_the_year,release_week_of_the_year,holiday_season,runtime,mpaa_rating,wiki_editing,wiki_studio,actor,director,writer,distributor,composer,cinematographer,producer
1499,b3743,w10748,,donnie brasco ,1997,35000000.0,124900000.0,2.5685714285714285,1997-02-28 00:00:00,2.0,1.0,59.0,8.0,0.0,126.0,4.0,[Jon Gregory],,"""['Al Pacino', 'Johnny Depp', 'Paul Giamatti*']""",['Mike Newell'],,Sony / Columbia,['Patrick Doyle'],['Peter Sova'],"""['Mark Johnson', 'Barry Levinson']"""
1500,b3744,w10749,o20000,donnie darko,2001,4500000.0,7300000.0,0.6222222222222222,2001-10-26 00:00:00,10.0,4.0,299.0,42.0,0.0,113.0,4.0,"""[Sam Bauer, Eric Strand]""",[Flower Films],"""['Jake Gyllenhaal', 'Jena Malone', 'Drew Barrymore', 'Mary McDonnell', 'Katharine Ross', 'Patrick Swayze', 'Noah Wyle', 'Maggie Gyllenhaal', 'Seth Rogen*']""",['Richard Kelly'],['Richard Kelly'],Newmarket,[Michael Andrews],[Steven B. Poster],"""['Casey La Scalla*', 'Hunt Lowry*', 'Aaron Ryder']"""
1501,b3745,w10750,,donnie darko: the director's cut,2004,290000.0,1.3,-0.9999955172413794,2004-06-02 00:00:00,6.0,2.0,154.0,22.0,1.0,134.0,4.0,"""[Sam Bauer, Eric Strand]""",[Flower Films],,['Richard Kelly'],['Richard Kelly'],Newmarket,[Michael Andrews],[Steven B. Poster],
1502,b3746,w10753,o7349,donovan's reef,1963,2686000.0,6600000.0,1.4571854058078928,2063-06-12 00:00:00,6.0,2.0,163.0,23.0,0.0,109.0,6.0,[Otho Lovering],,"""['John Wayne', 'Lee Marvin', 'Elizabeth Allen', 'Jack Warden', 'Cesar Romero', 'Dick Foran', 'Dorothy Lamour', 'Marcel Dalio', 'Mike Mazurki']""",['John Ford'],"""['James Edward Grant', 'Frank Nugent', 'Edmund Beloin ']""",Paramount,['Cyril Mockridge'],['William Clothier'],['John Ford']
1503,b3748,w10755,,doom ,2005,60000000.0,56000000.0,-0.06666666666666668,2005-10-21 00:00:00,10.0,4.0,294.0,42.0,0.0,105.0,4.0,[Derek Brechin],"""[John Wells Productions, Di Bonaventura Pictures]""","""['Dwayne Johnson', 'Karl Urban', 'Rosamund Pike']""",['Andrzej Bartkowiak'],,Universal,['Clint Mansell'],[Tony Pierce-Roberts],"""['Lorenzo di Bonaventura', 'John Wells']"""
1504,,w10775,,dope (2015 film),,7000000.0,18000000.0,1.5714285714285714,,,,,,,,,[Lee Haugen],,,,,,,,
1505,b3754,w10782,o22006,dorian blues,2004,185000.0,72234.0,-0.6095459459459459,2005-09-23 00:00:00,9.0,3.0,266.0,38.0,0.0,88.0,6.0,[Ann Marie Lizzi],[DayDreamer Films],Michael McMillian|Lea Coco|Steve Fletcher|Mo Quigley,Tennyson Bardwell,,TLA Releasing,[Will Severin],[Taylor Morrison],"""[Tennyson Bardwell, Mary-Beth Taylor, Portia Kamons, Frank D'Andrea]"""
1506,,w10787,,dorothy vernon of haddon hall ,,750000.0,900000.0,0.2,,,,,,,,,,[Mary Pickford Productions],,,,,,,
1507,b3760,w10810,,double dragon ,1994,7800000.0,2300000.0,-0.7051282051282052,1994-11-04 00:00:00,11.0,4.0,308.0,44.0,1.0,95.0,3.0,[Florent Retz],[Imperial Entertainment Group],,['James Yukich'],,Gramercy,"""[Jay Ferguson, Tolga Katas]""",[Gary B. Kibbe],['Don Murphy']
1508,,w10815,o61,double harness,1933,329000.0,493000.0,0.4984802431610942,2033-07-21 00:00:00,7.0,3.0,202.0,29.0,0.0,,,"""[George Nicholls, Jr.]""",,,,,,,,
1509,b3763,w10819,,double indemnity ,1944,980000.0,5000000.0,4.1020408163265305,2044-09-06 00:00:00,9.0,3.0,250.0,36.0,0.0,107.0,6.0,[Doane Harrison],[Paramount Pictures],"""['Fred MacMurray', 'Barbara Stanwyck', 'Edward G. Robinson', 'Porter Hall', 'Jean Heather', 'Tom Powers', 'Byron Barr', 'Richard Gaines', 'Fortunio Bonanova', 'John Philliber']""",['Billy Wilder'],"""['Billy Wilder', 'Raymond Chandler']""",Paramount,['Miklos Rozsa'],['John Seitz'],['Joseph Sistrom']
1510,b3764,w10822,,double jeopardy (1999 film),1999,70000000.0,177841558.0,1.5405936857142857,1999-09-24 00:00:00,9.0,3.0,267.0,38.0,0.0,,4.0,[Mark Warner],,"""['Ashley Judd', 'Tommy Lee Jones']""",,,Paramount,[Normand Corbeil],[Peter James],[Leonard Goldberg]
1511,,w10833,,double take (2001 film),,24000000.0,31600000.0,0.31666666666666665,,,,,,,,,[Malcolm Campbell],[Touchstone Pictures],,,,,,,
1512,b3767,w10834,,double team ,1997,30000000.0,11438337.0,-0.6187220999999999,1997-04-04 00:00:00,4.0,2.0,94.0,13.0,0.0,93.0,4.0,[Bill Pankow],"""[Mandalay Entertainment, Film Workshop]""","""['Dennis Rodman', 'Mickey Rourke']""",['Hark Tsui'],,Sony / Columbia,[Gary Chang],[Peter Pau],"""[Moshe Diamant, David Rodgers]"""
1513,,w10847,,doubt (2008 film),,20000000.0,50900000.0,1.545,,,,,,,,,[Dylan Tichenor],[Scott Rudin Productions],,,,,,,
1514,b3771,w10851,o2057,doug's 1st movie,1999,5000000.0,19400000.0,2.88,1999-03-26 00:00:00,3.0,1.0,85.0,12.0,0.0,77.0,7.0,"""[Alysha Cohen, Christopher Gee]""","""[Walt Disney Pictures, Jumbo Pictures, Walt Disney Television Animation]""",Thomas McHugh|Fred Newman|Chris Phillips|Constance Shulman,Maurice Joyce,,Buena Vista,[Mark Watters],,"""[David Campbell, Melanie Grisanti, Jim Jinkins, Bruce Knapp, Jack Spillum]"""
1515,b3777,w10869,o8377,down and out in beverly hills,1986,14000000.0,62134225.0,3.4381589285714287,1986-01-31 00:00:00,1.0,1.0,31.0,4.0,0.0,103.0,4.0,[Richard Halsey],"""[Touchstone Pictures, Silver Screen Partners II]""",['Bette Midler'],Paul Mazursky,,Buena Vista,[Andy Summers],[Donald McAlpine],"""[Paul Mazursky, Pato Guzman, , Geoffrey Taylor]"""
1516,b3774,w10889,o5091,down periscope,1-Mar,31000000.0,37553752.0,0.21141135483870968,1996-03-01 00:00:00,3.0,1.0,61.0,8.0,0.0,93.0,3.0,"""[William M. Anderson, Armen Minasian]""",,"""['Kelsey Grammer', 'Lauren Holly', 'Rob Schneider', 'William H. Macy*']""",David S. Ward,,Fox,['Randy Edelman'],[Victor Hammer],[Robert Lawrence (producer)]
1517,,w10900,,down to earth (2001 film),,49000000.0,71200000.0,0.4530612244897959,,,,,,,,,[Priscilla Nedd-Friendly],[Village Roadshow Pictures],,,,,,,
1518,,w10901,,down to the bone ,,500000.0,43674.0,-0.912652,,,,,,,,,[Malcolm Jamieson],,,,,,,,
1519,b3785,w10906,o10619,down to you,2000,35000000.0,24400000.0,-0.3028571428571429,2000-01-21 00:00:00,1.0,1.0,21.0,3.0,1.0,92.0,3.0,[Stephen A. Rotter],[Miramax Films],"""['Julia Stiles', 'Selma Blair', 'Ashton Kutcher', 'Rosario Dawson']""",Kris Isacsson,,Miramax,[Edmund Choi],[Robert D. Yeoman],['Bobby Cohen']
1520,b3787,w10910,o9687,down with love,2003,35000000.0,39500000.0,0.12857142857142856,2003-05-09 00:00:00,5.0,2.0,129.0,18.0,0.0,94.0,3.0,[Larry Bock],"""[Fox 2000 Pictures, Regency Enterprises, Jinks/Cohen Company, Mediastream Dritte Film, Epsilon]""","""['Ewan McGregor', 'Renee Zellweger']""",['Peyton Reed'],,Fox,['Marc Shaiman'],[Jeff Cronenweth],['Arnon Milchan']
1521,,w10912,o17606,downhill racer,1969,1800000.0,1925000.0,0.06944444444444445,1970-01-09 00:00:00,1.0,1.0,9.0,1.0,0.0,101.0,2.0,[Richard A. Harris],[Wildwood],,,,,,,
1522,,w10511,,dr. dolittle ,,70500000.0,294400000.0,3.175886524822695,,,,,,,,,[Peter Teschner],,,,,,,,
1523,,w10933,o14271,dr. gillespie's criminal case,8-May-43,340000.0,782000.0,1.3,2043-05-08 00:00:00,5.0,2.0,128.0,18.0,0.0,,,"""[Frank E. Hull, Laurie Vejar]""",,,,,,,,
1524,,w10934,o19659,dr. gillespie's new assistant,1942,316000.0,673000.0,1.129746835443038,2042-11-01 00:00:00,11.0,4.0,305.0,43.0,0.0,87.0,,[],[MGM],,,,,,,
1525,,w10517,,dr. jekyll and mr. hyde (1931 film),,535000.0,1250000.0,1.3364485981308412,,,,,,,,,[William Shea],[Paramount Pictures],,,,,,,
1526,b3802,w10518,,dr. jekyll and mr. hyde (1941 film),1941,1140000.0,1279000.0,0.12192982456140353,2041-08-12 00:00:00,8.0,3.0,224.0,32.0,0.0,115.0,6.0,[Harold F. Kress],,"""['Spencer Tracy', 'Ingrid Bergman', 'Lana Turner', 'Donald Crisp', 'Ian Hunter', 'Barton MacLane', 'C. Aubrey Smith']""",['Victor Fleming'],"""['John Lee Mahin', 'Robert Louis Stevenson* ']""",MGM,['Franz Waxman'],['Joseph Ruttenberg '],[Victor Saville]
1527,b3803,w10519,o20653,dr. jekyll and ms. hyde,1995,8000000.0,3039634.0,-0.62004575,1995-08-25 00:00:00,8.0,3.0,237.0,34.0,0.0,90.0,3.0,[Tony Lombardo],,Sean Young|Tim Daly|Lysette Anthony|Stephen Tobolowsky,David Price,,Savoy,[Mark McKenzie],[Tom Priestley Jr.],"""[Frank K. Isaac, Robert Shapiro]"""
1528,,w10952,,dr. seuss' how the grinch stole christmas (2000 film),,123000000.0,345100000.0,1.805691056910569,,,,,,,,,"""[Dan Hanley, Mike Hill]""",[Imagine Entertainment],,,,,,,
1529,,w10956,,dr. strangelove,,1800000.0,9400000.0,4.2222222222222205,,,,,,,,,[Anthony Harvey],[Hawk Films],,,,,,,
1530,b3810,w10525,o10620,dr. t & the women,2000,23000000.0,22844291.0,-0.006769956521739132,2000-10-13 00:00:00,10.0,4.0,287.0,41.0,1.0,122.0,4.0,[Geraldine Peroni],,"""['Richard Gere', 'Helen Hunt', 'Kate Hudson', 'Liv Tyler']""",['Robert Altman'],,Artisan,[Lyle Lovett],[Jan Kiesser],['Graham King']
1531,,w10960,,dracula (1979 film),,12164000.0,31235812.0,1.5678898388687932,,,,,,,,,[John Bloom],[The Mirisch Corporation],,,,,,,
1532,b3813,w10961,o10621,dracula 2000,2000,54000000.0,47100000.0,-0.12777777777777774,2000-12-22 00:00:00,12.0,4.0,357.0,51.0,1.0,99.0,4.0,"""[Peter Devaney Flanagan, Patrick Lussier]""","""[Dimension Films, Neo Art & Logic]""","""['Gerard Butler', 'Christopher Plummer', 'Johnny Lee Miller', 'Jennifer Esposito', 'Omar Epps']""",['Patrick Lussier'],['Patrick Lussier'],Miramax,['Marco Beltrami'],[Peter Pau],"""[W.K. Border, Joel Soisson]"""
1533,b3814,w10965,o9959,dracula untold,10-Oct,70000000.0,217100000.0,2.1014285714285714,2014-10-10 00:00:00,10.0,4.0,283.0,40.0,1.0,92.0,3.0,[Richard Pearson],"""[Legendary Pictures, Michael De Luca Productions]""","""['Luke Evans', 'Sarah Gadon', 'Dominic Cooper', 'Charles Dance', 'Charlie Cox', 'Samantha Barks']""",['Gary Shore'],"""['Matt Sazama', 'Burk Sharpless']""",Universal,['Ramin Djawadi'],[John Schwartzman],"""['Michael De Luca', 'Jon Jashni', 'Thomas Tull']"""
1534,b3815,w10962,o20654,dracula: dead and loving it,1995,30000000.0,10700000.0,-0.6433333333333333,1995-12-22 00:00:00,12.0,4.0,356.0,51.0,1.0,90.0,3.0,[Adam Weiss],"""[Gaumont, Brooksfilms, Castle Rock Entertainment]""","""['Leslie Nielsen', 'Mel Brooks', 'Anne Bancroft']""",['Mel Brooks'],,Sony / Columbia,[Hummie Mann],[Michael D. O'Shea],"""[Mel Brooks, Peter Schindler]"""
1535,b3818,w10976,o18666,drag me to hell,2009,30000000.0,90800000.0,2.026666666666667,2009-05-29 00:00:00,5.0,2.0,149.0,21.0,1.0,99.0,3.0,[Bob Murawski],[Ghost House Pictures],"""['Alison Lohman', 'Justin Long', 'David Paymer']""",['Sam Raimi'],,Universal,['Christopher Young'],[Peter Deming],"""[Grant Curtis, Robert Tapert]"""
1536,,w10979,,dragnet (1987 film),,20000000.0,66673516.0,2.3336758,,,,,,,,,"""[William D. Gordeon, Richard Halsey]""",,,,,,,,
1537,b3825,w10988,,dragon seed ,1944,3070000.0,4627000.0,0.5071661237785017,2044-07-20 00:00:00,7.0,3.0,202.0,29.0,0.0,,6.0,[Harold F. Kress],,"""['Katharine Hepburn', 'Walter Huston', 'Aline MacMahon', 'Akim Tamiroff', 'Turhan Bey', 'Hurd Hatfield', 'J. Carrol Naish', 'Agnes Moorehead', 'Henry Travers']""","""['Jack Conway', 'Harold S. Bucquet']""","""['Marguerite Roberts', 'Jane Murfin']""",MGM,['Herbert Stothart'],['Sidney Wagner'],['Pandro S. Berman']
1538,b3827,w10990,o19058,dragon: the bruce lee story,1993,14000000.0,63500000.0,3.5357142857142856,1993-05-07 00:00:00,5.0,2.0,127.0,18.0,0.0,120.0,3.0,[Peter Amundson],,Jason Scott Lee|Lauren Holly|Robert Wagner|Michael Learned,['Rob Cohen'],,Universal,['Randy Edelman'],['David Eggby'],"""[Raffaella De Laurentiis, Rick Nathanson, John Badham]"""
1539,b3828,w10992,o18667,dragonball evolution,2009,30000000.0,57500000.0,0.9166666666666666,2009-04-10 00:00:00,4.0,2.0,100.0,14.0,0.0,84.0,2.0,[Chris G. Willingham],,"""['Justin Chatwin', 'James Marsters', 'Emmy Rossum', 'Jamie Chung']""",['James Wong'],,Fox,['Brian Tyler'],[Robert MacLachlan],"""[Stephen Chow, Tim van Rellim, Akira Toriyama]"""
1540,,w10993,,dragonfly (2002 film),,60000000.0,52300000.0,-0.12833333333333333,,,,,,,,,[Don Zimmerman],"""[Spyglass Entertainment, Buena Vista Pictures, Shady Acres Entertainment, Gran Via, Kalima Productions GmbH & Co. KG, NDE Productions]""",,,,,,,
1541,,w10994,o12711,dragonfly squadron,1954,300000.0,700000.0,1.3333333333333333,2054-03-21 00:00:00,3.0,1.0,80.0,11.0,0.0,83.0,,[Walter Hannemann],[Allied Artists Pictures],,,,,,,
1542,b3831,w10995,o5092,dragonheart,1996,57000000.0,115267375.0,1.022234649122807,1996-05-31 00:00:00,5.0,2.0,152.0,21.0,1.0,103.0,3.0,[Peter Amundson],,"""['Sean Connery', 'Dennis Quaid']""",['Rob Cohen'],,Universal,['Randy Edelman'],['David Eggby'],[Raffaella De Laurentiis]
1543,,w11011,,dramatic school ,,602000.0,664000.0,0.10299003322259136,,,,,,,,,[Fredrick Y. Smith],,,,,,,,
1544,,w11020,,dream boy ,,1200000.0,6000000.0,4.0,,,,,,,,,"""[Annette Davey, Chris Houghton]""","""[Mettray Reformatory Pictures, Here! Films]""",,,,,,,
1545,,w11024,,dream house (2011 film),,50000000.0,38500000.0,-0.23,,,,,,,,,[Barbara Tulliver],[Morgan Creek Productions],,,,,,,
1546,,w11033,o20837,dream of love,1928,221000.0,571000.0,1.5837104072398192,2028-12-01 00:00:00,12.0,4.0,336.0,48.0,0.0,65.0,,[James McKay],,,,,,,,
1547,,w11041,o13933,dream wife,1953,1565000.0,1885000.0,0.2044728434504792,2053-06-19 00:00:00,6.0,2.0,170.0,24.0,0.0,100.0,,[George White],,,,,,,,
1548,,w11046,,dreamer (2005 film),,32000000.0,38741732.0,0.210679125,,,,,,,,,[David Rosenbloom],"""[Tollin/Robbins Productions, Hyde Park Entertainment]""",,,,,,,
1549,b3844,w11048,,dreamgirls ,2006,80000000.0,154800000.0,0.935,2006-12-15 00:00:00,12.0,4.0,349.0,50.0,0.0,130.0,3.0,[Virginia Katz],,"""['Jamie Foxx', 'Beyonce Knowles', 'Eddie Murphy', 'Danny Glover', 'Sharon Leal', 'John Krasinski*']""",['Bill Condon'],['Bill Condon'],Paramount (DreamWorks),[Stephen Trask],[Tobias A. Schliessler],"""['Laurence Mark', 'Patricia Whitcher']"""
1550,,w11065,,dreamscape (1984 film),,6000000.0,12145169.0,1.0241948333333333,,,,,,,,,"""[Lorenzo DeStefano, Richard Halsey]""",[Zupnik-Curtis Enterprises],,,,,,,
1551,b3854,w11068,,dressed to kill (1980 film),1980,6500000.0,31900000.0,3.907692307692308,1980-06-23 00:00:00,6.0,2.0,175.0,25.0,0.0,104.0,4.0,[Gerald B. Greenberg],[Cinema 77/Film Group],['Michael Caine'],['Brian De Palma'],,Orion Pictures,[Pino Donaggio],[Ralf D. Bode],[George Litto]
1552,b3856,w11087,o16533,drillbit taylor,2008,40000000.0,49700000.0,0.2425,2008-03-21 00:00:00,3.0,1.0,81.0,11.0,0.0,102.0,3.0,"""[Brady Heck, Thomas J. Nordberg]""",[Apatow Productions],"""['Owen Wilson', 'Leslie Mann', 'Danny McBride*', 'Kevin Hart*']""",['Steven Brill'],"""['John Hughes', 'Seth Rogen']""",Paramount,['Christophe Beck'],[Fred Murphy],"""['Judd Apatow', 'Richard Vane']"""
1553,b3857,w11089,o1050,drinking buddies,2013,1000000.0,343341.0,-0.656659,2013-08-23 00:00:00,8.0,3.0,235.0,33.0,0.0,90.0,4.0,[Joe Swanberg],[Burn Later Productions],"""['Anna Kendrick', 'Olivia Wilde', 'Jake Johnson', 'Ron Livingston']""",['Joe Swanberg'],['Joe Swanberg'],Magnolia,[Dominic Lewis],[Ben Richardson],"""['Joe Swanberg', 'Mike Witherill']"""
1554,b3859,w11092,,drive (2011 film),2011,15000000.0,78100000.0,4.206666666666667,2011-09-16 00:00:00,9.0,3.0,259.0,37.0,0.0,100.0,4.0,[Matthew Newman],,"""['Ryan Gosling', 'Carey Mulligan', 'Bryan Cranston', 'Albert Brooks', 'Oscar Isaac', 'Ron Perlman', 'Christina Hendricks']""",['Nicolas Winding Refn'],['Hossein Amini'],FilmDistrict,['Cliff Martinez'],[Newton Thomas Sigel],"""['Marc Platt', 'Gigi Pritzker', 'Peter Schlessel']"""
1555,b3860,w11095,o2512,drive angry,2011,50000000.0,28900000.0,-0.42200000000000004,2011-02-25 00:00:00,2.0,1.0,56.0,8.0,1.0,105.0,4.0,"""[Patrick Lussier, Devin C. Lussier]""","""[Millennium Films, Nu Image, Saturn Films]""","""['Nicolas Cage', 'Amber Heard', 'Billy Burke', 'William Fichtner', 'David Morse']""",['Patrick Lussier'],"""['Todd Farmer', 'Patrick Lussier']""",Summit Entertainment,['Michael Wandmacher'],[Brian Pearson],['Michael De Luca']
1556,,w11100,,driven (2001 film),,94000000.0,54700000.0,-0.4180851063829787,,,,,,,,,"""[Steve Gilson, Stuart Levy]""","""[Franchise Pictures, Champs Productions]""",,,,,,,
1557,b3865,w11107,o15852,driving miss daisy,1989,7500000.0,145800000.0,18.44,1989-12-15 00:00:00,12.0,4.0,349.0,50.0,0.0,100.0,2.0,[Mark Warner],[The Zanuck Company],['Morgan Freeman'],Bruce Beresford,,Warner Bros.,['Hans Zimmer'],[Peter James],"""[Richard D. Zanuck, Lili Fini Zanuck]"""
1558,b3869,w11117,,drop dead gorgeous ,1999,1015000000.0,10500000.0,-0.9896551724137932,1999-07-23 00:00:00,7.0,3.0,204.0,29.0,0.0,98.0,3.0,[Janice Hampton],,"""['Amy Adams', 'Alexandra Holden', 'Kirsten Dunst', 'Ellen Barkin', 'Allison Janney', 'Denise Richards', 'Kirstie Alley', 'Brittany Murphy']""",,,New Line,['Mark Mothersbaugh'],[Michael Spiller],['Gavin Polone']
1559,b3871,w11120,,drop zone ,1994,45000000.0,28735315.0,-0.3614374444444444,1994-12-09 00:00:00,12.0,4.0,343.0,49.0,0.0,101.0,4.0,[Frank Morriss],"""[Paramount Pictures, Nicita/Lloyd Productions]""",['Wesley Snipes'],,,Paramount,['Hans Zimmer'],[Roy H. Wagner],"""[D. J. Caruso, Lauren Lloyd, Wallis Nicita]"""
1560,b3873,w11122,o10623,drowning mona,2000,37000000.0,15900000.0,-0.5702702702702702,2000-03-03 00:00:00,3.0,1.0,63.0,9.0,0.0,96.0,3.0,[Richard Pearson],,"""['Danny DeVito', 'Bette Midler', 'Neve Campbell', 'Jamie Lee Curtis', 'Casey Affleck', 'William Fichtner', 'Will Ferrell*', 'Melissa McCarthy*']""",Nick Gomez,,Destination,[Michael Tavera],[Bruce Douglas Johnson],"""['Michael Shamberg', 'Stacey Sher']"""
1561,b3876,w11126,o15853,drugstore cowboy,1989,2500000.0,4700000.0,0.88,1989-10-06 00:00:00,10.0,4.0,279.0,40.0,1.0,102.0,4.0,"""[Mary Bauer, Curtiss Clayton]""",,['Matt Dillon'],['Gus Van Sant'],['Gus Van Sant'],Avenue Pict.,['Elliot Goldenthal'],[Robert Yeoman],['Nick Wechsler']
1562,,w11129,o12713,drum beat,1954,1100000.0,3000000.0,1.7272727272727273,2055-04-08 00:00:00,4.0,2.0,98.0,14.0,0.0,111.0,,[Clarence Kolster],[Jaguar Productions],,,,,,,
1563,b3877,w11131,,drumline ,2002,20000000.0,57600000.0,1.88,2002-12-13 00:00:00,12.0,4.0,347.0,49.0,0.0,118.0,3.0,"""[Patricia Bowers, Bill Pankow]""",,['Zoe Saldana'],['Charles Stone III'],['Tina Gordon Chism'],Fox,['John Powell'],['Shane Hurlbut'],"""[Dallas Austin, Timothy M. Bourne, Wendy Finerman, Jody Gerson, Greg Mooradian]"""
1564,,w11178,o2059,duck! the carbine high massacre,1999,3000.0,6034.0,1.0113333333333334,1999-10-26 00:00:00,10.0,4.0,299.0,43.0,0.0,101.0,6.0,[Lou Cifer],[],,,,,,,
1565,b3891,w11195,,dudley do-right ,1999,70000000.0,10000000.0,-0.8571428571428571,1999-08-27 00:00:00,8.0,3.0,239.0,34.0,0.0,77.0,2.0,[Don Brochu],"""[Davis Entertainment, Jay Ward Productions, DreamWorks Classics, Joseph M. Singer Entertainment]""","""['Brendan Fraser', 'Sarah Jessica Parker', 'Alfred Molina']""",,,Universal,[Steve Dorff],[Donald E. Thorin],['John Davis']
1566,b3892,w11196,o7979,due date,2010,65000000.0,211800000.0,2.2584615384615385,2010-11-05 00:00:00,11.0,4.0,309.0,44.0,1.0,95.0,4.0,[Debra Neil-Fisher],"""[Legendary Pictures, Green Hat Films]""","""['Zach Galifianakis', 'Michelle Monaghan', 'Jamie Foxx', 'Juliette Lewis', 'Danny McBride*', 'RZA*', 'Charlie Sheen*']""",['Todd Phillips'],['Todd Phillips'],Warner Bros.,['Christophe Beck'],['Larry Sher'],"""['Scott Budnick', 'Susan Downey', 'Todd Phillips', 'Thomas Tull']"""
1567,b3893,w11203,,duel in the sun ,1946,6480000.0,20408163.0,2.1494078703703705,2046-12-31 00:00:00,12.0,4.0,365.0,52.0,0.0,145.0,6.0,"""[John D. Faure, Charles L. Freeman, Hal Kern, William H. Ziegler]""",[Vanguard Films],,,,Selznick Releasing,[Dimitri Tiomkin],"""[Lee Garmes, Ray Rennahan, Harold Rosson]""",[David O. Selznick]
1568,b3899,w11226,,dumb and dumber,1994,17000000.0,247000000.0,13.529411764705882,1994-12-16 00:00:00,12.0,4.0,350.0,50.0,0.0,107.0,3.0,[Christopher Greenbury],[Motion Picture Corporation of America],['Jim Carrey'],['The Farrelly Bros.'],,New Line,[Todd Rundgren],[Mark Irwin],"""['Bradley Thomas', 'Charles B. Wessler']"""
1569,b3900,w11227,o9964,dumb and dumber to,2014,50000000.0,169800000.0,2.396,2014-11-14 00:00:00,11.0,4.0,318.0,45.0,1.0,109.0,3.0,[Steven Rasch],"""[New Line Cinema, Red Granite Pictures, Conundrum Entertainment]""","""['Jim Carrey', 'Jeff Daniels', 'Rob Riggle', 'Laurie Holden', 'Kathleen Turner']""",['The Farrelly Bros.'],"""['Sean Anders', 'John Morris']""",Universal,[Empire of the Sun],[Matthew F. Leonetti],"""['Riza Aziz', 'The Farrelly Bros.', 'Joey McFarland', 'Charles B. Wessler']"""
1570,b3901,w11228,o9688,dumb and dumberer: when harry met lloyd,2003,19000000.0,39300000.0,1.068421052631579,2003-06-13 00:00:00,6.0,2.0,164.0,23.0,0.0,85.0,3.0,[Lawrence Jordan],"""[Burg/Koules Productions, Dakota Pictures, Avery Pix]""","""['Eric Christian Olsen', 'Derek Richardson', 'Eugene Levy', 'Mimi Rogers', 'Luis Guzman', 'Cheri Oteri', 'Shia LaBeouf*']""",Troy Miller,,New Line,[Eban Schletter],[Anthony B. Richmond],['Charles B. Wessler']
1571,b3905,w11241,,dune ,1984,40000000.0,30900000.0,-0.2275,1984-12-14 00:00:00,12.0,4.0,349.0,50.0,0.0,136.0,3.0,[Antony Gibbs],[Dino De Laurentiis Corporation],"""['Sting', 'Virginia Madsen', 'Patrick Stewart*']""",['David Lynch'],['David Lynch'],Universal,"""[Toto, Brian Eno]""",[Freddie Francis],[Raffaella De Laurentiis]
1572,b3906,w11245,,dungeons & dragons ,2000,45000000.0,33800000.0,-0.2488888888888889,2000-12-08 00:00:00,12.0,4.0,343.0,49.0,0.0,107.0,3.0,[Caroline Ross],,['Marlon Wayans'],['Courtney Solomon'],,New Line,['Justin Caine Burnett'],[Douglas Milsome],"""['Thomas M. Hammel', 'Joel Silver']"""
1573,b3908,w11249,o5095,dunston checks in,1996,16000000.0,9871065.0,-0.3830584375,1996-01-12 00:00:00,1.0,1.0,12.0,1.0,1.0,88.0,2.0,[Jon Poll],,Jason Alexander|Faye Dunaway|Eric Lloyd|Rupert Everett,['Ken Kwapis'],,Fox,[Miles Goodman],[Peter Lyons Collister],"""['Todd Black', 'Jason Blumenthal', 'Rodney M. Liber']"""
1574,b3909,w11253,,duplex ,2003,40000000.0,19300000.0,-0.5175,2003-09-26 00:00:00,9.0,3.0,269.0,38.0,0.0,89.0,3.0,"""[Greg Hayden, Lynzee Klingman]""","""[Red Hour, Flower Films]""","""['Ben Stiller', 'Drew Barrymore', 'Danny DeVito*']""",['Danny DeVito'],,Miramax,[David Newman],['Anastas N.  Michos'],['Ben Stiller']
1575,b3910,w11254,,duplicity ,2009,60000000.0,78100000.0,0.3016666666666667,2009-03-20 00:00:00,3.0,1.0,79.0,11.0,0.0,125.0,3.0,[John Gilroy],[Relativity Media],"""['Julia Roberts', 'Clive Owen', 'Paul Giamatti', 'Tom Wilkinson']""",['Tony Gilroy'],,Universal,['James Newton Howard'],[Robert Elswit],"""['Jennifer Fox', 'Ryan Kavanaugh']"""
1576,b3914,w11269,,dutch ,1991,17000000.0,4600000.0,-0.7294117647058823,1991-07-19 00:00:00,7.0,3.0,200.0,28.0,0.0,107.0,3.0,,[Hughes Entertainment],,,['John Hughes'],Fox,['Alan Silvestri'],['Charles Minsky'],"""['John Hughes', 'Richard Vane']"""
1577,b3915,w11279,o13740,dying young,1991,26000000.0,82264675.0,2.1640259615384614,1991-06-21 00:00:00,6.0,2.0,172.0,24.0,0.0,114.0,4.0,"""[Robert Brown, Jim Prior]""",,['Julia Roberts'],['Joel Schumacher'],,Fox,['James Newton Howard'],[Juan Ruiz AnchiÌa],['Kevin McCormick']
1578,b3916,w11280,,dylan dog: dead of night,2011,20000000.0,4634062.0,-0.7682969000000001,2011-04-29 00:00:00,4.0,2.0,119.0,17.0,0.0,108.0,3.0,[Paul Hirsch],"""[Hyde Park Entertainment, Long Distance Films, Platinum Studios, Prana Studios]""","""['Brandon Routh', 'Sam Huntington', 'Taye Diggs']""",['Kevin Munroe'],"""['Thomas Dean Donnelly', 'Joshua Oppenheimer']""",Omni Lab/Freestyle Releasing,[Klaus Badelt],[Geoffrey Hall],"""['Patrick Aiello', 'Kevin Munroe', 'Scott Mitchell Rosenberg']"""
