index,key_bom,key_wiki,key_omdb,title,year,budget,gross,revenue,release_date,release_month,release_quarter,release_day_of_the_year,release_week_of_the_year,holiday_season,runtime,mpaa_rating,wiki_editing,wiki_studio,actor,director,writer,distributor,composer,cinematographer,producer
4730,b12113,w37496,o9001,ted 2,2015,68000000.0,216700000.0,2.1867647058823527,2015-06-26 00:00:00,6.0,2.0,177.0,25.0,1.0,116.0,4.0,[Jeff Freeman],"""[Media Rights Capital, Fuzzy Door Productions, Bluegrass Films]""","""['Mark Wahlberg', 'Seth MacFarlane', 'Amanda Seyfried', 'Morgan Freeman', 'Giovanni Ribisi', 'Patrick Warburton', 'John Slattery', 'John Carroll Lynch', 'Liam Neeson', 'Dennis Haysbert', 'Patrick Stewart*']""",['Seth MacFarlane'],"""['Seth MacFarlane', 'Alec Sulkin', 'Wellesley Wild']""",Universal,['Walter Murphy'],[Michael Barrett],"""['Jason Clark', 'John Jacobs', 'Seth MacFarlane', 'Scott Stuber']"""
4731,,w37498,,ted bundy ,,1200000.0,68716.0,-0.9427366666666668,,,,,,,,,[Paul Heiman],,,,,,,,
4732,b12116,w37501,,teddy bears' picnic ,2002,800000.0,280149.0,-0.64981375,2002-03-29 00:00:00,3.0,1.0,88.0,12.0,0.0,80.0,4.0,[Jeffrey Ford],[Century of Progress Productions],"""['John Michael Higgins', 'Henry Gibson', 'David Rasche', 'Brenda Strong', 'Morgan Fairchild*', 'Michael McKean*', 'Harry Shearer*', 'George Wendt*', 'Howard Hesseman*', 'Fred Willard*']""",['Harry Shearer'],['Harry Shearer'],Magnolia,,[Jamie Reynoso],[Marc Ambrose]
4733,b12117,w37510,o15938,teen witch,1989,2500000.0,27843.0,-0.9888628,1989-04-21 00:00:00,4.0,2.0,111.0,16.0,0.0,94.0,3.0,[Natan Zahavi],,Robyn Lively|Dan Gauthier|Joshua John Miller|Caren Kaye,Dorian Walker,,Trans World Ent.,"""[Richard Elliot, Larry Weir]""",[Marc Reshvosky],"""[Moshe Diamant, Rafael Eisenman, Alana H. Lambros, Bob Manning, Eduard Sarlai]"""
4734,b12118,w37511,o21416,teen wolf,1985,1200000.0,80000000.0,65.66666666666667,1985-08-23 00:00:00,8.0,3.0,235.0,33.0,0.0,92.0,2.0,[Lois Freeman-Fox],,Michael J. Fox|James Hampton|Susan Ursitti|Jerry Levine,Rod Daniel,,Atlantic,[Miles Goodman],['Tim Suhrstedt'],"""[Thomas Coleman, Mark Levinson, George W. Perkins, Michael Rosenblatt, Scott M. Rosenfelt]"""
4735,b12119,w37512,o1451,teen wolf too,1987,3000000.0,7900000.0,1.6333333333333333,1987-11-20 00:00:00,11.0,4.0,324.0,46.0,1.0,94.0,2.0,"""[Raja Gosnell, Steven Polivka, Harvey Rosenstock, Kim Secrist]""",,['Jason Bateman'],Christopher Leitch,,Atlantic,[Mark Goldenberg],[Jules Brenner],[Kent Bateman]
4736,b12121,w37529,,teenage mutant ninja turtles (1990 film),1990,13500000.0,202000000.0,13.962962962962965,1990-03-30 00:00:00,3.0,1.0,89.0,12.0,0.0,93.0,2.0,"""[William D. Gordean, Sally Menke, James R. Symons]""",,['Sam Rockwell*'],,,New Line,[John Du Prez],[John Fenner],['Simon Fields']
4737,b12122,w37528,,teenage mutant ninja turtles (2014 film),2014,125000000.0,493300000.0,2.9464,2014-08-08 00:00:00,8.0,3.0,220.0,31.0,0.0,101.0,3.0,"""[Joel Negron, Glen Scantlebury]""","""[Nickelodeon Movies, Platinum Dunes, Gama Entertainment, Mednick Productions, Heavy Metal]""","""['Megan Fox', 'Will Arnett', 'William Fichtner', 'Johnny Knoxville', 'Whoopi Goldberg']""",['Jonathan Liebesman'],"""['Josh Appelbaum', 'Evan Daugherty', 'Andre Nemec']""",Paramount,['Brian Tyler'],[Lula Carvalho],"""['Michael Bay', 'Ian Bryce', 'Andrew Form', 'Brad Fuller', 'Scott Mednick']"""
4738,b12123,w37530,o13831,teenage mutant ninja turtles ii: the secret of the ooze,1991,25000000.0,78600000.0,2.144,1991-03-22 00:00:00,3.0,1.0,81.0,11.0,0.0,88.0,2.0,"""[Steve Mirkovich, John Wright]""",,Paige Turco|David Warner|Michelan Sisti|Leif Tilden,Michael Pressman,,New Line,[John Du Prez],[Shelly Johnson],"""[Thomas K. Gray, Kim Dawson, David Chan]"""
4739,b12124,w37531,o19132,teenage mutant ninja turtles iii,1993,21000000.0,42200000.0,1.0095238095238095,1993-03-19 00:00:00,3.0,1.0,78.0,11.0,0.0,96.0,2.0,"""[William D. Gordean, James R. Symons]""",,Elias Koteas|Paige Turco|Stuart Wilson|Sab Shimono,Stuart Gillard,,New Line,[John Du Prez],[David Gurfinkel],"""[David Chan, Kim Dawson, Thomas K. Gray]"""
4740,b12125,w37532,o5464,teenage mutant ninja turtles: out of the shadows,2016,135000000.0,245600000.0,0.8192592592592592,2016-06-03 00:00:00,6.0,2.0,155.0,22.0,1.0,112.0,3.0,"""[Jim May, Bob Ducsay]""",,"""['Megan Fox', 'Will Arnett', 'Laura Linney', 'Tyler Perry', 'Tony Shalhoub* ', 'Brad Garrett* ']""",['Dave Green'],,Paramount,['Steve Jablonsky'],[Lula Carvalho],"""['Michael Bay', 'Andrew Form', 'Brad Fuller', 'Scott Mednick']"""
4741,,w37534,o15227,teenage rebel,1956,985000.0,1750000.0,0.7766497461928934,2056-11-01 00:00:00,11.0,4.0,306.0,44.0,0.0,94.0,,[William Mace],,,,,,,,
4742,,w37540,,tekken (2009 film),,30000000.0,967369.0,-0.9677543666666668,,,,,,,,,[David Checel],[Crystal Sky Pictures],,,,,,,
4743,b12134,w37570,o6504,telling lies in america,1997,4000000.0,318809.0,-0.92029775,1997-10-17 00:00:00,10.0,4.0,290.0,41.0,1.0,101.0,3.0,[Jill Savitt],,"""['Kevin Bacon', 'Calista Flockhart', 'Jonathan Rhys Meyers', 'Luke Wilson']""",Guy Ferland,['Joe Eszterhas'],Banner Entertainment,[Andy Paley],[Reynaldo Villalobos],"""[Fran Rubel Kuzui, Ben Myron]"""
4744,,w37578,,tempest (1982 film),,13000000.0,5005245.0,-0.6149811538461538,,,,,,,,,[Donn Cambern],,,,,,,,
4745,,w37614,o11984,ten thousand bedrooms,1957,1799000.0,1705000.0,-0.05225125069483046,2057-04-03 00:00:00,4.0,2.0,93.0,13.0,0.0,,,[John McSweeney Jr.],,,,,,,,
4746,b12143,w37620,o20510,tenacious d in the pick of destiny,2006,20000000.0,13900000.0,-0.305,2006-11-22 00:00:00,11.0,4.0,326.0,47.0,1.0,94.0,4.0,[David Rennie],[Red Hour Films],"""['Jack Black', 'Ben Stiller*']""",Liam Lynch,['Jack Black'],New Line,[Tenacious D],[Robert Brinkmann],"""['Jack Black', 'Ben Stiller']"""
4747,,w37623,,tender is the night ,,3900000.0,1250000.0,-0.6794871794871795,,,,,,,,,[William H. Reynolds],,,,,,,,
4748,b12145,w37625,o22432,tender mercies,1983,4500000.0,8440000.0,0.8755555555555555,1983-03-04 00:00:00,3.0,1.0,63.0,9.0,0.0,92.0,2.0,[William Anderson],"""[EMI Films, Antron Media Production]""",['Robert Duvall'],Bruce Beresford,,Universal,[George Dreyfus],[Russell Boyd],['Robert Duvall']
4749,,w37636,o12799,tennessee champ,1954,548000.0,769000.0,0.4032846715328467,2054-03-05 00:00:00,3.0,1.0,64.0,9.0,0.0,73.0,,[Ben Lewis],,,,,,,,
4750,,w37637,o19842,tennessee johnson,1942,1042000.0,684000.0,-0.3435700575815739,2042-12-01 00:00:00,12.0,4.0,335.0,48.0,0.0,103.0,,[Robert Kern],,,,,,,,
4751,,w37642,,tension ,,682000.0,776000.0,0.1378299120234604,,,,,,,,,[Albert Akst],,,,,,,,
4752,,w37644,,tentacles ,,750000.0,3000000.0,3.0,,,,,,,,,[Angelo Curi],"""[American International Pictures, Esse Ci Cinematografica, Samuel Z. Arkoff]""",,,,,,,
4753,,w37645,o15461,tenth avenue angel,1948,1791000.0,900000.0,-0.4974874371859296,2048-02-20 00:00:00,2.0,1.0,51.0,7.0,0.0,75.0,,"""[George Boemler, Ralph E. Winters]""",,,,,,,,
4754,b12148,w37653,,tequila sunrise ,1988,23000000.0,105932000.0,3.6057391304347832,1988-12-02 00:00:00,12.0,4.0,337.0,48.0,0.0,115.0,4.0,[Claire Simpson],,"""['Mel Gibson', 'Michelle Pfeiffer', 'Kurt Russell']""",,,Warner Bros.,[Dave Grusin],[Conrad L. Hall],[Thom Mount]
4755,,w37654,,teresa (1951 film),,610000.0,1783000.0,1.9229508196721312,,,,,,,,,"""[Dave Kummins, Frank Sullivan]""",[Metro-Goldwyn-Mayer],,,,,,,
4756,b12158,w37665,,terminal velocity ,1994,50000000.0,16478900.0,-0.6704220000000001,1994-09-23 00:00:00,9.0,3.0,266.0,38.0,0.0,,3.0,[Frank J. Urioste],"""[Hollywood Pictures, Interscope Communications, PolyGram Filmed Entertainment, Nomura Babcock & Brown]""","""['Charlie Sheen', 'James Gandolfini']""",,['David Twohy'],Buena Vista,[Joel McNeely],['Oliver Wood'],"""['Ted Field', 'Scott Kroopf']"""
4757,b12160,w37667,o13832,terminator 2: judgment day,1991,102000000.0,519800000.0,4.096078431372549,1991-07-03 00:00:00,7.0,3.0,184.0,26.0,1.0,137.0,4.0,"""[Conrad Buff IV, Mark Goldblatt, Richard A. Harris]""",,"""['Arnold Schwarzenegger', 'Edward Furlong', 'Linda Hamilton', 'Robert Patrick']""",['James Cameron'],['James Cameron'],TriStar,[Brad Fiedel],[Adam Greenberg],"""['James Cameron', 'Gale Anne Hurd']"""
4758,b12163,w37669,o18885,terminator salvation,2009,200000000.0,371400000.0,0.857,2009-05-21 00:00:00,5.0,2.0,141.0,20.0,1.0,115.0,3.0,[Conrad Buff],"""[The Halcyon Company, Wonderland Sound and Vision]""","""['Christian Bale', 'Sam Worthington', 'Anton Yelchin', 'Moon Bloodgood', 'Common', 'Jane Alexander', 'Bryce Dallas Howard', 'Michael Ironside', 'Helena Bonham Carter*', 'Arnold Schwarzenegger*']""",['McG'],,Warner Bros.,['Danny Elfman'],[Shane Hurlbut],"""['Dan Lin', 'Jeffrey Silver']"""
4759,b12166,w37674,o22433,terms of endearment,1983,8000000.0,108400000.0,12.55,1983-11-23 00:00:00,11.0,4.0,327.0,47.0,1.0,132.0,2.0,[Richard Marks],,"""['Jack Nicholson', 'Danny DeVito', 'Albert Brooks*']""",['James L. Brooks'],['James L. Brooks'],Paramount,[Michael Gore],['Andrzej Bartkowiak'],[James L. Brooks]
4760,,w37733,,test pilot ,,1701000.0,3903000.0,1.2945326278659612,,,,,,,,,[Tom Held],,,,,,,,
4761,,w37749,o1876,texas carnival,5-Oct,1684000.0,3820000.0,1.2684085510688836,2051-10-05 00:00:00,10.0,4.0,278.0,40.0,0.0,77.0,,[],[Metro-Goldwyn-Mayer],,,,,,,
4762,b12186,w37768,,texas rangers ,2001,38000000.0,763740.0,-0.9799015789473684,2001-11-30 00:00:00,11.0,4.0,334.0,47.0,0.0,,3.0,"""[Gregg Featherman, Peter Devaney Flanagan]""",,"""['Ashton Kutcher', 'Alfred Molina']""",,,Miramax,['Trevor Rabin'],['Daryn Okada'],"""[Frank Price, Alan Griesman, Bob Weinstein, Harvey Weinstein]"""
4763,,w37785,,thank god it's friday ,,2200000.0,7300000.0,2.3181818181818183,,,,,,,,,[Richard Halsey],,,,,,,,
4764,b12193,w37787,o18406,thank you for smoking,2005,10000000.0,39300000.0,2.93,2006-03-17 00:00:00,3.0,1.0,76.0,11.0,0.0,92.0,4.0,[Dana E. Glauberman],"""[Room 9 Entertainment, ContentFilm]""","""['Aaron Eckhart', 'Maria Bello', 'Adam Brody', 'Sam Elliott', 'Katie Holmes', 'Rob Lowe', 'William H. Macy', 'Robert Duvall']""",['Jason Reitman'],['Jason Reitman'],Fox Searchlight,['Rolfe Kent'],['James Whitaker'],"""['David Bloomfield', 'Daniel Dubiecki']"""
4765,b12199,w37802,o10105,that awkward moment,2014,8000000.0,40500000.0,4.0625,2014-01-31 00:00:00,1.0,1.0,31.0,4.0,0.0,94.0,4.0,"""[Shawn Paper, Greg Tillman]""","""[Treehouse Pictures, Aversano Media, What If It Barks Films, Ninjas Runnin' Wild Productions, Virgin Produced]""","""['Zac Efron', 'Michael B. Jordan', 'Miles Teller', 'Imogen Poots']""",['Tom Gormican'],['Tom Gormican'],Focus Features,[David Torn],[Brandon Trost],"""['Scott Aversano', 'Zac Efron', 'Justin Nappi', """"Andrew O'Connor"""", 'Peter Schlessel', 'Kevin Turen']"""
4766,,w37816,o23196,that forsyte woman,1949,2612000.0,3697000.0,0.4153905053598775,2049-11-03 00:00:00,11.0,4.0,307.0,44.0,0.0,112.0,,[Frederick Y. Smith],,,,,,,,
4767,,w37819,,that girl from paris,,534000.0,1000000.0,0.8726591760299626,,,,,,,,,[],[RKO Radio Pictures],,,,,,,
4768,,w37827,o15463,that lady in ermine,1948,3000000.0,1500000.0,-0.5,2048-09-25 00:00:00,9.0,3.0,269.0,38.0,0.0,89.0,,[Dorothy Spencer],[],,,,,,,
4769,b12205,w37833,o23197,that midnight kiss,1949,1701000.0,3177000.0,0.8677248677248677,2049-09-22 00:00:00,9.0,3.0,265.0,38.0,0.0,96.0,6.0,[Gene Ruggiero],,"""['Kathryn Grayson', 'Jose Iturbi', 'Ethel Barrymore', 'Mario Lanza', 'Keenan Wynn', 'J. Carrol Naish', 'Jules Munshin', 'Thomas Gomez', 'Marjorie Reynolds', 'Arthur Treacher']""",['Norman Taurog'],"""['Tamara Hovey', 'Bruce Manning']""",MGM,"""[Charles Previn, (uncredited), Conrad Salinger, (uncredited)]""",['Robert Surtees '],['Joe Pasternak']
4770,b12206,w37837,,that night,1992,7000000.0,20473.0,-0.9970752857142856,1993-08-06 00:00:00,8.0,3.0,218.0,31.0,0.0,89.0,3.0,[Priscilla Nedd-Friendly],"""[Le Studio Canal+, Regency Enterprises, Alcor Films]""","""['Juliette Lewis', 'Eliza Dushku', 'Katherine Heigl*']""",,,Warner Bros.,[David Newman],[Bruce Surtees],['Arnon Milchan']
4771,b12210,w37846,o5193,that thing you do!,1996,26000000.0,34000000.0,0.3076923076923077,1996-10-04 00:00:00,10.0,4.0,278.0,39.0,0.0,,2.0,[Richard Chew],[Clavius Base],"""['Liv Tyler', 'Tom Hanks', 'Steve Zahn', 'Giovanni Ribisi*', 'Charlize Theron*', 'Bryan Cranston*']""",['Tom Hanks'],,Fox,['Howard Shore'],[Tak Fujimoto],['Gary Goetzman']
4772,b12214,w37856,o11479,that's entertainment!,1974,3200000.0,19100000.0,4.96875,1974-05-18 00:00:00,5.0,2.0,138.0,19.0,0.0,134.0,7.0,[Bud Friedgen],[Metro-Goldwyn-Mayer],Fred Astaire|Bing Crosby|Gene Kelly|Peter Lawford,Jack Haley Jr.,,MGM,[Henry Mancini],[Russell Metty],[Jack Haley Jr.]
4773,b12217,w37861,,that's life! ,1986,7000000.0,4079895.0,-0.4171578571428571,1986-09-26 00:00:00,9.0,3.0,269.0,38.0,0.0,102.0,3.0,,"""[Blake Edwards Entertainment, Delphi V Productions, Paradise Cove Entertainment, Ubilam Productions]""",['Julie Andrews'],,,Columbia,[Henry Mancini],[Anthony B. Richmond],"""[Tony Adams, Jonathan D. Krane]"""
4774,,w37864,,that's my boy (2012 film),,70000000.0,57300000.0,-0.18142857142857144,,,,,,,,,[Tom Costain],"""[Happy Madison Productions, Relativity Media]""",,,,,,,
4775,,w37874,,that's rightÃ¢ÂÂyou're wrong,,271000.0,1018000.0,2.756457564575646,,,,,,,,,[Irene Morra],,,,,,,,
4776,b12219,w5786,o15939,the 'burbs,1989,18000000.0,49101993.0,1.7278885,1989-02-17 00:00:00,2.0,1.0,48.0,7.0,1.0,101.0,2.0,[Marshall Harvey],[Imagine Entertainment],"""['Tom Hanks', 'Carrie Fisher']""",Joe Dante,,Universal,['Jerry Goldsmith'],[Robert M. Stevens],['Ron Howard']
4777,b12227,w206,o2156,the 24 hour woman,1999,2500000.0,109535.0,-0.9561860000000001,1999-01-29 00:00:00,1.0,1.0,29.0,4.0,0.0,93.0,4.0,[Camilla Toniolo],[Shooting Gallery],Rosie Perez|Marianne Jean-Baptiste|Patti LuPone|Karen Duffy,Nancy Savoca,,Artisan,[],[Teresa Medina],[Larry Meistrich]
4778,b12232,w311,o14171,the 300 spartans,1962,8500000.0,76520000.0,8.002352941176468,,,,,,,,6.0,[Jerry Webb],[20th Century Fox],"""['Richard Egan', 'Ralph Richardson', 'Diane Baker', 'Barry Coe', 'David Farrar', 'Donald Houston']""",['Rudolph Mate'],['George St. George'],Fox,['Manos Hadjidakis'],['Geoffrey Unsworth'],"""['George St. George', 'Rudolph Mate']"""
4779,b12236,w248,o18408,the 40-year-old virgin,2005,26000000.0,177400000.0,5.823076923076923,2005-08-19 00:00:00,8.0,3.0,231.0,33.0,0.0,,4.0,[Brent White],[Apatow Productions],"""['Steve Carell', 'Catherine Keener', 'Paul Rudd', 'Seth Rogen', 'Elizabeth Banks', 'Leslie Mann', 'Jane Lynch', 'Kat Dennings', 'Jonah Hill*', 'Mindy Kaling*', 'Kevin Hart*']""",['Judd Apatow'],['Judd Apatow'],Universal,['Lyle Workman'],[Jack Green],"""['Judd Apatow', 'Shauna Robertson', 'Seth Rogen', 'Clayton Townsend']"""
4780,b12240,w71,,the 5th quarter,2011,6000000.0,408159.0,-0.9319735,2011-03-25 00:00:00,3.0,1.0,84.0,12.0,0.0,101.0,3.0,[Mark Conte],"""[5th Quarter, Park Entertainment]""","""['Ryan Merriman', 'Aidan Quinn', 'Andie MacDowell']""",,,Rocky Mountain Pictures,[Andy Mendelson],[Craig Haagensen],[Rick Bieber]
4781,b12241,w72,,the 5th wave ,2016,38000000.0,109900000.0,1.8921052631578947,2016-01-22 00:00:00,1.0,1.0,22.0,3.0,1.0,112.0,3.0,[Paul Rubell],,"""['Tony Revolori', 'Nick Robinson', 'Chloe Moretz', 'Ron Livingston', 'Liev Schreiber']""",,,Sony / Columbia,['Henry Jackman'],[Enrique Chediak],"""[Graham King, Tobey Maguire, Lynn Harris, Matthew Plouffe]"""
4782,b12241,w72,,the 5th wave ,2016,38000000.0,109900000.0,1.8921052631578947,2016-01-22 00:00:00,1.0,1.0,22.0,3.0,1.0,112.0,3.0,[Paul Rubell],,"""['Tony Revolori', 'Nick Robinson', 'Chloe Moretz', 'Ron Livingston', 'Liev Schreiber']""",,,Sony / Columbia,['Henry Jackman'],[Enrique Chediak],"""[Graham King, Tobey Maguire, Lynn Harris, Matthew Plouffe]"""
4783,b12243,w79,,the 6th man,1997,11000000.0,14772788.0,0.3429807272727273,1997-03-28 00:00:00,3.0,1.0,87.0,12.0,0.0,108.0,3.0,[Eric A. Sears],"""[Touchstone Pictures, Mandeville Films]""","""['Kadeem Hardison', 'Marlon Wayans']""",['Randall Miller'],,Buena Vista,[Marcus Miller],[Mike Ozier],[David Hoberman]
4784,b12244,w388,,the a-team ,2010,110.0,177200000.0,1610908.0909090908,2010-06-11 00:00:00,6.0,2.0,162.0,23.0,0.0,119.0,3.0,"""[Roger Barton, Jim May]""","""[Dune Entertainment, Top Cow Productions, Scott Free Productions]""","""['Liam Neeson', 'Bradley Cooper', 'Sharlto Copley', """"Quinton 'Rampage' Jackson"""", 'Jessica Biel', 'Patrick Wilson']""",['Joe Carnahan'],['Skip Woods'],Fox,['Alan Silvestri'],[Mauro Fiore],"""['Ridley Scott', 'Tony Scott', 'Alex Young']"""
4785,b12247,w477,o15940,the abyss,1989,4347000000.0,90000000.0,-0.979296066252588,1989-08-11 00:00:00,8.0,3.0,223.0,32.0,0.0,,3.0,"""[Conrad Buff IV, Joel Goodman, Howard E. Smith, Steven Quale, (special edition)]""","""[Lightstorm Entertainment, (special edition)]""","""['Ed Harris', 'Mary Elizabeth Mastrantonio', 'Michael Biehn']""",['James Cameron'],['James Cameron'],Fox,['Alan Silvestri'],[Mikael Salomon],['Gale Anne Hurd']
4786,,w498,,the accused (1988 film),,6000000.0,32078318.0,4.346386333333333,,,,,,,,,"""[O. Nicholas Brown, Gerard B. Greenberg]""",,,,,,,,
4787,,w573,o14039,the actress,1953,1424000.0,914000.0,-0.35814606741573035,2053-09-25 00:00:00,9.0,3.0,268.0,38.0,0.0,90.0,,[George Boemler],,,,,,,,
4788,b12254,w593,,the addams family ,1991,30000000.0,191500000.0,5.383333333333334,1991-11-22 00:00:00,11.0,4.0,326.0,46.0,1.0,99.0,3.0,[Dede Allen],[Orion Pictures],"""['Anjelica Huston', 'Raul Julia', 'Christopher Lloyd', 'Dan Hedaya', 'Christina Ricci']""",['Barry Sonnenfeld'],,Paramount,['Marc Shaiman'],[Owen Roizman],['Scott Rudin']
4789,b12257,w605,o2691,the adjustment bureau,2011,50200000.0,127900000.0,1.547808764940239,2011-03-04 00:00:00,3.0,1.0,63.0,9.0,0.0,106.0,3.0,[Jay Rabinowitz],"""[Media Rights Capital, Gambit Pictures, Electric Shepherd Productions]""","""['Matt Damon', 'Emily Blunt', 'Terence Stamp', 'John Slattery', 'Anthony Mackie']""",['George Nolfi'],['George Nolfi'],Universal,['Thomas Newman'],['John Toll'],"""['Chris Moore', 'George Nolfi']"""
4790,b12262,w668,o2157,the adventures of elmo in grouchland,1999,26000000.0,11700000.0,-0.55,1999-10-01 00:00:00,10.0,4.0,274.0,39.0,0.0,77.0,7.0,[Alan Baumgarten],"""[Jim Henson Pictures, Sesame Workshop]""",Kevin Clash|Mandy Patinkin|Vanessa Williams|Sonia Manzano,Gary Halvorson,,Sony / Columbia,['John Debney'],[Alan Caso],['Stephanie Allain']
4791,b12270,w688,o16362,the adventures of pluto nash,2002,100000000.0,7100000.0,-0.929,2002-08-16 00:00:00,8.0,3.0,228.0,32.0,0.0,95.0,3.0,"""[Alan Heim, Paul Hirsch]""","""[Castle Rock Entertainment, Village Roadshow Pictures]""","""['Eddie Murphy', 'Randy Quaid', 'Rosario Dawson', 'Joe Pantoliano', 'Jay Mohr', 'Luis Guzman', 'Alec Baldwin*']""",['Ron Underwood'],,Warner Bros.,['John Powell'],['Oliver Wood'],"""[Martin Bregman, Michael Scott Bregman, Louis A. Stroller]"""
4792,b12272,w696,,the adventures of rocky and bullwinkle,2000,76000000.0,35100000.0,-0.5381578947368421,2000-06-30 00:00:00,6.0,2.0,182.0,26.0,1.0,92.0,2.0,[Dennis Virkler],,"""['Rene Russo', 'Jason Alexander', 'Piper Perabo', 'Randy Quaid', 'Robert DeNiro', 'Taraji P. Henson*']""",,['Kenneth Lonergan'],Universal,['Mark Mothersbaugh'],['Thomas E. Ackerman'],['Tiffany Ward']
4793,,w712,,the adventures of tintin ,,135000000.0,374000000.0,1.7703703703703704,,,,,,,,,[Michael Kahn],"""[Nickelodeon Movies, Amblin Entertainment, The Kennedy/Marshall Company, WingNut Films, DW Studios, Hemisphere Media Capital]""",,,,,,,
4794,b12278,w732,o20119,the affair of the necklace,2001,30000000.0,471210.0,-0.9842930000000001,2001-11-30 00:00:00,11.0,4.0,334.0,47.0,0.0,118.0,4.0,[David Moritz],[Alcon Entertainment],"""['Hilary Swank', 'Jonathan Pryce', 'Simon Baker', 'Adrien Brody', 'Brian Cox', 'Christopher Walken*', 'Hayden Panettiere*']""",['Charles Shyer'],,Warner Bros.,[David Newman],['Ashley Rowe'],"""['Broderick Johnson', 'Andrew A. Kosove', 'Charles Shyer']"""
4795,,w743,o14040,the affairs of dobie gillis,14-Aug-53,470000.0,577000.0,0.2276595744680851,2053-08-14 00:00:00,8.0,3.0,226.0,32.0,0.0,,6.0,[Conrad A. Nervig],,,,,,,,
4796,b12280,w769,,the african queen ,1951,1000000.0,10750000.0,9.75,2051-12-23 00:00:00,12.0,4.0,357.0,51.0,0.0,105.0,6.0,[Ralph Kemplen],"""[Horizon Pictures, Romulus Films Ltd]""","""['Humphrey Bogart', 'Katharine Hepburn', 'Robert Morley', 'Peter Bull', 'Theodore Bikel', 'Walter Gotell', 'Gerald Onn', 'Peter Swanwick', 'Richard Marner']""",['John Huston'],"""['James Agee', 'John Huston']""",United Artists,['Allan Gray'],['Jack Cardiff'],['Sam Spiegel']
4797,b12282,w837,o9002,the age of adaline,2015,25000000.0,65700000.0,1.6280000000000001,2015-04-24 00:00:00,4.0,2.0,114.0,16.0,0.0,113.0,3.0,[Melissa Kent],"""[Lakeshore Entertainment, Sidney Kimmel Entertainment]""","""['Blake Lively', 'Harrison Ford', 'Michiel Huisman', 'Ellen Burstyn', 'Amanda Crew', 'Kathy Baker']""",['Lee Toland Krieger'],"""['J. Mills Goodloe', 'Salvador Paskowitz']""",Lionsgate,['Rob Simonsen'],[David Lanzenberg],"""['Sidney Kimmel', 'Gary Lucchesi', 'Tom Rosenberg']"""
4798,b12283,w842,,the age of innocence (1993 film),1993,34000000.0,32300000.0,-0.05,1993-09-17 00:00:00,9.0,3.0,260.0,37.0,0.0,139.0,2.0,[Thelma Schoonmaker],,"""['Michelle Pfeiffer', 'Winona Ryder', 'Alexis Smith', 'Geraldine Chaplin', 'Mary Beth Hurt', 'Alec McCowen', 'Richard E. Grant', 'Miriam Margolyes', 'Robert Sean Leonard*', 'Sian Phillips*', 'Jonathan Pryce*', 'Michael Gough*', 'Joanne Woodward*', 'Stuart Wilson*', 'Norman Lloyd*']""",['Martin Scorsese'],"""['Jay Cocks', 'Martin Scorsese']""",Columbia,['Elmer Bernstein'],['Michael Ballhaus'],['Barbara De Fina']
4799,b12286,w860,,the agony and the ecstasy ,1965,7175000.0,8000000.0,0.11498257839721256,2065-10-07 00:00:00,10.0,4.0,280.0,40.0,0.0,138.0,6.0,[Samuel E. Beetley],"""[International Classics, Dino de Laurentiis Cinematografica, CinecittaÌ]""","""['Charlton Heston', 'Rex Harrison', 'Diane Cilento', 'Harry Andrews']""",['Carol Reed'],"""['Philip Dunne', 'Irving Stone* ']""",Fox,['Alex North'],['Leon Shamroy'],['Carol Reed']
4800,b12289,w896,o2364,the air up there,1994,17080000.0,21011318.0,0.2301708430913349,1994-01-07 00:00:00,1.0,1.0,7.0,1.0,1.0,,2.0,[Michael A. Polakow],"""[Hollywood Pictures, Interscope Communications, PolyGram Filmed Entertainment, Nomura Babcock & Brown]""",['Kevin Bacon'],['Paul Michael Glaser'],,Miramax,[David Newman],['Dick Pope'],"""['Ted Field', 'Scott Kroopf']"""
