,Domestic,Foreign,Total Lifetime Gross,Worldwide,Link,Name
4802,"$6,640,346",,,,http://www.boxofficemojo.com/movies/?id=freshhorses.htm,Fresh Horses
4803,"$10,718",,,,http://www.boxofficemojo.com/movies/?id=freshmanorientation.htm,Freshman Orientation
4804,"$25,885,000","$30,413,474",,"$56,298,474",http://www.boxofficemojo.com/movies/?id=frida.htm,Frida
4805,"$27,467,564","$748,354",,"$28,215,918",http://www.boxofficemojo.com/movies/?id=friday.htm,Friday
4806,"$33,253,609","$273,226",,"$33,526,835",http://www.boxofficemojo.com/movies/?id=fridayafternext.htm,Friday After Next
4807,"$156,918",,,,http://www.boxofficemojo.com/movies/?id=fridaynight.htm,Friday Night
4808,"$61,255,921","$694,849",,"$61,950,770",http://www.boxofficemojo.com/movies/?id=fridaynightlights.htm,Friday Night Lights
4809,"$39,754,601",,,,http://www.boxofficemojo.com/movies/?id=friday13th.htm,Friday the 13th (1980)
4810,"$65,002,019","$26,377,032",,"$91,379,051",http://www.boxofficemojo.com/movies/?id=fridaythe13th09.htm,Friday the 13th (2009)
4811,,,No Total Lifetime Gross Information,,http://www.boxofficemojo.com/movies/?id=friday2015.htm,Friday the 13th (2016)
4812,"$21,930,418",,,,http://www.boxofficemojo.com/movies/?id=friday13th5.htm,Friday the 13th - Part V
4813,"$21,722,776",,,,http://www.boxofficemojo.com/movies/?id=friday13th2.htm,Friday the 13th Part 2
4814,,,No Total Lifetime Gross Information,,http://www.boxofficemojo.com/movies/?id=fridaythe13th210.htm,Friday the 13th Part 2 in 3D
4815,"$36,690,067",,,,http://www.boxofficemojo.com/movies/?id=friday13th3.htm,Friday the 13th Part III
4816,"$36,690,067",,,,http://www.boxofficemojo.com/movies/?id=friday13th383.htm,Friday the 13th Part III (Re-issue)
4817,"$19,472,057",,,,http://www.boxofficemojo.com/movies/?id=friday13th6.htm,Friday the 13th Part VI
4818,"$19,170,001",,,,http://www.boxofficemojo.com/movies/?id=friday13th7.htm,Friday the 13th Part VII
4819,"$14,343,976",,,,http://www.boxofficemojo.com/movies/?id=friday13th8.htm,Friday the 13th Part VIII
4820,"$32,980,880",,,,http://www.boxofficemojo.com/movies/?id=friday13th4.htm,Friday the 13th: Final Chapter
4821,"$82,418,501","$37,000,000",,"$119,418,501",http://www.boxofficemojo.com/movies/?id=friedgreentomatoes.htm,Fried Green Tomatoes
4822,,,No Total Lifetime Gross Information,,http://www.boxofficemojo.com/movies/?id=friendrequest.htm,Friend Request
4823,,,No Total Lifetime Gross Information,,http://www.boxofficemojo.com/movies/?id=friendedtodeath.htm,Friended to Death
4824,"$127,212",,,,http://www.boxofficemojo.com/movies/?id=friendsandfamily.htm,Friends and Family
4825,"$33,543",,,,http://www.boxofficemojo.com/movies/?id=friendsandlovers.htm,Friends and Lovers
4826,"$20,136",,,,http://www.boxofficemojo.com/movies/?id=friendsandromans.htm,Friends and Romans
4827,"$55,802,754","$93,739,491",,"$149,542,245",http://www.boxofficemojo.com/movies/?id=friendswithbenefits10.htm,Friends with Benefits
4828,"$7,251,073","$5,768,000",,"$13,019,073",http://www.boxofficemojo.com/movies/?id=friendswithkids.htm,Friends with Kids
4829,"$13,368,437","$4,876,807",,"$18,245,244",http://www.boxofficemojo.com/movies/?id=friendswithmoney.htm,Friends with Money
4830,"$24,922,237",,,,http://www.boxofficemojo.com/movies/?id=frightnight.htm,Fright Night
4831,"$18,302,607","$22,700,000",,"$41,002,607",http://www.boxofficemojo.com/movies/?id=frightnight2011.htm,Fright Night (2011)
4832,"$2,983,784",,,,http://www.boxofficemojo.com/movies/?id=frightnight2.htm,Fright Night II
4833,"$87,433",,,,http://www.boxofficemojo.com/movies/?id=frisk.htm,Frisk
4834,"$35,566",,,,http://www.boxofficemojo.com/movies/?id=m2013.htm,Fritz Lang's 'M' (2013 re-release)
4835,"$12,156",,,,http://www.boxofficemojo.com/movies/?id=fritzlangsdestiny2016.htm,Fritz Lang's Destiny (2016 re-release)
4836,"$21,589",,,,http://www.boxofficemojo.com/movies/?id=frogsforsnakes.htm,Frogs for Snakes
4837,"$30,169",n/a,,"$30,169",http://www.boxofficemojo.com/movies/?id=fromafar.htm,From Afar
4838,"$144,123",,,,http://www.boxofficemojo.com/movies/?id=frombeneath.htm,From Beneath
4839,"$1,261,000",,,,http://www.boxofficemojo.com/movies/?id=frombeyond.htm,From Beyond
4840,"$25,836,616",,,,http://www.boxofficemojo.com/movies/?id=fromdusktilldawn.htm,From Dusk Till Dawn
4841,"$31,602,566","$42,955,549",,"$74,558,115",http://www.boxofficemojo.com/movies/?id=fromhell.htm,From Hell
4842,"$36,416",,,,http://www.boxofficemojo.com/movies/?id=fromheretoeternity03.htm,From Here to Eternity (50th Anniversary)
4843,"$4,928,883",,,,http://www.boxofficemojo.com/movies/?id=fromjustintokelly.htm,From Justin to Kelly
4844,"$1,205,934",,,,http://www.boxofficemojo.com/movies/?id=frommaotomozart.htm,From Mao to Mozart
4845,"$5,247",,,,http://www.boxofficemojo.com/movies/?id=frommayerlingtosarajevo.htm,From Mayerling to Sarajevo (2015 re-issue)
4846,"$548,787",$708,,"$549,495",http://www.boxofficemojo.com/movies/?id=frommexicowithlove.htm,From Mexico with Love
4847,"$24,077,427","$28,749,167",,"$52,826,594",http://www.boxofficemojo.com/movies/?id=frompariswithlove.htm,From Paris with Love
4848,"$3,033,623","$123,276",,"$3,156,899",http://www.boxofficemojo.com/movies/?id=frompradatonada.htm,From Prada to Nada
4849,"$24,796,765",,,,http://www.boxofficemojo.com/movies/?id=fromrussiawithlove.htm,"From Russia, with Love"
4850,"$1,002,895","$60,034,949",,"$61,037,844",http://www.boxofficemojo.com/movies/?id=fromuponpoppyhill.htm,From Up on Poppy Hill
4851,"$2,436",,,,http://www.boxofficemojo.com/movies/?id=fromtheeast.htm,From the East
4852,"$9,518,342",,,,http://www.boxofficemojo.com/movies/?id=fromthehip.htm,From the Hip
4853,,,No Total Lifetime Gross Information,,http://www.boxofficemojo.com/movies/?id=fromtherough.htm,From the Rough
4854,,,No Total Lifetime Gross Information,,http://www.boxofficemojo.com/movies/?id=fromthisdayforward.htm,From this Day Forward
4855,"$26,409",,,,http://www.boxofficemojo.com/movies/?id=frontcover.htm,Front Cover
4856,"$59,696",,,,http://www.boxofficemojo.com/movies/?id=frontera.htm,Frontera
4857,"$26,976",,,,http://www.boxofficemojo.com/movies/?id=frontrunners.htm,Frontrunners
4858,"$18,622,031","$8,804,304",,"$27,426,335",http://www.boxofficemojo.com/movies/?id=frostnixon.htm,Frost/Nixon
4859,"$400,738,009","$875,742,326",,"$1,276,480,335",http://www.boxofficemojo.com/movies/?id=frozen2013.htm,Frozen
4860,"$246,176","$2,904,910",,"$3,151,086",http://www.boxofficemojo.com/movies/?id=frozen.htm,Frozen (2010)
4861,"$2,511,476","$2,902,807",,"$5,414,283",http://www.boxofficemojo.com/movies/?id=frozenriver.htm,Frozen River
4862,"$16,101,339","$1,284,491",,"$17,385,830",http://www.boxofficemojo.com/movies/?id=fruitvale.htm,Fruitvale Station
4863,"$32,465",,,,http://www.boxofficemojo.com/movies/?id=fuel.htm,Fuel
4864,"$635,783","$208,162",,"$843,945",http://www.boxofficemojo.com/movies/?id=fugitivepieces.htm,Fugitive Pieces
4865,"$125,279",,,,http://www.boxofficemojo.com/movies/?id=fukrey.htm,Fukrey
4866,"$12,306",,,,http://www.boxofficemojo.com/movies/?id=fullbattlerattle.htm,Full Battle Rattle
4867,"$2,512,846","$925,958",,"$3,438,804",http://www.boxofficemojo.com/movies/?id=fullfrontal.htm,Full Frontal
4868,"$13,716",,,,http://www.boxofficemojo.com/movies/?id=fullgrownmen.htm,Full Grown Men
4869,"$46,357,676",,,,http://www.boxofficemojo.com/movies/?id=fullmetaljacket.htm,Full Metal Jacket
4870,"$450,726",,,,http://www.boxofficemojo.com/movies/?id=fullmooninbluewater.htm,Full Moon in Blue Water
4871,"$15,726",,,,http://www.boxofficemojo.com/movies/?id=fullmooninparis.htm,Full Moon in Paris
4872,"$14,273","$472,449",,"$486,722",http://www.boxofficemojo.com/movies/?id=nothingbutthetruth.htm,Full of It
4873,"$15,313",,,,http://www.boxofficemojo.com/movies/?id=fulltiltboogie.htm,Full-Tilt Boogie
4874,"$177,802",,,,http://www.boxofficemojo.com/movies/?id=fullmetalalchemist2012.htm,Fullmetal Alchemist: The Sacred Star of Milos
4875,"$23,124",n/a,,"$23,124",http://www.boxofficemojo.com/movies/?id=fulltimekiller.htm,Fulltime Killer
4876,"$9,409,538","$2,007,824",,"$11,417,362",http://www.boxofficemojo.com/movies/?id=funsize.htm,Fun Size
4877,"$110,332,737","$91,693,375",,"$202,026,112",http://www.boxofficemojo.com/movies/?id=funwithdickandjane.htm,Fun with Dick and Jane
4878,"$8,141,292",,,,http://www.boxofficemojo.com/movies/?id=funnyaboutlove.htm,Funny About Love
4879,"$532,268",,,,http://www.boxofficemojo.com/movies/?id=funnybones.htm,Funny Bones
4880,"$25,537,221",,,,http://www.boxofficemojo.com/movies/?id=funnyfarm.htm,Funny Farm
4881,"$1,294,919","$6,643,953",,"$7,938,872",http://www.boxofficemojo.com/movies/?id=funnygames.htm,Funny Games
4882,"$52,223,306",,,,http://www.boxofficemojo.com/movies/?id=funnygirl.htm,Funny Girl
4883,"$52,223,306",,,,http://www.boxofficemojo.com/movies/?id=funnygirl01.htm,Funny Girl (re-issue)
4884,"$77,070","$5,550",,"$82,620",http://www.boxofficemojo.com/movies/?id=funnyhaha.htm,Funny Ha Ha
4885,"$39,000,000",,,,http://www.boxofficemojo.com/movies/?id=funnylady.htm,Funny Lady
4886,"$2,844","$28,446",,"$31,290",http://www.boxofficemojo.com/movies/?id=funnymoney.htm,Funny Money
4887,"$51,855,045","$19,730,190",,"$71,585,235",http://www.boxofficemojo.com/movies/?id=funnypeople.htm,Funny People
4888,"$223,202","$2,082,639",,"$2,305,841",http://www.boxofficemojo.com/movies/?id=fur.htm,Fur: An Imaginary Portrait of Diane Arbus
4889,"$353,007,020","$1,163,038,891",,"$1,516,045,911",http://www.boxofficemojo.com/movies/?id=fast7.htm,Furious 7
4890,"$17,630,465","$18,606,245",,"$36,236,710",http://www.boxofficemojo.com/movies/?id=furryvengeance.htm,Furry Vengeance
4891,,,No Total Lifetime Gross Information,,http://www.boxofficemojo.com/movies/?id=fury.htm,Fury
4892,"$85,817,906","$126,000,000",,"$211,817,906",http://www.boxofficemojo.com/movies/?id=fury2014.htm,Fury (2014)
4893,,,No Total Lifetime Gross Information,,http://www.boxofficemojo.com/movies/?id=furyatfurnacecreek.htm,Fury at Furnace Creek
4894,"$81,280",,,,http://www.boxofficemojo.com/movies/?id=futureoffood.htm,Future of Food
4895,"$20,262",,,,http://www.boxofficemojo.com/movies/?id=futurobeach.htm,Futuro Beach
4896,"$3,020,784",n/a,,"$3,020,784",http://www.boxofficemojo.com/movies/?id=g.htm,G
4897,"$119,436,770","$173,381,071",,"$292,817,841",http://www.boxofficemojo.com/movies/?id=g-force.htm,G-Force
4898,,,No Total Lifetime Gross Information,,http://www.boxofficemojo.com/movies/?id=gbf.htm,G.B.F.
4899,"$48,169,156",,,,http://www.boxofficemojo.com/movies/?id=gijane.htm,G.I. Jane
4900,"$8,593",,,,http://www.boxofficemojo.com/movies/?id=gijesus.htm,G.I. Jesus
4901,"$122,523,060","$253,217,645",,"$375,740,705",http://www.boxofficemojo.com/movies/?id=gijoe2.htm,G.I. Joe: Retaliation
4902,"$150,201,498","$152,267,519",,"$302,469,017",http://www.boxofficemojo.com/movies/?id=gijoe.htm,G.I. Joe: The Rise of Cobra
4903,"$47,558",,,,http://www.boxofficemojo.com/movies/?id=gmoomg.htm,GMO OMG
4904,"$534,601",n/a,,"$534,601",http://www.boxofficemojo.com/movies/?id=gabbarisback.htm,Gabbar is Back
4905,"$532,629",,,,http://www.boxofficemojo.com/movies/?id=gabbeh.htm,Gabbeh
4906,"$19,337",,,,http://www.boxofficemojo.com/movies/?id=gabo.htm,Gabo: The Creation of Gabriel Garcia Marquez
4907,"$5,917",,,,http://www.boxofficemojo.com/movies/?id=gabriel.htm,Gabriel
4908,"$2,335,352",,,,http://www.boxofficemojo.com/movies/?id=gabriela.htm,Gabriela
4909,"$1,318,839",,,,http://www.boxofficemojo.com/movies/?id=gabriela84.htm,Gabriela (1984)
4910,"$332,829","$2,442,482",,"$2,775,311",http://www.boxofficemojo.com/movies/?id=gabrielle.htm,Gabrielle
4911,"$5,534","$222,000",,"$227,534",http://www.boxofficemojo.com/movies/?id=gabrielle2014.htm,Gabrielle (2014)
4912,"$125,400",,,,http://www.boxofficemojo.com/movies/?id=gabyatruestory.htm,Gaby: A True Story
4913,"$233,007","$11,987,449",,"$12,220,456",http://www.boxofficemojo.com/movies/?id=gainsbourg.htm,Gainsbourg: A Heroic Life
4914,"$18,576,364","$10,706,774",,"$29,283,138",http://www.boxofficemojo.com/movies/?id=galapagosimax.htm,Galapagos (IMAX)
4915,"$71,583,916","$19,100,000",,"$90,683,916",http://www.boxofficemojo.com/movies/?id=galaxyquest.htm,Galaxy Quest
4916,"$5,732,587",,,,http://www.boxofficemojo.com/movies/?id=gallipoli.htm,Gallipoli
4917,,,No Total Lifetime Gross Information,,http://www.boxofficemojo.com/movies/?id=gambit2016.htm,Gambit
4918,n/a,"$10,200,000",,"$10,200,000",http://www.boxofficemojo.com/movies/?id=gambit.htm,Gambit (2014)
4919,"$139,528",n/a,,"$139,528",http://www.boxofficemojo.com/movies/?id=game2011.htm,Game (2011)
4920,"$129,664",,,,http://www.boxofficemojo.com/movies/?id=game6.htm,Game 6
4921,,,No Total Lifetime Gross Information,,http://www.boxofficemojo.com/movies/?id=gameover04.htm,Game Over: Kasparov and the Machine
4922,"$1,896,092",,,,http://www.boxofficemojo.com/movies/?id=gameofthronesimax.htm,Game of Thrones (IMAX)
4923,"$20,534,907","$20,293,633",,"$40,828,540",http://www.boxofficemojo.com/movies/?id=game09.htm,Gamer
4924,"$113,622",,,,http://www.boxofficemojo.com/movies/?id=gamespeopleplay.htm,Games People Play: New York
4925,"$8,085",,,,http://www.boxofficemojo.com/movies/?id=gamesofloveandchance.htm,Games of Love and Chance (L'Esquive)
4926,"$52,767,889",,,,http://www.boxofficemojo.com/movies/?id=gandhi.htm,Gandhi
4927,"$242,967","$1,740,939",,"$1,983,906",http://www.boxofficemojo.com/movies/?id=gandhimyfather.htm,Gandhi My Father
4928,"$5,906,773",,,,http://www.boxofficemojo.com/movies/?id=gangrelated.htm,Gang Related
4929,"$5,906",,,,http://www.boxofficemojo.com/movies/?id=gangofghosts.htm,Gang of Ghosts
4930,"$30,497",,,,http://www.boxofficemojo.com/movies/?id=gangofroses.htm,Gang of Roses
4931,"$18,022",n/a,,"$18,022",http://www.boxofficemojo.com/movies/?id=gangnam1970.htm,Gangnam 1970
4932,"$77,812,000","$115,960,504",,"$193,772,504",http://www.boxofficemojo.com/movies/?id=gangsofnewyork.htm,Gangs of New York
4933,"$30,915",,,,http://www.boxofficemojo.com/movies/?id=gangsterno1.htm,Gangster No. 1
4934,"$46,000,903","$59,200,000",,"$105,200,903",http://www.boxofficemojo.com/movies/?id=gangstersquad.htm,Gangster Squad
4935,"$7,294",,,,http://www.boxofficemojo.com/movies/?id=gangstersparadise.htm,Gangster's Paradise: Jerusalema
4936,"$32,500",n/a,,"$32,500",http://www.boxofficemojo.com/movies/?id=garagedays.htm,Garage Days
4937,"$1,007,943",,,,http://www.boxofficemojo.com/movies/?id=garammasala.htm,Garam Masala
4938,"$1,493,782",,,,http://www.boxofficemojo.com/movies/?id=garbotalks.htm,Garbo Talks
4939,"$28,563",,,,http://www.boxofficemojo.com/movies/?id=garbo.htm,Garbo: The Spy
4940,"$151,702",,,,http://www.boxofficemojo.com/movies/?id=garconstupide.htm,Garcon Stupide
4941,"$21,886",,,,http://www.boxofficemojo.com/movies/?id=gardenparty.htm,Garden Party
4942,"$26,782,316","$9,043,000",,"$35,825,316",http://www.boxofficemojo.com/movies/?id=gardenstate.htm,Garden State
4943,"$5,262,047",,,,http://www.boxofficemojo.com/movies/?id=gardensofstone.htm,Gardens of Stone
4944,"$11,436",,,,http://www.boxofficemojo.com/movies/?id=gardensofthenight.htm,Gardens of the Night
4945,"$28,426,747","$113,275,517",,"$141,702,264",http://www.boxofficemojo.com/movies/?id=garfield2.htm,Garfield: A Tail of Two Kitties
4946,"$75,369,589","$125,434,945",,"$200,804,534",http://www.boxofficemojo.com/movies/?id=garfield.htm,Garfield: The Movie
4947,"$19,402",,,,http://www.boxofficemojo.com/movies/?id=garmento.htm,Garmento
4948,,,No Total Lifetime Gross Information,,http://www.boxofficemojo.com/movies/?id=garnetsgold.htm,Garnet's Gold
4949,"$2,869,425",,,,http://www.boxofficemojo.com/movies/?id=gas.htm,Gas
4950,"$1,342,613",,,,http://www.boxofficemojo.com/movies/?id=gasfoodlodging.htm,Gas Food Lodging
4951,"$30,846","$18,582",,"$49,428",http://www.boxofficemojo.com/movies/?id=gasland.htm,GasLand
4952,"$11,023",,,,http://www.boxofficemojo.com/movies/?id=gasoline.htm,Gasoline
4953,"$2,032,973",,,,http://www.boxofficemojo.com/movies/?id=gate2.htm,Gate II
4954,,,No Total Lifetime Gross Information,,http://www.boxofficemojo.com/movies/?id=gator.htm,Gator
4955,"$12,532,777",,,,http://www.boxofficemojo.com/movies/?id=gattaca.htm,Gattaca
4956,"$5,858",n/a,,"$5,858",http://www.boxofficemojo.com/movies/?id=gaudiafternoon.htm,Gaudi Afternoon
4957,"$249,565",,,,http://www.boxofficemojo.com/movies/?id=gaysexinthe70s.htm,Gay Sex in the 70s
4958,"$14,062",,,,http://www.boxofficemojo.com/movies/?id=gayby.htm,Gayby
4959,"$884,664",,,,http://www.boxofficemojo.com/movies/?id=gazbarblues.htm,Gaz Bar Blues
4960,"$191,533",n/a,,"$191,533",http://www.boxofficemojo.com/movies/?id=gemmabovary.htm,Gemma Bovery
4961,"$7,358",,,,http://www.boxofficemojo.com/movies/?id=gendernauts.htm,Gendernauts
4962,"$77,998",,,,http://www.boxofficemojo.com/movies/?id=genealogiesofacrime.htm,Genealogies of a Crime
4963,"$8,601",,,,http://www.boxofficemojo.com/movies/?id=generaleducation.htm,General Education
4964,,,No Total Lifetime Gross Information,,http://www.boxofficemojo.com/movies/?id=generalordersno9.htm,General Orders No. 9
4965,"$151,751",,,,http://www.boxofficemojo.com/movies/?id=generationfound.htm,Generation Found
4966,"$849,521",n/a,,"$849,521",http://www.boxofficemojo.com/movies/?id=generationiron.htm,Generation Iron
4967,"$22,271",,,,http://www.boxofficemojo.com/movies/?id=generationstartup.htm,Generation Startup
4968,"$91,595",,,,http://www.boxofficemojo.com/movies/?id=generationwar.htm,Generation War
4969,"$16,413","$3,122,900",,"$3,139,313",http://www.boxofficemojo.com/movies/?id=genesis.htm,Genesis
4970,"$374,550",,,,http://www.boxofficemojo.com/movies/?id=genghisblues.htm,Genghis Blues
4971,"$3,892","$11,163,609",,"$11,167,501",http://www.boxofficemojo.com/movies/?id=genghiskahanime.htm,Genghis Kahn: To the Ends of the Earth and Sea
4972,"$1,361,045","$4,320,577",,"$5,681,622",http://www.boxofficemojo.com/movies/?id=genius.htm,Genius
4973,"$167,508",,,,http://www.boxofficemojo.com/movies/?id=geniuswithin.htm,Genius Within: The Inner Life of Glenn Gould
4974,"$897,876",n/a,,"$897,876",http://www.boxofficemojo.com/movies/?id=gentleman.htm,Gentleman
4975,,,No Total Lifetime Gross Information,,http://www.boxofficemojo.com/movies/?id=gentlemanjim.htm,Gentleman Jim
4976,"$113,682","$4,810",,"$118,492",http://www.boxofficemojo.com/movies/?id=gentlemenbroncos.htm,Gentlemen Broncos
4977,"$35,855",,,,http://www.boxofficemojo.com/movies/?id=gentlemendonteatpoets.htm,Gentlemen Don't Eat Poets
4978,"$958,961","$4,405,897",,"$5,364,858",http://www.boxofficemojo.com/movies/?id=diaryofthedead.htm,George A. Romero's Diary of the Dead
4979,"$20,700,082","$26,070,520",,"$46,770,602",http://www.boxofficemojo.com/movies/?id=landofthedead.htm,George A. Romero's Land of the Dead
4980,"$101,740","$41,451",,"$143,191",http://www.boxofficemojo.com/movies/?id=survivalofthedead.htm,George A. Romero's Survival of the Dead
4981,"$2,976",,,,http://www.boxofficemojo.com/movies/?id=georgebushgoestoheaven.htm,George Bush Goes to Heaven
4982,"$247,406",n/a,,"$247,406",http://www.boxofficemojo.com/movies/?id=georgewashington.htm,George Washington
4983,"$105,263,257","$69,200,000",,"$174,463,257",http://www.boxofficemojo.com/movies/?id=georgeofthejungle.htm,George of the Jungle
4984,"$1,110,104",,,,http://www.boxofficemojo.com/movies/?id=georgia.htm,Georgia
4985,"$19,103,072","$5,888,095",,"$24,991,167",http://www.boxofficemojo.com/movies/?id=georgiarule.htm,Georgia Rule
4986,,,No Total Lifetime Gross Information,,http://www.boxofficemojo.com/movies/?id=geostorm.htm,Geostorm
4987,"$242,646",n/a,,"$242,646",http://www.boxofficemojo.com/movies/?id=gerhardrichterpainting.htm,Gerhard Richter Painting
4988,"$4,468",,,,http://www.boxofficemojo.com/movies/?id=germanconcentrationcamps.htm,German Concentration Camps Factual Survey
4989,"$38,100",,,,http://www.boxofficemojo.com/movies/?id=germansandjews.htm,Germans &amp; Jews
4990,"$18,635,620",,,,http://www.boxofficemojo.com/movies/?id=geronimoanamericanlegend.htm,Geronimo: An American Legend
4991,"$4,916",,,,http://www.boxofficemojo.com/movies/?id=gerontophilia.htm,Gerontophilia
4992,"$254,683",,,,http://www.boxofficemojo.com/movies/?id=gerry.htm,Gerry
4993,"$44,337",,,,http://www.boxofficemojo.com/movies/?id=getbruce.htm,Get Bruce!
4994,"$14,967,182","$4,445,811",,"$19,412,993",http://www.boxofficemojo.com/movies/?id=getcarter.htm,Get Carter
4995,"$1,645,711",,,,http://www.boxofficemojo.com/movies/?id=getcrazy.htm,Get Crazy
4996,"$90,411,453","$21,400,000",,"$111,811,453",http://www.boxofficemojo.com/movies/?id=gethard.htm,Get Hard
4997,"$60,974,475","$30,287,004",,"$91,261,479",http://www.boxofficemojo.com/movies/?id=gethimtothegreek.htm,Get Him to the Greek
4998,"$9,176,933","$518,349",,"$9,695,282",http://www.boxofficemojo.com/movies/?id=getlow.htm,Get Low
4999,"$30,703,100","$2,745,871",,"$33,448,971",http://www.boxofficemojo.com/movies/?id=getonup.htm,Get On Up
5000,"$168,414,150","$16,046,768",,"$184,460,918",http://www.boxofficemojo.com/movies/?id=blumhouse2.htm,Get Out
5001,"$11,576,464","$8,323,902",,"$19,900,366",http://www.boxofficemojo.com/movies/?id=getoverit.htm,Get Over It
5002,"$1,152,979",n/a,,"$1,152,979",http://www.boxofficemojo.com/movies/?id=getreal.htm,Get Real
5003,"$30,985,352","$15,457,176",,"$46,442,528",http://www.boxofficemojo.com/movies/?id=getrichordietryin.htm,Get Rich or Die Tryin'
5004,,,No Total Lifetime Gross Information,,http://www.boxofficemojo.com/movies/?id=getsanta.htm,Get Santa
5005,"$72,101,622","$43,000,000",,"$115,101,622",http://www.boxofficemojo.com/movies/?id=getshorty.htm,Get Shorty
5006,"$130,319,208","$100,366,245",,"$230,685,453",http://www.boxofficemojo.com/movies/?id=getsmart.htm,Get Smart
5007,"$5,754,249",,,,http://www.boxofficemojo.com/movies/?id=getonthebus.htm,Get on the Bus
5008,,,No Total Lifetime Gross Information,,http://www.boxofficemojo.com/movies/?id=getthegirl.htm,Get the Girl
5009,"$10,501,938",,,,http://www.boxofficemojo.com/movies/?id=getaway2013.htm,Getaway (2013)
5010,"$988,150",n/a,,"$988,150",http://www.boxofficemojo.com/movies/?id=gett.htm,Gett: The Trial of Viviane Amsalem
5011,"$197,322",,,,http://www.boxofficemojo.com/movies/?id=gettingawaywithmurder.htm,Getting Away with Murder
5012,"$18,869,594",,,,http://www.boxofficemojo.com/movies/?id=gettingevenwithdad.htm,Getting Even With Dad
5013,"$975,414",,,,http://www.boxofficemojo.com/movies/?id=gettingiton.htm,Getting It On
5014,"$960,385",,,,http://www.boxofficemojo.com/movies/?id=gettingitright.htm,Getting It Right
5015,"$13,300,000",,,,http://www.boxofficemojo.com/movies/?id=gettingstraight.htm,Getting Straight
5016,"$10,769,960",,,,http://www.boxofficemojo.com/movies/?id=gettysburg.htm,Gettysburg
5017,"$2,430,627","$35,885,937",,"$38,316,564",http://www.boxofficemojo.com/movies/?id=ghajini.htm,Ghajini
5018,"$203,044",n/a,,"$203,044",http://www.boxofficemojo.com/movies/?id=ghanchakkar.htm,Ghanchakkar
5019,"$14,034",,,,http://www.boxofficemojo.com/movies/?id=ghettophysics.htm,GhettoPhysics: Will the Real Pimps and Hos Please Stand Up?
5020,"$217,631,306","$288,071,282",,"$505,702,588",http://www.boxofficemojo.com/movies/?id=ghost.htm,Ghost
5021,"$24,707,633","$714,000",,"$25,421,633",http://www.boxofficemojo.com/movies/?id=ghostdad.htm,Ghost Dad
5022,"$3,308,029","$6,072,444",,"$9,380,473",http://www.boxofficemojo.com/movies/?id=ghostdog.htm,Ghost Dog: Way of the Samurai
5023,"$115,802,596","$112,935,797",,"$228,738,393",http://www.boxofficemojo.com/movies/?id=ghostrider.htm,Ghost Rider
5024,"$51,774,002","$80,789,928",,"$132,563,930",http://www.boxofficemojo.com/movies/?id=ghostrider2.htm,Ghost Rider: Spirit of Vengeance
5025,"$30,113,491","$38,236,393",,"$68,349,884",http://www.boxofficemojo.com/movies/?id=ghostship.htm,Ghost Ship
5026,"$23,371,905",,,,http://www.boxofficemojo.com/movies/?id=ghoststory.htm,Ghost Story
5027,"$6,639",,,,http://www.boxofficemojo.com/movies/?id=ghostteam.htm,Ghost Team
5028,"$9,195",,,,http://www.boxofficemojo.com/movies/?id=ghostteamone.htm,Ghost Team One
5029,"$13,367,624","$13,706,868",,"$27,074,492",http://www.boxofficemojo.com/movies/?id=ghosttown.htm,Ghost Town
5030,"$75,000",,,,http://www.boxofficemojo.com/movies/?id=ghosttown98.htm,Ghost Town (1988)
5031,"$6,217,849","$2,546,158",,"$8,764,007",http://www.boxofficemojo.com/movies/?id=ghostworld.htm,Ghost World
5032,"$5,086,909",,,,http://www.boxofficemojo.com/movies/?id=ghostinthemachine.htm,Ghost in the Machine
5033,"$515,905",,,,http://www.boxofficemojo.com/movies/?id=ghostintheshell.htm,Ghost in the Shell
5034,"$37,991,444","$116,571,487",,"$154,562,931",http://www.boxofficemojo.com/movies/?id=ghostintheshell2017.htm,Ghost in the Shell (2017)
5035,"$1,043,896","$8,745,755",,"$9,789,651",http://www.boxofficemojo.com/movies/?id=ghostintheshell2.htm,Ghost in the Shell 2: Innocence
5036,"$101,203",n/a,,"$101,203",http://www.boxofficemojo.com/movies/?id=ghostintheshell2015.htm,Ghost in the Shell: The New Movie
5037,"$242,212,467","$53,000,000",,"$295,212,467",http://www.boxofficemojo.com/movies/?id=ghostbusters.htm,Ghostbusters
5038,"$128,350,574","$100,796,935",,"$229,147,509",http://www.boxofficemojo.com/movies/?id=ghostbusters2016.htm,Ghostbusters (2016)
5039,"$242,212,467",,,,http://www.boxofficemojo.com/movies/?id=ghostbusters2014.htm,Ghostbusters (30th Anniversary re-release)
5040,"$242,212,467",,,,http://www.boxofficemojo.com/movies/?id=ghostbusters85.htm,Ghostbusters (Re-issue)
5041,"$112,494,738","$102,900,000",,"$215,394,738",http://www.boxofficemojo.com/movies/?id=ghostbusters2.htm,Ghostbusters II
5042,"$1,780",,,,http://www.boxofficemojo.com/movies/?id=ghosted.htm,Ghosted
5043,,,No Total Lifetime Gross Information,,http://www.boxofficemojo.com/movies/?id=ghosthunters.htm,Ghosthunters
5044,"$48,752","$169,692",,"$218,444",http://www.boxofficemojo.com/movies/?id=ghostsofcitesoleil.htm,Ghosts of Cite Soleil
