key_bom,key_wiki,key_omdb,title,year,budget,gross,revenue
b10011,w30691,o16322,queen of the damned,2002,35000000.0,45479110.0,0.29940314285714287
b10034,w30774,o1180,r.i.p.d.,2013,130000000.0,78324220.0,-0.397506
b10040,w32549,,rv ,2006,50000000.0,87528173.0,0.75056346
b10078,w30893,o11050,raiders of the lost ark,1981,18000000.0,389925971.0,20.662553944444443
b10086,w30909,o11784,rain man,1988,25000000.0,354825435.0,13.1930174
b10089,w30933,o22099,raise your voice,2004,15000000.0,14867514.0,-0.0088324
b10104,w30946,,rambling rose ,1991,7500000.0,6266621.0,-0.16445053333333334
b10108,w30955,o8122,ramona and beezus,2010,15000000.0,27293743.0,0.8195828666666667
b10112,w30963,,ran ,1985,11500000.0,3607393.0,-0.686313652173913
b10128,w30990,,rapa-nui ,1994,20000000.0,305070.0,-0.9847465
b10142,w31036,o2133,ravenous,1999,12000000.0,2062405.0,-0.8281329166666667
b10146,w31052,,ray ,2004,40000000.0,124731534.0,2.11828835
b10149,w31059,o21394,re-animator,1985,900000.0,2023414.0,1.2482377777777778
b10174,w31135,o20088,recess: school's out,2001,23000000.0,44460850.0,0.9330804347826087
b10181,w31167,,red 2 ,2013,84000000.0,148075565.0,0.7628043452380953
b10189,w31185,,red dawn (2012 film),2012,65000000.0,44806783.0,-0.3106648769230769
b10191,w31190,,red dragon ,2002,78000000.0,209196298.0,1.6820038205128205
b10202,w31229,,red planet ,2000,80000000.0,33463969.0,-0.5817003875
b10209,w31246,o19110,red rock west,1993,8000000.0,2502551.0,-0.687181125
b10216,w31266,o3484,red tails,2012,58000000.0,50365377.0,-0.13163143103448277
b10219,w31278,o16698,redbelt,2008,7000000.0,2674090.0,-0.6179871428571428
b10221,w31287,o8127,redemption road,2010,2300000.0,29384.0,-0.9872243478260869
b10225,w31297,,reds ,1981,32000000.0,40382659.0,0.26195809375
b10241,w31348,o3902,reign over me,2007,20000000.0,22222308.0,0.1111154
b10242,w31345,,reign of fire ,2002,60000000.0,82150183.0,0.36916971666666665
b10244,w31351,o10683,reindeer games,2000,42000000.0,32168970.0,-0.23407214285714287
b10247,w31367,o16699,religulous,2008,2500000.0,13639115.0,4.455646
b10255,w31394,o10684,remember the titans,2000,30000000.0,136706683.0,3.556889433333333
b10264,w31425,o3903,reno 911!: miami,2007,10000000.0,22021262.0,1.2021262
b10266,w31427,,rent ,2005,40000000.0,31670620.0,-0.2082345
b10272,w31448,o8128,repo men,2010,32000000.0,18409891.0,-0.42469090625
b10281,w31469,o7549,reservoir dogs,1992,1200000.0,2832029.0,1.3600241666666666
b10288,w31471,o3485,resident evil: retribution,2012,65000000.0,240004424.0,2.6923757538461537
b10294,w31481,,restless (2011 film),2011,8000000.0,163265.0,-0.979591875
b10318,w31586,o10685,return to me,2000,24000000.0,36609995.0,0.5254164583333333
b10319,w31587,o16326,return to never land,2002,20000000.0,109862682.0,4.4931341
b10325,w31598,o13812,return to the blue lagoon,1991,11000000.0,2807854.0,-0.7447405454545455
b10349,w31652,,revolutionary road ,2008,35000000.0,75226021.0,1.1493148857142856
b10363,w31712,,richie rich ,1994,40000000.0,38087756.0,-0.0478061
b10365,w31714,o8975,ricki and the flash,2015,18000000.0,41325328.0,1.2958515555555556
b10369,w31715,,riddick ,2013,38000000.0,98337295.0,1.587823552631579
b10372,w31728,,ride along ,2014,25000000.0,154468902.0,5.17875608
b10373,w31729,o5445,ride along 2,2016,40000000.0,124605297.0,2.115132425
b10376,w31748,,ride with the devil ,1999,38000000.0,635096.0,-0.983286947368421
b10387,w31828,o16707,righteous kill,2008,60000000.0,78460699.0,0.3076783166666667
b10389,w31852,,ringmaster ,1998,20000000.0,9257103.0,-0.53714485
b10392,w31863,o10081,rio 2,2014,103000000.0,500101972.0,3.8553589514563105
b10400,w31907,o3488,rise of the guardians,2012,145000000.0,306941670.0,1.1168391034482759
b10402,w31910,o2642,rise of the planet of the apes,2011,93000000.0,481801049.0,4.180656440860215
b10410,w31917,o22411,risky business,1983,6200000.0,63541777.0,9.24867370967742
b10422,w32017,,road trip ,2000,16000000.0,119754278.0,6.484642375
b10426,w32002,o16327,road to perdition,2002,80000000.0,181001478.0,1.262518475
b10440,w32076,o13813,robin hood: prince of thieves,1991,48000000.0,390493908.0,7.13528975
b10442,w32083,,robocop (2014 film),2014,100000000.0,242688965.0,1.42688965
b10443,w32082,o1432,robocop,1987,13000000.0,53424681.0,3.109590846153846
b10445,w32085,o19113,robocop 3,1993,22000000.0,10696210.0,-0.5138086363636364
b10466,w32135,,rocket science ,2007,6000000.0,759676.0,-0.8733873333333333
b10481,w32166,o15920,roger & me,1989,160000.0,7706368.0,47.1648
b10503,w32256,o10688,romeo must die,2000,25000000.0,91036760.0,2.6414704
b10540,w32401,o18835,royal kill,10-Apr,350000.0,50090.0,-0.8568857142857143
b10553,w32435,o9778,rugrats go wild,2003,25000000.0,55405066.0,1.21620264
b10554,w32436,o10689,rugrats in paris: the movie,2000,30000000.0,103291131.0,2.4430377
b10556,w32441,,rules of engagement ,2000,60000000.0,71732303.0,0.19553838333333334
b10557,w32446,o22413,rumble fish,1983,10000000.0,2494480.0,-0.750552
b10561,w32456,,run all night ,2015,50000000.0,71661644.0,0.43323288
b10568,w32475,,runaway bride ,1999,70000000.0,309457509.0,3.4208215571428573
b10569,w32479,o9779,runaway jury,2003,60000000.0,80154140.0,0.33590233333333336
b10572,w32484,o1188,runner runner,2013,30000000.0,62675095.0,1.0891698333333333
b10574,w32490,o22414,running brave,4-Nov,8000000.0,3000000.0,-0.625
b10578,w32501,,running scared (2006 film),2006,15000000.0,9380029.0,-0.37466473333333333
b10586,w32514,,rush (2013 film),2013,38000000.0,90247624.0,1.3749374736842106
b10588,w32518,o20091,rush hour 2,2001,90000000.0,347325802.0,2.8591755777777776
b10589,w32519,o3909,rush hour 3,2007,140000000.0,258022233.0,0.84301595
b10590,w32523,,rushmore ,1998,9000000.0,17105219.0,0.9005798888888888
b10604,w37003,,s.w.a.t. ,2003,80000000.0,207725639.0,1.5965704875
b10632,w32613,o13607,safe men,7-Aug,1000000.0,45724.0,-0.954276
b10661,w32720,,salvador ,1986,4500000.0,1500000.0,-0.6666666666666666
b10664,w32724,o2647,salvation boulevard,2011,5500000.0,28468.0,-0.994824
b10672,w32759,,san andreas ,2015,110000000.0,473990832.0,3.3090075636363636
b10713,w32900,o5450,sausage party,2016,19000000.0,140705322.0,6.405543263157894
b10717,w32924,,savages (2012 film),2012,45000000.0,82966152.0,0.8436922666666666
b10724,w32939,o22106,saved!,2004,5000000.0,10156933.0,1.0313866
b10729,w32948,o1192,saving mr. banks,2013,35000000.0,117867984.0,2.3676566857142856
b10732,w32950,o13608,saving private ryan,1998,70000000.0,481840909.0,5.8834415571428575
b10734,w32954,o20093,saving silverman,2001,22000000.0,26086706.0,0.18575936363636364
b10738,w32964,,saw 3d,2010,20000000.0,136150434.0,5.8075217
b10739,w32959,o18382,saw ii,2005,4000000.0,147748505.0,35.93712625
b10740,w32960,o20470,saw iii,2006,10000000.0,164874275.0,15.4874275
b10742,w32962,o16712,saw v,2008,10800000.0,113864059.0,9.542968425925926
b10743,w32963,o18839,saw vi,2009,11000000.0,68233629.0,5.203057181818182
b10746,w32977,,say it isn't so ,2001,25000000.0,12320393.0,-0.50718428
b10756,w33055,o10691,scary movie,2000,19000000.0,278019771.0,13.63261952631579
b10757,w33057,o20095,scary movie 2,2001,45000000.0,141220678.0,2.138237288888889
b10758,w33056,o9780,scary movie 3,2003,48000000.0,220673217.0,3.5973586875
b10763,w33072,o13818,scenes from a mall,1991,3000000.0,9563393.0,2.1877976666666665
b10767,w33087,o19117,schindler's list,1993,22000000.0,321306305.0,13.604832045454545
b10772,w33097,,school for scoundrels (2006 film),2006,35000000.0,23947685.0,-0.3157804285714286
b10774,w33100,o9781,school of rock,2003,35000000.0,131282949.0,2.7509414
b10779,w33109,,scooby-doo ,2002,84000000.0,275650703.0,2.281555988095238
b10787,w33161,o8982,scouts guide to the zombie apocalypse,2015,15000000.0,16137046.0,0.07580306666666667
b10790,w33178,o6489,scream 2,1997,24000000.0,172363301.0,6.181804208333333
b10791,w33179,o10692,scream 3,2000,40000000.0,161834276.0,3.0458569
b10792,w33180,o2650,scream 4,2011,40000000.0,97138686.0,1.42846715
b10806,w33250,,seabiscuit ,2003,87000000.0,148336445.0,0.7050166091954023
b10809,w33261,,search and destroy ,1995,4000000.0,389503.0,-0.90262425
b10814,w33290,,season of the witch (2011 film),2011,40000000.0,91627228.0,1.2906807
b10820,w33329,o9782,secondhand lions,2003,30000000.0,47902566.0,0.5967522
b10826,w33418,o22109,secret window,2004,40000000.0,92913171.0,1.322829275
b10827,w33421,,secretariat ,2010,35000000.0,60251371.0,0.7214677428571429
b10838,w33472,o22110,seed of chucky,12-Nov,12000000.0,24829644.0,1.069137
b10843,w33488,o3501,seeking a friend for the end of the world,2012,10000000.0,9636289.0,-0.0363711
b10864,w33547,o3918,september dawn,2007,11000000.0,1066555.0,-0.9030404545454546
b10873,w33573,,sergeant york ,1941,1400000.0,16361885.0,10.687060714285714
b10876,w33580,o2351,serial mom,1994,13000000.0,7820688.0,-0.39840861538461536
b10881,w33598,o16334,serving sara,2002,29000000.0,20146150.0,-0.3053051724137931
b10884,w33604,,set it off ,1996,9000000.0,41590886.0,3.6212095555555557
b10892,w33639,o3502,seven psychopaths,yes,15000000.0,19422261.0,0.2948174
b10902,w33685,,sex drive ,2008,19000000.0,18755936.0,-0.012845473684210526
b10906,w33696,,sex tape ,2014,40000000.0,126069509.0,2.151737725
b10910,w33677,,sex and the city ,2008,65000000.0,415253641.0,5.388517553846154
b10911,w33678,o8137,sex and the city 2,2010,100000000.0,288347692.0,1.88347692
b10920,w33710,,sgt. pepper's lonely hearts club band ,1978,18000000.0,20378470.0,0.1321372222222222
b10943,w33771,o13819,shadows and fog,1991,14000000.0,2735731.0,-0.8045906428571429
b10960,w33816,o20101,shallow hal,2001,40000000.0,141069860.0,2.5267465
b10967,w33832,o9784,shanghai knights,2003,50000000.0,88323487.0,0.76646974
b10968,w33834,o10696,shanghai noon,2000,55000000.0,99274467.0,0.8049903090909091
b10975,w33857,o2659,shark night,2011,25000000.0,40136479.0,0.60545916
b10976,w33859,o22113,shark tale,2004,75000000.0,367275019.0,3.897000253333333
b10988,w33940,o2138,she's all that,1999,10000000.0,103166989.0,9.3166989
b10996,w33955,o8140,she's out of my league,2010,20000000.0,49779728.0,1.4889864
b10998,w33957,o20478,she's the man,2006,20000000.0,57194667.0,1.85973335
b11007,w34005,,sherlock holmes (2009 film),2009,90000000.0,524028679.0,4.822540877777778
b11028,w34076,,shoot 'em up ,2007,39000000.0,26820641.0,-0.3122912564102564
b11062,w34183,o20739,showgirls,1995,45000000.0,20350754.0,-0.5477610222222222
b11064,w34185,,showtime ,2002,85000000.0,77741732.0,-0.08539138823529412
b11065,w34189,o20102,shrek,2001,60000000.0,484409218.0,7.073486966666667
b11066,w34195,o22117,shrek 2,2004,150000000.0,919838758.0,5.132258386666667
b11067,w34190,o8141,shrek forever after,2010,165000000.0,752600867.0,3.561217375757576
b11068,w34194,o3925,shrek the third,2007,160000000.0,798958162.0,3.9934885125
b11077,w34211,,shutter island ,2010,80000000.0,294804195.0,2.6850524375
b11083,w34224,o3927,sicko,2007,9000000.0,36088109.0,3.0097898888888888
b11092,w34244,o22118,sideways,2004,16000000.0,109706931.0,5.8566831875
b11098,w34267,,signs ,2002,72000000.0,408247917.0,4.670109958333334
b11105,w34286,o2353,silent fall,1994,30000000.0,3180674.0,-0.8939775333333333
b11124,w34353,o3505,silver linings playbook,2012,21000000.0,236412453.0,10.257735857142857
b11136,w34391,,simply irresistible ,1999,6000000.0,4398989.0,-0.2668351666666667
b11137,w34397,,sin city ,2005,40000000.0,158753820.0,2.9688455
b11140,w34415,o9787,sinbad: legend of the seven seas,2003,60000000.0,80767884.0,0.3461314
b11159,w34476,,sinister ,2012,3000000.0,77712439.0,24.904146333333333
b11160,w34477,o8988,sinister 2,2015,10000000.0,52882018.0,4.2882018
b11202,w34644,o22123,sky captain and the world of tomorrow,2004,70000000.0,57958696.0,-0.17201862857142858
b11209,w34685,,slackers ,2002,14000000.0,6413915.0,-0.5418632142857143
b11227,w34768,o13822,sleeping with the enemy,1991,19000000.0,174999005.0,8.21047394736842
b11230,w34769,o19122,sleepless in seattle,1993,21000000.0,227799884.0,9.847613523809525
b11236,w34779,,sleepy hollow ,1999,100000000.0,206071502.0,1.06071502
b11241,w34796,o13619,sliding doors,1998,6000000.0,11841544.0,0.9735906666666667
b11256,w34852,o10700,small time crooks,2000,25000000.0,29934477.0,0.19737908
b11283,w34950,o20484,snakes on a plane,2006,33000000.0,62022014.0,0.8794549696969697
b11294,w34979,,snow day ,2000,13000000.0,62464731.0,3.8049793076923075
b11295,w34981,o16339,snow dogs,2002,33000000.0,115035090.0,2.485911818181818
b11296,w34983,,snow falling on cedars ,1999,35000000.0,23049593.0,-0.3414402
b11297,w34984,,snow flower and the secret fan ,2011,6000000.0,11348205.0,0.8913675
b11299,w34995,o3511,snow white and the huntsman,2012,170000000.0,396592829.0,1.332898994117647
b11305,w35012,,snowden ,2016,40000000.0,37279439.0,-0.068014025
b11352,w35183,,someone like you ,2001,23000000.0,38689940.0,0.6821713043478261
b11366,w35220,,something's gotta give ,2003,80000000.0,266728738.0,2.334109225
b11367,w35227,,somewhere ,2010,7000000.0,13936909.0,0.990987
b11382,w35272,o18395,son of the mask,2005,84000000.0,57552641.0,-0.3148495119047619
b11403,w35357,o16341,sorority boys,2002,12000000.0,12517488.0,0.043124
b11405,w35363,o18852,sorority row,2009,12500000.0,27206120.0,1.1764896
b11407,w35378,,soul food ,1997,7500000.0,43700855.0,4.826780666666667
b11411,w35394,o22127,soul plane,2004,16000000.0,14822346.0,-0.073603375
b11413,w35397,,soul surfer ,2011,18000000.0,47088990.0,1.616055
b11414,w35398,o20106,soul survivors,2001,17000000.0,4299141.0,-0.7471093529411764
b11422,w35423,o2672,source code,2011,32000000.0,147332697.0,3.60414678125
b11425,w35444,o2143,"""south park: bigger, longer & uncut""",1999,21000000.0,83137603.0,2.958933476190476
b11432,w35461,,southpaw ,2015,30000000.0,91970827.0,2.0656942333333332
b11437,w35477,o16727,space chimps,2008,37000000.0,64834964.0,0.7522963243243244
b11438,w35480,o10704,space cowboys,2000,65000000.0,128884132.0,0.9828328
b11446,w35499,o22419,spacehunter: adventures in the forbidden zone,1983,14400000.0,16478265.0,0.14432395833333334
b11447,w35505,,spanglish ,2004,80000000.0,55041367.0,-0.3119829125
b11449,w35518,o2357,spanking the monkey,1994,200000.0,1359736.0,5.79868
b11454,w35528,,sparkle (2012 film),2012,14000000.0,24637469.0,0.7598192142857143
b11457,w35534,,spartacus ,1960,12000000.0,60000000.0,4.0
b11460,w35537,,spawn ,1997,40000000.0,87840042.0,1.19600105
b11473,w35589,o6499,speed 2: cruise control,1997,160000000.0,164508066.0,0.0281754125
b11474,w35597,,speed racer ,2008,120000000.0,93945766.0,-0.21711861666666665
b11489,w35638,o22128,spider-man 2,2004,200000000.0,783766341.0,2.918831705
b11490,w35639,o3933,spider-man 3,2007,258000000.0,890871626.0,2.4529907984496124
b11503,w35686,o16343,spirit: stallion of the cimarron,2002,80000000.0,122563539.0,0.5320442375
b11531,w35775,,spring breakers,2012,5000000.0,31724284.0,5.3448568
b11541,w35801,o20109,spy game,2001,115000000.0,143049560.0,0.24390921739130436
b11542,w35802,o5187,spy hard,1996,18000000.0,26960191.0,0.4977883888888889
b11543,w35804,o20110,spy kids,2001,35000000.0,147934180.0,3.226690857142857
b11544,w35805,,spy kids 2: the island of lost dreams,2002,38000000.0,119723358.0,2.1506146842105265
b11545,w35806,o9793,spy kids 3-d: game over,2003,38000000.0,197011982.0,4.184525842105264
b11546,w35807,o2676,spy kids: all the time in the world,2011,27000000.0,85564310.0,2.1690485185185184
b11581,w35980,o5461,star trek beyond,2016,185000000.0,343471816.0,0.8566044108108108
b11582,w35975,o21758,star trek ii: the wrath of khan,1982,11200000.0,78912963.0,6.0458002678571425
b11585,w35981,o1210,star trek into darkness,2013,190000000.0,467381469.0,1.4599024684210526
b11589,w35979,o2358,star trek generations,1994,35000000.0,118071125.0,2.3734607142857143
b11590,w35984,o13624,star trek: insurrection,1998,58000000.0,112587658.0,0.9411665172413793
b11591,w35985,o16348,star trek: nemesis,2002,60000000.0,67312826.0,0.12188043333333333
b11593,w35993,,star wars ,1977,11000000.0,775398007.0,69.49072790909091
b11596,w35990,o2146,star wars: episode i â the phantom menace,1999,115000000.0,1027044677.0,7.93082327826087
b11598,w35991,o16349,star wars: episode ii â attack of the clones,2002,115000000.0,649398328.0,4.646941982608696
b11600,w35992,o18400,star wars: episode iii â revenge of the sith,2005,113000000.0,848754768.0,6.51110414159292
b11604,w35995,o8994,star wars: the force awakens,2015,245000000.0,2068223624.0,7.44172907755102
b11615,w36030,,starship troopers ,1997,105000000.0,121214377.0,0.1544226380952381
b11646,w36085,o20744,steal big steal little,1995,35000000.0,3150170.0,-0.9099951428571429
b11674,w36137,,step up ,2006,12000000.0,114194847.0,8.51623725
b11676,w36139,o8150,step up 3d,2010,30000000.0,159291809.0,4.309726966666667
b11678,w36140,o3519,step up revolution,2012,33000000.0,140470746.0,3.256689272727273
b11684,w36152,,stepmom ,1998,50000000.0,159710793.0,2.19421586
b11688,w36165,,steve jobs ,2015,30000000.0,34441873.0,0.14806243333333333
b11699,w36179,,stigmata ,1999,29000000.0,89446268.0,2.084354068965517
b11700,w36184,o10102,still alice,2014,5000000.0,43884652.0,7.7769304
b11711,w36206,o2148,stir of echoes,1999,12000000.0,21142914.0,0.7619095
b11720,w36234,o16351,stolen summer,2002,1800000.0,163348.0,-0.9092511111111111
b11721,w36237,o3940,stomp the yard,2007,13000000.0,75511123.0,4.808547923076923
b11734,w36270,,stop-loss ,2008,25000000.0,11207130.0,-0.5517148
b11739,w36284,,storks ,2016,70000000.0,182379278.0,1.6054182571428572
b11746,w36349,,straight outta compton ,2015,28000000.0,201634991.0,6.201249678571428
b11755,w36379,,strange days ,1995,42000000.0,7959291.0,-0.8104930714285714
b11762,w36423,,stranger than fiction (2006 film),2006,30000000.0,53653224.0,0.7884408
b11771,w36461,,straw dogs (2011 film),2011,25000000.0,10324441.0,-0.58702236
b11780,w36481,,street fighter (1994 film),1994,35000000.0,99423521.0,1.8406720285714286
b11782,w36485,o16735,street kings,2008,20000000.0,65572887.0,2.27864435
b11807,w36573,,stuart little ,1999,133000000.0,300135367.0,1.2566568947368422
b11808,w36574,o16353,stuart little 2,2002,120000000.0,169956806.0,0.4163067166666667
b11829,w36690,o20114,sugar & spice,2001,27000000.0,16908947.0,-0.3737427037037037
b11834,w36708,o6503,suicide kings,1997,5000000.0,1740156.0,-0.6519688
b11843,w36712,,sully ,2016,60000000.0,238470033.0,2.97450055
b11847,w36720,o20115,summer catch,2001,34000000.0,19772447.0,-0.4184574411764706
b11866,w36798,,sunset ,1988,16000000.0,4594452.0,-0.71284675
b11881,w36840,,super mario bros. ,1993,48000000.0,20915465.0,-0.5642611458333333
b11883,w36843,o22138,super size me,2004,65000.0,20641054.0,316.5546769230769
b11885,w36849,o20116,super troopers,2001,3000000.0,23182223.0,6.727407666666666
b11886,w36856,,superbad ,2007,20000000.0,169871719.0,7.49358595
b11892,w36872,o3095,superman ii,1980,54000000.0,108185706.0,1.003439
b11894,w36874,o1449,superman iv: the quest for peace,1987,17000000.0,15681020.0,-0.07758705882352941
b11895,w36875,o20501,superman returns,2006,270000000.0,391081192.0,0.44844885925925926
b11905,w36920,o16739,"""surfer, dude""",2008,6000000.0,52132.0,-0.9913113333333333
b11909,w36930,o18876,surrogates,2009,80000000.0,122444772.0,0.53055965
b11915,w36942,o5189,surviving picasso,20-Sep-96,16000000.0,2021348.0,-0.87366575
b11921,w36962,o22142,suspect zero,2004,27000000.0,11416075.0,-0.5771824074074074
b11930,w37013,,sweeney todd: the demon barber of fleet street (2007 film),2007,50000000.0,152523164.0,2.05046328
b11958,w37081,o16355,swimfan,2002,10000000.0,34411240.0,2.441124
b11980,w37148,,swordfish ,2001,102000000.0,147080413.0,0.4419648333333333
b11990,w37171,o16742,"""synecdoche, new york""",2008,20000000.0,4393681.0,-0.78031595
b11991,w37174,o18405,syriana,2005,50000000.0,93974620.0,0.8794924
b12023,w37235,o2685,take shelter,2011,5000000.0,3099314.0,-0.3801372
b12032,w37248,o8157,takers,2010,32000000.0,69055695.0,1.15799046875
b12034,w37254,,taking lives ,2004,45000000.0,65470529.0,0.45490064444444445
b12036,w37261,o18882,taking woodstock,2009,30000000.0,9975737.0,-0.6674754333333334
b12056,w37318,o20507,talladega nights: the ballad of ricky bobby,2006,72500000.0,162966177.0,1.2478093379310344
b12062,w37330,,tammy ,2014,20000000.0,100525432.0,4.0262716
b12066,w37338,o8158,tangled,2010,260000000.0,591794936.0,1.2761343692307692
b12070,w37355,,tank girl ,1995,25000000.0,4064495.0,-0.8374202
b12081,w37385,,tarnation ,2004,220.0,592014.0,2689.9727272727273
b12108,w37481,o2153,teaching mrs. tingle,1999,13000000.0,8951935.0,-0.3113896153846154
b12109,w37484,o22143,team america: world police,2004,32000000.0,50907422.0,0.5908569375
b12111,w37490,o9797,tears of the sun,7-Mar,75000000.0,86468162.0,0.15290882666666666
b12112,w37495,,ted ,2012,50000000.0,549368315.0,9.9873663
b12113,w37496,o9001,ted 2,2015,68000000.0,216691733.0,2.186643132352941
b12121,w37529,,teenage mutant ninja turtles (1990 film),1990,13500000.0,201965915.0,13.960438148148148
b12122,w37528,,teenage mutant ninja turtles (2014 film),2014,125000000.0,493333584.0,2.946668672
b12123,w37530,o13831,teenage mutant ninja turtles ii: the secret of the ooze,1991,25000000.0,78656813.0,2.14627252
b12124,w37531,o19132,teenage mutant ninja turtles iii,1993,21000000.0,42273609.0,1.013029
b12125,w37532,o5464,teenage mutant ninja turtles: out of the shadows,2016,135000000.0,245623848.0,0.8194359111111111
b12134,w37570,o6504,telling lies in america,1997,4000000.0,318809.0,-0.92029775
b12143,w37620,o20510,tenacious d in the pick of destiny,2006,20000000.0,13908762.0,-0.3045619
b12158,w37665,,terminal velocity ,1994,50000000.0,16487349.0,-0.67025302
b12160,w37667,o13832,terminator 2: judgment day,1991,102000000.0,519843345.0,4.0965033823529415
b12163,w37669,o18885,terminator salvation,2009,200000000.0,371353001.0,0.856765005
b12166,w37674,o22433,terms of endearment,1983,8000000.0,108423489.0,12.552936125
b12186,w37768,,texas rangers ,2001,38000000.0,623374.0,-0.9835954210526315
b12193,w37787,o18406,thank you for smoking,2005,6500000.0,39323027.0,5.049696461538462
b12199,w37802,o10105,that awkward moment,2014,8000000.0,40468955.0,4.058619375
b12236,w248,o18408,the 40-year-old virgin,2005,26000000.0,177378645.0,5.822255576923077
b12241,w72,,the 5th wave ,2016,38000000.0,109906372.0,1.892272947368421
b12244,w388,,the a-team ,2010,110000000.0,177238796.0,0.6112617818181818
b12254,w593,,the addams family ,1991,30000000.0,191502426.0,5.3834142
b12257,w605,o2691,the adjustment bureau,2011,50200000.0,127869379.0,1.5471987848605577
b12262,w668,o2157,the adventures of elmo in grouchland,1999,26000000.0,11683047.0,-0.5506520384615384
b12270,w688,o16362,the adventures of pluto nash,2002,100000000.0,7103973.0,-0.92896027
b12272,w696,,the adventures of rocky and bullwinkle,2000,76000000.0,35134820.0,-0.5376997368421053
b12283,w842,,the age of innocence (1993 film),1993,34000000.0,32255440.0,-0.051310588235294115
b12303,w1330,,the amazing spider-man (2012 film),2012,230000000.0,757930663.0,2.2953507086956524
b12315,w1557,,the amityville horror (2005 film),2005,19000000.0,108047131.0,4.686691105263158
b12319,w1697,o5470,the angry birds movie,2016,73000000.0,349779543.0,3.791500589041096
b12320,w1711,o20121,the animal,2001,47000000.0,84772742.0,0.8036753617021276
b12355,w2167,o3955,the assassination of jesse james by the coward robert ford,2007,30000000.0,15001776.0,-0.4999408
b12361,w2196,o20514,the astronaut farmer,2006,13000000.0,11130889.0,-0.14377776923076924
b12362,w2199,o2158,the astronaut's wife,1999,75000000.0,19598588.0,-0.7386854933333333
b12369,w2374,,the avengers (1998 film),1998,60000000.0,23384939.0,-0.6102510166666667
b12384,w2575,o8164,the back-up plan,2010,35000000.0,77477008.0,1.2136288
b12400,w2786,o16365,the banger sisters,2002,10000000.0,38068353.0,2.8068353
b12428,w3174,o6508,the beautician and the beast,1997,16000000.0,11486880.0,-0.28207
b12433,w3219,,the beaver ,2011,21000000.0,7293705.0,-0.6526807142857143
b12439,w3387,o5473,the belko experiment,2016,5000000.0,9607750.0,0.92155
b12442,w3467,o20517,the benchwarmers,2006,33000000.0,64957291.0,0.9684027575757576
b12450,w3542,o1223,the best man holiday,2013,17000000.0,72835710.0,3.2844535294117647
b12455,w3552,,the best of me ,2014,26000000.0,35926213.0,0.3817774230769231
b12487,w3893,,the big short ,2015,28000000.0,133440870.0,3.765745357142857
b12494,w3941,o1224,the big wedding,2013,35000000.0,46519348.0,0.3291242285714286
b12496,w3945,o2699,the big year,2011,41000000.0,7448385.0,-0.8183320731707318
b12503,w4151,,the black dahlia ,2006,50000000.0,49332692.0,-0.01334616
b12512,w4313,o2162,the blair witch project,1999,60000.0,248639099.0,4142.984983333334
b12513,w4383,,the blind side ,2009,29000000.0,309208309.0,9.66235548275862
b12531,w4785,o2163,the bone collector,1999,73000000.0,151493655.0,1.0752555479452055
b12532,w4798,,the bonfire of the vanities ,1990,47000000.0,15691192.0,-0.6661448510638298
b12534,w4833,o8167,the book of eli,2010,80000000.0,157107755.0,0.9638469375
b12537,w4836,,the book of life (2014 film),2014,50000000.0,99783556.0,0.99567112
b12539,w4856,,the boondock saints,1999,6000000.0,30471.0,-0.9949215
b12540,w4855,o18895,the boondock saints ii: all saints day,2009,8000000.0,10629321.0,0.328665125
b12550,w5024,,the bourne identity (2002 film),2002,60000000.0,214034224.0,2.567237066666667
b12551,w5025,,the bourne legacy ,2012,125000000.0,276144750.0,1.209158
b12552,w5026,,the bourne supremacy ,2004,75000000.0,288500217.0,2.84666956
b12556,w5056,o10112,the boxtrolls,2014,60000000.0,109285033.0,0.8214172166666667
b12557,w5058,,the boy (2016 film),2016,10000000.0,64188367.0,5.4188367
b12558,w5078,,the boy next door ,2015,4000000.0,52425855.0,12.10646375
b12581,w5224,o20521,the break-up,2006,52000000.0,204999686.0,2.9423016538461537
b12592,w5345,o11993,the bridge on the river kwai,yes,3000000.0,27200000.0,8.066666666666666
b12593,w5355,,the bridges of madison county ,1995,24000000.0,182016617.0,6.584025708333333
b12604,w5567,o20758,the brothers mcmullen,1995,238000.0,10426506.0,42.8088487394958
b12605,w5570,o3958,the brothers solomon,2007,10000000.0,1035056.0,-0.8964944
b12609,w5618,o3959,the bucket list,2007,45000000.0,175372502.0,2.8971667111111112
b12622,w5921,o22150,the butterfly effect,2004,13000000.0,96060858.0,6.38929676923077
b12624,w5960,o5285,the bye bye man,2017,7400000.0,26667197.0,2.60367527027027
b12628,w5990,o5196,the cable guy,1996,47000000.0,102825796.0,1.1877828936170214
b12648,w6556,,the cat in the hat ,2003,109000000.0,133960541.0,0.22899578899082568
b12654,w6653,o20128,the caveman's valentine,2001,13500000.0,687194.0,-0.9490967407407407
b12657,w6676,o10714,the cell,2000,33000000.0,104155843.0,2.1562376666666667
b12668,w6788,o2705,the change-up,2011,52000000.0,75450437.0,0.45096994230769233
b12690,w7280,o16763,the chronicles of narnia: prince caspian,2008,225000000.0,419665568.0,0.8651803022222222
b12691,w7281,o18419,"""the chronicles of narnia: the lion, the witch and the wardrobe""",2005,180000000.0,745013115.0,3.13896175
