key_bom,genre_cluster,bom_genre
b16312,6.0,Horror
b16317,5.0,Sci-Fi Comedy
b16323,5.0,Fantasy Comedy
b16326,,Family Comedy
b16331,,Romantic Comedy
b16339,5.0,Comedy
b16341,5.0,Comedy
b16344,,Romantic Comedy
b16363,,Horror Thriller
b16367,,Drama
b16369,2.0,Sports Drama
b16388,,Comedy / Drama
b16391,2.0,Crime Comedy
b16394,,Drama
b16395,,Family Adventure
b16401,,Romantic Comedy
b16402,,Comedy
b16404,,Comedy
b16405,,Comedy
b16411,5.0,Comedy
b16420,2.0,Action Drama
b16431,,Drama
b16441,,Thriller
b16445,5.0,Fantasy Comedy
b16470,,Comedy
b16481,,Unknown
b16504,,Comedy Thriller
b16508,5.0,Western Comedy
b16519,,Horror
b16523,,Period Drama
b16529,,Romantic Comedy
b16531,5.0,Romantic Comedy
b16538,2.0,War
b16548,,Animation
b16558,2.0,Drama
b16559,,Fantasy
b16578,5.0,Comedy
b16593,,Drama
b16596,5.0,Romantic Comedy
b16605,,Comedy / Drama
b16624,,Drama / Thriller
b16626,,Action Horror
b16631,0.0,Fantasy
b16632,5.0,Animation
b16642,6.0,Horror
b16649,,Action / Adventure
b16650,0.0,Action / Adventure
b16651,0.0,Action / Adventure
b16652,0.0,Action / Adventure
b16653,0.0,Action / Adventure
b16654,0.0,Action / Adventure
b16655,,Action / Adventure
b16657,,Action
b16674,,Adventure Comedy
b16687,,Comedy
b16694,,Family Comedy
b16702,5.0,Comedy
b16708,5.0,Comedy
b16710,2.0,Music Drama
b16717,,Romance
b16726,2.0,Romantic Comedy
b16727,,Comedy
b16729,,Crime Thriller
b16730,,Comedy / Drama
b16751,5.0,Comedy
b16754,,Family Comedy
b16758,,Comedy
b16766,5.0,Comedy
b16769,,Family Adventure
b16781,2.0,Thriller
b16798,,Thriller
b16803,6.0,Horror Comedy
b16805,,Comedy
b16806,5.0,Comedy
b16819,2.0,Romance
b16822,6.0,Horror
b16828,,Action / Adventure
