bom_budget,bom_domestic_gross,bom_title,bom_worldwide_revenue,key_bom,key_omdb,key_wiki,omdb_title,wiki_budget,wiki_gross,wiki_title,year_bom_format,year_omdb_format,year_wiki_format,budget,gross
0.0,0.0,,0.0,b15138,o2748,w42673,the worst movie ever!,1000.0,21010.0,the worst movie ever!,2011.0,2011.0,2011,1000.0,21010.0
0.0,0.0,,0.0,b13438,,w18073,,9000000.0,27696.0,the hottie and the nottie,2008.0,,2008,9000000.0,27696.0
0.0,0.0,,0.0,b6479,,w19754,,8000000.0,60822.0,it's pat,1994.0,,1994,8000000.0,60822.0
0.0,0.0,,0.0,b11386,o10099,w35319,song one,6000000.0,32251.0,song one,2015.0,2014.0,2014,6000000.0,32251.0
0.0,0.0,,0.0,b13802,o10142,w22562,the living,500000.0,5514.0,the living,2015.0,2014.0,2014,500000.0,5514.0
0.0,0.0,,0.0,b12671,,w6802,,3000000.0,14400.0,the chaperone ,2011.0,,2011,3000000.0,14400.0
0.0,0.0,,0.0,b12117,o15938,w37510,teen witch,2500000.0,27843.0,teen witch,1989.0,1989.0,1989,2500000.0,27843.0
0.0,0.0,,0.0,b12300,,w1314,,1000000.0,49136.0,the amati girls,2001.0,,2001,1000000.0,49136.0
0.0,0.0,,0.0,b5506,,w16427,,3500000.0,13229.0,harold ,2008.0,,2008,3500000.0,13229.0
0.0,0.0,,0.0,b5531,o20021,w16466,harvard man,5500000.0,56653.0,harvard man,2002.0,2001.0,2001,5500000.0,56653.0
0.0,0.0,,0.0,b9991,o8119,w30643,putty hill,80000.0,49918.0,putty hill,2011.0,2010.0,2010,80000.0,49918.0
0.0,0.0,,0.0,b13978,o10728,w25141,the million dollar hotel,8000000.0,59989.0,the million dollar hotel,2001.0,2000.0,2000,8000000.0,59989.0
0.0,0.0,,0.0,b13176,o3548,w14698,the ghastly love of johnny x,2000000.0,2436.0,the ghastly love of johnny x,2012.0,2012.0,2012,2000000.0,2436.0
0.0,0.0,,0.0,b1672,o3307,w3541,best man down,1500000.0,1938.0,best man down,2013.0,2012.0,2012,1500000.0,1938.0
0.0,0.0,,0.0,b8910,o16655,w27231,nights and weekends,15000.0,5430.0,nights and weekends,2008.0,2008.0,2008,15000.0,5430.0
0.0,0.0,,0.0,b3176,o18219,w8706,cruel world,2000000.0,17986.0,cruel world,2006.0,2005.0,2005,2000000.0,17986.0
0.0,0.0,,0.0,b15692,o20594,w39774,two weeks,2400000.0,47986.0,two weeks,2006.0,2006.0,2006,2400000.0,47986.0
0.0,0.0,,0.0,b4318,o9970,w12304,falcon rising,4500000.0,11774.0,falcon rising,2014.0,2014.0,2014,4500000.0,11774.0
0.0,0.0,,0.0,b14313,o1264,w30019,the power of few,3500000.0,25000.0,the power of few,2013.0,2013.0,2013,3500000.0,25000.0
0.0,0.0,,0.0,b10769,o5178,w33090,schizopolis,250000.0,10580.0,schizopolis,1997.0,1996.0,1996,250000.0,10580.0
0.0,0.0,,0.0,b6340,,w19276,,20.0,14.7,inherent vice ,2014.0,,2014,20.0,14.7
0.0,0.0,,0.0,b4963,,w14547,,500000.0,8601.0,general education ,2012.0,,2012,500000.0,8601.0
0.0,0.0,,0.0,b1647,o2461,w3476,beneath the darkness,7000000.0,9600.0,beneath the darkness,2012.0,2011.0,2011,7000000.0,9600.0
0.0,0.0,,0.0,b13544,,w19411,,50000.0,32919.0,the intervention ,2016.0,,2016,50000.0,32919.0
0.0,0.0,,0.0,b11880,,w36833,,2000000.0,30955.0,super capers,2009.0,,2009,2000000.0,30955.0
0.0,0.0,,0.0,b5804,o3783,w17606,holding trevor,55000.0,16814.0,holding trevor,2008.0,2007.0,2007,55000.0,16814.0
0.0,0.0,,0.0,b1531,,w3145,,6000000.0,90777.0,beasts of no nation ,2015.0,,2015,6000000.0,90777.0
0.0,0.0,,0.0,b12947,o3968,w11476,the education of charlie banks,5000000.0,15078.0,the education of charlie banks,2009.0,2007.0,2007,5000000.0,15078.0
0.0,0.0,,0.0,b1091,,w1805,,1500000.0,22029.0,answers to nothing ,2011.0,,2011,1500000.0,22029.0
0.0,0.0,,0.0,b2665,o19982,w6978,chelsea walls,100000.0,60902.0,chelsea walls,2002.0,2001.0,2001,100000.0,60902.0
0.0,0.0,,0.0,b4760,o19069,w13916,freaked,13000000.0,29296.0,freaked,1993.0,1993.0,1993,13000000.0,29296.0
0.0,0.0,,0.0,b9818,o20441,w29997,poultrygeist: night of the chicken dead,500000.0,22623.0,poultrygeist: night of the chicken dead,2008.0,2006.0,2006,500000.0,22623.0
0.0,0.0,,0.0,b9541,o20083,w29021,pavilion of women,5000000.0,36992.0,pavilion of women,2001.0,2001.0,2001,5000000.0,36992.0
0.0,0.0,,0.0,b15690,o10187,w39739,two night stand,1600000.0,18612.0,two night stand,2014.0,2014.0,2014,1600000.0,18612.0
12000000.0,17479.0,5 days of war,17479.0,b191,,,,,,,,,,12000000.0,17479.0
500000.0,30104.0,a long way off,0.0,b383,,,,,,,,,,500000.0,30104.0
15000000.0,23662.0,all the queen's men,0.0,b818,,,,,,,,,,15000000.0,23662.0
1000000.0,95000.0,almost you,0.0,b836,,,,,,,,,,1000000.0,95000.0
4500000.0,9004.0,art of submission,0.0,b1192,,,,,,,,,,4500000.0,9004.0
1500000.0,0.0,beat the drum,895.0,b1534,,,,,,,,,,1500000.0,895.0
750000.0,21398.0,bigger than the sky,0.0,b1792,,,,,,,,,,750000.0,21398.0
20000.0,2760.0,blood ties,2760.0,b1940,,,,,,,,,,20000.0,2760.0
15000.0,77389.0,breaking upwards,0.0,b2161,,,,,,,,,,15000.0,77389.0
3000000.0,26904.0,cape of good hope,0.0,b2433,,,,,,,,,,3000000.0,26904.0
3000000.0,12781.0,christmas at maxwell's,0.0,b2748,,,,,,,,,,3000000.0,12781.0
