key_bom,key_wiki,key_omdb,title,year,budget,gross,revenue,release_date,release_month,release_quarter,release_day_of_the_year,release_week_of_the_year,holiday_season,bom_runtime,wiki_runtime,omdb_runtime,runtime,runtime_flag
b13859,w23043,o5596,the love bug,1968,5000000.0,51264000.0,9.2528,1969-03-13 00:00:00,3.0,1.0,72.0,10.0,0.0,1 hrs. 47 min.,[108 minutes],108 min,[108 minutes],w
b16485,w41976,o10203,wild canaries,2014,300000.0,19777.0,-0.9340766666666668,2015-02-25 00:00:00,2.0,1.0,56.0,8.0,0.0,1 hrs. 36 min.,[98 minutes],96 min,[98 minutes],w
b6983,w21019,o13560,kissing a fool,27-Feb,19000000.0,4106588.0,-0.7838637894736842,1998-02-27 00:00:00,2.0,1.0,58.0,8.0,0.0,1 hrs. 32 min.,[93 minutes],93 min,[93 minutes],w
b3468,w9807,,def jam's how to be a player,1997,12000000.0,14000000.0,0.16666666666666666,1997-08-08 00:00:00,8.0,3.0,220.0,31.0,0.0,1 hrs. 33 min.,[93 minutes],,[93 minutes],w
b9622,w29323,,phantasm ,1979,300000.0,12000000.0,39.0,1979-06-01 00:00:00,6.0,2.0,152.0,21.0,1.0,1 hrs. 28 min.,[89 minutes],,[89 minutes],w
b4082,w11639,,empire of the sun ,1987,35000000.0,66700000.0,0.9057142857142856,1987-12-11 00:00:00,12.0,4.0,345.0,49.0,0.0,2 hrs. 32 min.,[154 minutes],,[154 minutes],w
b6459,w19644,o21731,it came from hollywood,1982,5000000.0,2600000.0,-0.48,1982-10-29 00:00:00,10.0,4.0,302.0,43.0,0.0,1 hrs. 19 min.,[80 minutes],80 min,[80 minutes],w
b6588,w19986,o7510,jennifer 8,1992,20000000.0,11390479.0,-0.43047605,1992-11-06 00:00:00,11.0,4.0,311.0,44.0,1.0,2 hrs. 5 min.,"""[106 minutes (UK), 125 minutes (USA)]""",124 min,"""[106 minutes (UK), 125 minutes (USA)]""",w
b2233,w5511,o3049,bronco billy,1980,6500000.0,24265583.0,2.7331666153846155,1980-06-11 00:00:00,6.0,2.0,163.0,23.0,0.0,1 hrs. 56 min.,[116 minutes],116 min,[116 minutes],w
b11176,w34571,,six degrees of separation ,1993,15000000.0,6400000.0,-0.5733333333333334,1993-12-10 00:00:00,12.0,4.0,344.0,49.0,0.0,1 hrs. 52 min.,[112 minutes],,[112 minutes],w
b5377,w16061,o18709,guy and madeline on a park bench,2009,60000.0,35556.0,-0.4074,2010-11-05 00:00:00,11.0,4.0,309.0,44.0,1.0,1 hrs. 22 min.,[84 minutes],82 min,[84 minutes],w
b8685,w26385,o12543,my little chickadee,1940,625000.0,2000000.0,2.2,2040-03-15 00:00:00,3.0,1.0,75.0,11.0,0.0,1 hrs. 24 min.,[83 minutes],83 min,[83 minutes],w
b1722,w3703,o20629,beyond rangoon,1995,23000000.0,5750110.0,-0.7499952173913044,1995-08-25 00:00:00,8.0,3.0,237.0,34.0,0.0,1 hrs. 40 min.,[99 minutes],100 min,[99 minutes],w
b2990,w7946,o21337,compromising positions,1985,9000000.0,12531831.0,0.3924256666666667,1985-08-30 00:00:00,8.0,3.0,242.0,34.0,1.0,1 hrs. 38 min.,[99 minutes],99 min,[99 minutes],w
b6649,w20141,o5130,joe's apartment,1996,13000000.0,4619014.0,-0.6446912307692307,1996-07-26 00:00:00,7.0,3.0,208.0,29.0,0.0,1 hrs. 20 min.,[77 minutes],80 min,[77 minutes],w
b3278,w9108,o20647,dangerous minds,1995,23000000.0,179519401.0,6.805191347826088,1995-08-11 00:00:00,8.0,3.0,223.0,32.0,0.0,1 hrs. 39 min.,[99 minutes],99 min,[99 minutes],w
b351,w17704,,a hologram for the king ,2016,35000000.0,7800000.0,-0.7771428571428571,2016-04-22 00:00:00,4.0,2.0,113.0,16.0,0.0,1 hrs. 48 min.,[97 minutes],,[97 minutes],w
b12942,w11356,,the east ,2013,6500000.0,2400000.0,-0.6307692307692307,2013-05-31 00:00:00,5.0,2.0,151.0,21.0,1.0,1 hrs. 56 min.,[116 minutes],,[116 minutes],w
b12942,w11356,,the east ,2013,6500000.0,2400000.0,-0.6307692307692307,2013-05-31 00:00:00,5.0,2.0,151.0,21.0,1.0,1 hrs. 56 min.,[116 minutes],,[116 minutes],w
b12942,w11356,,the east ,2013,6500000.0,2400000.0,-0.6307692307692307,2013-05-31 00:00:00,5.0,2.0,151.0,21.0,1.0,1 hrs. 56 min.,[116 minutes],,[116 minutes],w
b12942,w11356,,the east ,2013,6500000.0,2400000.0,-0.6307692307692307,2013-05-31 00:00:00,5.0,2.0,151.0,21.0,1.0,1 hrs. 56 min.,[116 minutes],,[116 minutes],w
b12942,w11356,,the east ,2013,6500000.0,2400000.0,-0.6307692307692307,2013-05-31 00:00:00,5.0,2.0,151.0,21.0,1.0,1 hrs. 56 min.,[116 minutes],,[116 minutes],w
b12942,w11356,,the east ,2013,6500000.0,2400000.0,-0.6307692307692307,2013-05-31 00:00:00,5.0,2.0,151.0,21.0,1.0,1 hrs. 56 min.,[116 minutes],,[116 minutes],w
b15094,w42352,,the wizard ,1989,6000000.0,14300000.0,1.3833333333333333,1989-12-15 00:00:00,12.0,4.0,349.0,50.0,0.0,1 hrs. 40 min.,[100 minutes],,[100 minutes],w
b16384,w41596,o6655,where the boys are,1960,2000000.0,3500000.0,0.75,2060-12-28 00:00:00,12.0,4.0,363.0,52.0,0.0,1 hrs. 39 min.,[99 minutes],99 min,[99 minutes],w
b14776,w39600,o20576,the tv set,2006,2000000.0,265198.0,-0.867401,2007-04-06 00:00:00,4.0,2.0,96.0,13.0,0.0,1 hrs. 27 min.,[87 minutes],88 min,[87 minutes],w
b9057,w27583,o5431,now you see me 2,2016,90000000.0,334900000.0,2.721111111111111,2016-06-10 00:00:00,6.0,2.0,162.0,23.0,0.0,2 hrs. 9 min.,[129 minutes],129 min,[129 minutes],w
b7527,w22603,o19093,loaded weapon 1,1993,8199999.999999999,28000000.0,2.414634146341464,1993-02-05 00:00:00,2.0,1.0,36.0,5.0,0.0,1 hrs. 22 min.,[83 minutes],84 min,[83 minutes],w
b2216,w5434,o3155,broadway danny rose,1984,8000000.0,10600497.0,0.325062125,1984-01-27 00:00:00,1.0,1.0,27.0,4.0,0.0,1 hrs. 24 min.,[84 minutes],84 min,[84 minutes],w
b3118,w8491,o14990,crazy people,1990,18000000.0,13236513.0,-0.2646381666666667,1990-04-13 00:00:00,4.0,2.0,103.0,14.0,0.0,1 hrs. 31 min.,[91 min.],90 min,[91 min.],w
b14728,w36354,o2191,the straight story,1999,10000000.0,6203044.0,-0.37969559999999997,1999-10-15 00:00:00,10.0,4.0,288.0,41.0,1.0,1 hrs. 51 min.,[112 minutes],112 min,[112 minutes],w
b6849,w20625,o1128,kevin hart: let me explain,2013,2500000.0,32300000.0,11.92,2013-07-03 00:00:00,7.0,3.0,184.0,26.0,1.0,1 hrs. 15 min.,[75 minutes],75 min,[75 minutes],w
b16266,w41227,o19162,weekend at bernie's ii,1993,7000000.0,12741891.0,0.8202701428571428,1993-07-09 00:00:00,7.0,3.0,190.0,27.0,1.0,1 hrs. 29 min.,[97 minutes],97 min,[97 minutes],w
b4999,w14655,,get on up ,2014,30000000.0,33400000.0,0.11333333333333333,2014-08-01 00:00:00,8.0,3.0,213.0,30.0,0.0,2 hrs. 18 min.,[139 minutes],,[139 minutes],w
b8148,w24705,o11761,memories of me,7-Oct,12000000.0,3965604.0,-0.669533,1988-09-30 00:00:00,9.0,3.0,274.0,39.0,0.0,1 hrs. 43 min.,[105 min.],105 min,[105 min.],w
b426,w27224,o11675,a nightmare on elm street 4: the dream master,1988,13000000.0,49300000.0,2.792307692307692,1988-08-19 00:00:00,8.0,3.0,232.0,33.0,0.0,1 hrs. 39 min.,[93 minutes],93 min,[93 minutes],w
b6182,w18871,,if looks could kill ,1991,12000000.0,7788597.0,-0.35095025,1991-03-15 00:00:00,3.0,1.0,74.0,10.0,0.0,1 hrs. 29 min.,[88 min.],,[88 min.],w
b6100,w18623,o9992,i origins,2014,1000000.0,475591.0,-0.524409,2014-07-18 00:00:00,7.0,3.0,199.0,28.0,0.0,1 hrs. 53 min.,[106 minutes],106 min,[106 minutes],w
b9197,w27984,o12761,on the waterfront,1954,910000.0,9600000.0,9.549450549450553,2054-07-28 00:00:00,7.0,3.0,209.0,30.0,0.0,1 hrs. 48 min.,[108 minutes],108 min,[108 minutes],w
b3965,w11440,o1351,eddie murphy raw,1987,8000000.0,50500000.0,5.3125,1987-12-18 00:00:00,12.0,4.0,352.0,50.0,1.0,1 hrs. 30 min.,[90 minutes],93 min,[90 minutes],w
b6770,w20505,o16273,juwanna mann,2002,15600000.0,13802599.0,-0.11521801282051282,2002-06-21 00:00:00,6.0,2.0,172.0,24.0,0.0,1 hrs. 31 min.,[91 min.],91 min,[91 min.],w
b1841,w4148,,black christmas (2006 film),2006,9000000.0,21500000.0,1.3888888888888888,2006-12-25 00:00:00,12.0,4.0,359.0,52.0,1.0,1 hrs. 40 min.,"""[84 minutes, 93 minutes, Unrated cut, Jones, 2010, 252]""",,"""[84 minutes, 93 minutes, Unrated cut, Jones, 2010, 252]""",w
b8938,w27287,,no country for old men ,2007,25000000.0,171600000.0,5.864,2007-11-09 00:00:00,11.0,4.0,313.0,44.0,1.0,2 hrs. 2 min.,[122 minutes],,[122 minutes],w
b16036,w40537,o9856,view from the top,2003,30000000.0,19500000.0,-0.35,2003-03-21 00:00:00,3.0,1.0,80.0,11.0,0.0,1 hrs. 27 min.,[87 minutes],87 min,[87 minutes],w
b11995,w38467,o17530,thx 1138,1971,777777.0,2400000.0,2.0857173714316573,1971-03-11 00:00:00,3.0,1.0,70.0,10.0,0.0,1 hrs. 35 min.,"""[95 minutes, (1971 studio cut), 88 minutes, (2004 director's cut)]""",86 min,"""[95 minutes, (1971 studio cut), 88 minutes, (2004 director's cut)]""",w
b11638,w36074,o20493,stay alive,24-Mar,9000000.0,27100000.0,2.01111111111111,2006-03-24 00:00:00,3.0,1.0,83.0,12.0,0.0,1 hrs. 25 min.,"""[85 min., 100 min.]""",85 min,"""[85 min., 100 min.]""",w
b15547,w39307,o4022,trick 'r treat,2007,12000000.0,13500000.0,0.125,,,,,,,1 hrs. 23 min.,[82 minutes],82 min,[82 minutes],w
b10163,w31100,o2343,reality bites,1994,11500000.0,33351557.0,1.900135391304348,1994-02-18 00:00:00,2.0,1.0,49.0,7.0,1.0,1 hrs. 39 min.,[99 minutes],99 min,[99 minutes],w
b10535,w32378,,rounders ,1998,12000000.0,22900000.0,0.9083333333333332,1998-09-11 00:00:00,9.0,3.0,254.0,36.0,1.0,2 hrs. 1 min.,[120 minutes],,[120 minutes],w
b6204,w18907,o11745,illegally yours,1988,13000000.0,259019.0,-0.9800754615384616,1988-05-13 00:00:00,5.0,2.0,134.0,19.0,0.0,1 hrs. 42 min.,[102 min.],102 min,[102 min.],w
b3359,w9434,o14994,days of thunder,1990,60000000.0,157900000.0,1.6316666666666666,1990-06-29 00:00:00,6.0,2.0,180.0,25.0,1.0,1 hrs. 47 min.,[108 minutes],107 min,[108 minutes],w
b14717,w36198,o4520,the sting,1973,5500000.0,159600000.0,28.01818181818182,1973-12-25 00:00:00,12.0,4.0,359.0,51.0,1.0,2 hrs. 9 min.,[129 minutes],129 min,[129 minutes],w
b1190,w2091,,art school confidential ,2006,5000000.0,3306629.0,-0.33867420000000004,2006-05-05 00:00:00,5.0,2.0,125.0,18.0,0.0,1 hrs. 42 min.,[102 minutes],,[102 minutes],w
b7420,w22180,,light in the piazza ,1962,1261000.0,2200000.0,0.7446471054718478,2062-02-07 00:00:00,2.0,1.0,38.0,6.0,0.0,1 hrs. 42 min.,[102 minutes],,[102 minutes],w
b3322,w9275,o3347,darling companion,2012,12000000.0,793815.0,-0.93384875,2012-04-20 00:00:00,4.0,2.0,111.0,16.0,0.0,1 hrs. 43 min.,[103 minutes],103 min,[103 minutes],w
b3865,w11107,o15852,driving miss daisy,1989,7500000.0,145800000.0,18.44,1989-12-15 00:00:00,12.0,4.0,349.0,50.0,0.0,1 hrs. 39 min.,[100 minutes],99 min,[100 minutes],w
b16265,w41226,o15966,weekend at bernie's,1989,15000000.0,30218387.0,1.0145591333333333,1989-07-07 00:00:00,7.0,3.0,188.0,27.0,1.0,1 hrs. 37 min.,[97 minutes],97 min,[97 minutes],w
b13108,w13518,o20539,the foot fist way,2006,79000.0,245292.0,2.104962025316456,2008-05-30 00:00:00,5.0,2.0,151.0,21.0,1.0,1 hrs. 25 min.,[85 minutes],85 min,[85 minutes],w
b16784,w43133,o13688,zero effect,1998,5000000.0,2000000.0,-0.6,1998-01-30 00:00:00,1.0,1.0,30.0,4.0,0.0,1 hrs. 56 min.,[116 minutes],116 min,[116 minutes],w
b9894,w30302,,private benjamin (1980 film),1980,15000000.0,69847348.0,3.6564898666666665,1980-10-10 00:00:00,10.0,4.0,284.0,40.0,1.0,1 hrs. 50 min.,[109 minutes],,[109 minutes],w
b11803,w36556,,striptease ,1996,40000000.0,113309743.0,1.832743575,1996-06-28 00:00:00,6.0,2.0,180.0,25.0,1.0,1 hrs. 57 min.,[117 minutes],,[117 minutes],w
b15425,w38923,o8474,top gun,1986,15000000.0,356800000.0,22.786666666666665,1986-05-16 00:00:00,5.0,2.0,136.0,19.0,0.0,1 hrs. 50 min.,[110 minutes],110 min,[110 minutes],w
b13713,w21597,o3231,the last starfighter,1984,15000000.0,28733290.0,0.9155526666666668,1984-07-13 00:00:00,7.0,3.0,195.0,28.0,0.0,1 hrs. 41 min.,[101 minutes],101 min,[101 minutes],w
b2544,w6596,,catfish ,2010,30000.0,3500000.0,115.66666666666669,2010-09-17 00:00:00,9.0,3.0,260.0,37.0,0.0,1 hrs. 34 min.,[87 minutes],,[87 minutes],w
b11977,w37134,o11811,switching channels,1988,19000000.0,9129999.0,-0.5194737368421053,1988-03-04 00:00:00,3.0,1.0,64.0,9.0,0.0,1 hrs. 45 min.,[105 minutes],105 min,[105 minutes],w
b1584,w3275,,beethoven's 2nd ,1993,15000000.0,118243066.0,6.8828710666666675,1993-12-17 00:00:00,12.0,4.0,351.0,50.0,1.0,1 hrs. 27 min.,[89 minutes],,[89 minutes],w
b4413,w12590,,father of the bride (1991 film),1991,20000000.0,89300000.0,3.465,1991-12-20 00:00:00,12.0,4.0,354.0,50.0,1.0,1 hrs. 45 min.,[105 minutes],,[105 minutes],w
b8835,w26903,o20722,new jersey drive,1995,5000000.0,3565508.0,-0.28689840000000005,1995-04-21 00:00:00,4.0,2.0,111.0,16.0,0.0,1 hrs. 38 min.,[98 minutes],98 min,[98 minutes],w
b12916,w7640,,the cobbler (2014 film),2014,10000000.0,1200000.0,-0.88,2014-05-09 00:00:00,5.0,2.0,129.0,18.0,0.0,1 hrs. 33 min.,[98 minutes],,[98 minutes],w
b1823,w4075,,birdy ,1984,12000000.0,1400000.0,-0.8833333333333333,1984-12-21 00:00:00,12.0,4.0,356.0,51.0,1.0,2 hrs. 0 min.,[120 minutes],,[120 minutes],w
b12033,w37250,,taking care of business ,1990,14000000.0,20005435.0,0.4289596428571428,1990-08-17 00:00:00,8.0,3.0,229.0,32.0,0.0,1 hrs. 48 min.,[108 minutes],,[108 minutes],w
b1798,w3978,o15821,bill & ted's excellent adventure,1989,10000000.0,40500000.0,3.05,1989-02-17 00:00:00,2.0,1.0,48.0,7.0,1.0,1 hrs. 30 min.,[89 minutes],90 min,[89 minutes],w
b3738,w10715,o13736,don't tell mom the babysitter's dead,7-Jun,10000000.0,25196249.0,1.5196249,1991-06-07 00:00:00,6.0,2.0,158.0,22.0,0.0,1 hrs. 45 min.,[102 minutes],102 min,[102 minutes],w
b5223,w15450,o15016,goodfellas,1990,25000000.0,46800000.0,0.872,1990-09-19 00:00:00,9.0,3.0,262.0,37.0,0.0,2 hrs. 26 min.,[145 minutes],146 min,[145 minutes],w
b10766,w33080,,scent of a woman (1992 film),1992,31000000.0,134100000.0,3.325806451612904,1992-12-23 00:00:00,12.0,4.0,358.0,51.0,1.0,2 hrs. 37 min.,[156 minutes],,[156 minutes],w
b15925,w40203,,up close and personal ,1996,60000000.0,100688705.0,0.6781450833333333,1996-03-01 00:00:00,3.0,1.0,61.0,8.0,0.0,2 hrs. 4 min.,[124 min.],,[124 min.],w
b1532,w3147,o3303,beasts of the southern wild,2012,1800000.0,21900000.0,11.166666666666664,2012-06-27 00:00:00,6.0,2.0,179.0,26.0,1.0,1 hrs. 31 min.,[93 minutes],93 min,[93 minutes],w
b3130,w8528,o1335,creepshow 2,1987,3500000.0,14000000.0,3.0,1987-05-01 00:00:00,5.0,2.0,121.0,17.0,0.0,1 hrs. 27 min.,[92 minutes],92 min,[92 minutes],w
b10485,w32185,o18376,roll bounce,2005,10000000.0,17500866.0,0.7500866,2005-09-23 00:00:00,9.0,3.0,266.0,38.0,0.0,1 hrs. 52 min.,[112 minutes],112 min,[112 minutes],w
b10501,w32248,o5174,romeo + juliet,1996,14500000.0,147500000.0,9.172413793103447,1996-11-01 00:00:00,11.0,4.0,306.0,43.0,0.0,2 hrs. 0 min.,[120 minutes],120 min,[120 minutes],w
b12148,w37653,,tequila sunrise ,1988,23000000.0,105932000.0,3.6057391304347832,1988-12-02 00:00:00,12.0,4.0,337.0,48.0,0.0,1 hrs. 56 min.,[115 minutes],,[115 minutes],w
b9607,w29286,,pet sematary ,1989,11500000.0,57500000.0,4.0,1989-04-21 00:00:00,4.0,2.0,111.0,16.0,0.0,1 hrs. 43 min.,[103 minutes],,[103 minutes],w
b15368,w38671,,to be or not to be (1983 film),1983,9000000.0,13000000.0,0.4444444444444444,1983-12-16 00:00:00,12.0,4.0,350.0,50.0,0.0,1 hrs. 47 min.,[107 minutes],,[107 minutes],w
b8711,w26469,o20414,my super ex-girlfriend,2006,30000000.0,61000000.0,1.0333333333333334,2006-07-21 00:00:00,7.0,3.0,202.0,29.0,0.0,1 hrs. 35 min.,[95 minutes],95 min,[95 minutes],w
b2794,w7385,o6073,citizen kane,1941,839727.0,1600000.0,0.9053811536368368,2041-05-01 00:00:00,5.0,2.0,121.0,17.0,0.0,1 hrs. 59 min.,[119 minutes],119 min,[119 minutes],w
b9300,w28276,,orca ,1977,6000000.0,14717854.0,1.4529756666666669,1977-07-13 00:00:00,7.0,3.0,194.0,28.0,0.0,1 hrs. 32 min.,[92 minutes],,[92 minutes],w
b6568,w19940,o1381,jaws: the revenge,1987,23000000.0,51900000.0,1.2565217391304349,1987-07-17 00:00:00,7.0,3.0,198.0,28.0,0.0,1 hrs. 29 min.,[90 minutes],89 min,[90 minutes],w
b4088,w11669,o7483,encino man,1992,7000000.0,40700000.0,4.814285714285714,1992-05-22 00:00:00,5.0,2.0,143.0,20.0,1.0,1 hrs. 28 min.,[88 minutes],88 min,[88 minutes],w
b13716,w21606,,the last temptation of christ ,1988,7000000.0,8900000.0,0.2714285714285714,1988-08-12 00:00:00,8.0,3.0,225.0,32.0,0.0,2 hrs. 43 min.,[162 minutes],,[162 minutes],w
b9558,w29085,,pecker ,1998,6000000.0,2300000.0,-0.6166666666666667,1998-09-25 00:00:00,9.0,3.0,268.0,38.0,0.0,1 hrs. 26 min.,[86 minutes],,[86 minutes],w
b5611,w16790,,heaven can wait (1943 film),1943,1115000.0,2500000.0,1.2421524663677128,2043-08-11 00:00:00,8.0,3.0,223.0,32.0,0.0,1 hrs. 42 min.,[112 minutes],,[112 minutes],w
b13789,w22373,,the little drummer girl ,1984,20000000.0,7828841.0,-0.60855795,1984-10-19 00:00:00,10.0,4.0,293.0,42.0,0.0,2 hrs. 10 min.,[132 minutes],,[132 minutes],w
b11392,w35324,o10701,songcatcher,2000,1800000.0,3050934.0,0.6949633333333334,2001-06-15 00:00:00,6.0,2.0,166.0,23.0,0.0,1 hrs. 49 min.,[109 minutes],109 min,[109 minutes],w
b12778,w8431,,the craft ,1996,15000000.0,55700000.0,2.7133333333333334,1996-05-03 00:00:00,5.0,2.0,124.0,17.0,0.0,1 hrs. 45 min.,[101 minutes],,[101 minutes],w
b13545,w19414,o10136,the interview,2014,44000000.0,11300000.0,-0.7431818181818182,2014-12-25 00:00:00,12.0,4.0,359.0,51.0,1.0,1 hrs. 52 min.,[112 minutes],112 min,[112 minutes],w
b13685,w21504,,the last house on the left (2009 film),2009,15000000.0,45200000.0,2.013333333333333,2009-03-13 00:00:00,3.0,1.0,72.0,10.0,0.0,1 hrs. 49 min.,[110 minutes],,[110 minutes],w
b4681,w13621,o15156,forbidden planet,1956,1968000.0,2765000.0,0.404979674796748,2056-03-15 00:00:00,3.0,1.0,75.0,11.0,0.0,1 hrs. 38 min.,[98 minutes],98 min,[98 minutes],w
b7318,w21906,o1391,leonard part 6,1987,24000000.0,4600000.0,-0.8083333333333333,1987-12-18 00:00:00,12.0,4.0,352.0,50.0,1.0,1 hrs. 25 min.,[85 minutes],85 min,[85 minutes],w
b6058,w18498,o20025,i am sam,2001,22000000.0,97818139.0,3.4462790454545456,2001-12-28 00:00:00,12.0,4.0,362.0,51.0,1.0,2 hrs. 12 min.,[134 minutes],132 min,[134 minutes],w
b12559,w5084,o8458,the boy who could fly,1986,9000000.0,7200000.0,-0.2,1986-08-15 00:00:00,8.0,3.0,227.0,32.0,0.0,1 hrs. 54 min.,[114 minutes],114 min,[114 minutes],w
b14059,w26701,,the natural ,1984,28000000.0,47951979.0,0.7125706785714285,1984-05-11 00:00:00,5.0,2.0,132.0,19.0,0.0,2 hrs. 18 min.,[137 minutes],,[137 minutes],w
b13921,w24027,o21432,the man with one red shoe,1985,16000000.0,8645411.0,-0.4596618125,1985-07-19 00:00:00,7.0,3.0,200.0,28.0,0.0,1 hrs. 32 min.,[92 min.],92 min,[92 min.],w
b12545,w4973,o5284,the boss baby,2017,125000000.0,304500000.0,1.436,2017-03-31 00:00:00,3.0,1.0,90.0,13.0,0.0,1 hrs. 37 min.,[98 minutes],N/A,[98 minutes],w
b13371,w16720,o20552,the heart specialist,2006,3000000.0,1100000.0,-0.6333333333333333,2011-01-14 00:00:00,1.0,1.0,14.0,2.0,1.0,1 hrs. 39 min.,[99 minutes],99 min,[99 minutes],w
b4537,w13063,,firewall ,2006,50000000.0,82800000.0,0.6559999999999999,2006-02-10 00:00:00,2.0,1.0,41.0,6.0,0.0,1 hrs. 40 min.,[105 minutes],,[105 minutes],w
b10026,w30757,o10682,quills,2000,13500000.0,18000000.0,0.3333333333333333,2000-11-24 00:00:00,11.0,4.0,329.0,47.0,1.0,2 hrs. 4 min.,[124 minutes],124 min,[124 minutes],w
b5785,w17494,o11034,"""""""history of the world, part i""""""",1981,10000000.0,31700000.0,2.17,1981-06-12 00:00:00,6.0,2.0,163.0,23.0,0.0,1 hrs. 32 min.,[92 minutes],92 min,[92 minutes],w
b14674,w35144,o18966,the soloist,24-Apr-09,60000000.0,38300000.0,-0.3616666666666667,2009-04-24 00:00:00,4.0,2.0,114.0,16.0,0.0,1 hrs. 49 min.,[117 min.],117 min,[117 min.],w
b2906,w7662,,cocoon ,1985,17500000.0,85300000.0,3.874285714285714,1985-06-21 00:00:00,6.0,2.0,172.0,24.0,0.0,1 hrs. 57 min.,[117 minutes],,[117 minutes],w
b15153,w42824,,the yearling ,1946,3883000.0,7599000.0,0.9569920164821014,2046-12-18 00:00:00,12.0,4.0,352.0,50.0,0.0,2 hrs. 14 min.,[128 minutes],,[128 minutes],w
b16584,w42353,,wizards ,1977,2000000.0,9000000.0,3.5,1977-02-09 00:00:00,2.0,1.0,40.0,6.0,0.0,1 hrs. 20 min.,[80 minutes],,[80 minutes],w
b13071,w12987,,the finest hours (2016 film),2016,80000000.0,52100000.0,-0.34875,2016-01-29 00:00:00,1.0,1.0,29.0,4.0,0.0,1 hrs. 49 min.,[117 minutes],,[117 minutes],w
b1662,w3520,o15817,"""""""bert rigby, you're a fool""""""",24-Feb,7000000.0,75868.0,-0.9891617142857144,1989-02-24 00:00:00,2.0,1.0,55.0,8.0,1.0,1 hrs. 34 min.,[94 minutes],,[94 minutes],w
b11118,w34330,o22416,silkwood,1983,10000000.0,35615609.0,2.5615609,1983-12-16 00:00:00,12.0,4.0,350.0,50.0,0.0,2 hrs. 11 min.,[131 minutes],131 min,[131 minutes],w
b7839,w23630,o10036,magic in the moonlight,2014,16800000.0,51000000.0,2.0357142857142856,2014-07-25 00:00:00,7.0,3.0,206.0,29.0,0.0,1 hrs. 38 min.,[97 minutes],97 min,[97 minutes],w
b14092,w27118,,the night of the iguana ,1964,3000000.0,12000000.0,3.0,2064-08-06 00:00:00,8.0,3.0,219.0,31.0,0.0,2 hrs. 5 min.,[125 minutes],,[125 minutes],w
b3050,w8151,o8710,cool hand luke,1967,3200000.0,16217773.0,4.0680540625,2067-11-01 00:00:00,11.0,4.0,305.0,44.0,0.0,2 hrs. 6 min.,[126 minutes],126 min,[126 minutes],w
b2975,w7889,o11707,coming to america,1988,39000000.0,288752301.0,6.4039051538461536,1988-06-29 00:00:00,6.0,2.0,181.0,26.0,1.0,1 hrs. 56 min.,[117 minutes],116 min,[117 minutes],w
b11255,w34849,o13621,small soldiers,1998,40000000.0,71100000.0,0.7775,1998-07-10 00:00:00,7.0,3.0,191.0,27.0,1.0,1 hrs. 50 min.,[108 minutes],110 min,[108 minutes],w
b13491,w18835,,the ides of march ,2011,12500000.0,76000000.0,5.08,2011-10-07 00:00:00,10.0,4.0,280.0,40.0,1.0,1 hrs. 42 min.,[101 minutes],,[101 minutes],w
b12448,w3539,,the best little whorehouse in texas ,1982,20500000.0,69700000.0,2.4,1982-07-23 00:00:00,7.0,3.0,204.0,29.0,0.0,1 hrs. 54 min.,[114 minutes],,[114 minutes],w
b13905,w23999,,the man who loved women (1983 film),1983,19000000.0,10964231.0,-0.4229352105263158,1983-12-16 00:00:00,12.0,4.0,350.0,50.0,0.0,1 hrs. 50 min.,[110 minutes],,[110 minutes],w
b8977,w27399,o3873,nobel son,2007,4000000.0,545582.0,-0.8636045,2008-12-05 00:00:00,12.0,4.0,340.0,48.0,0.0,1 hrs. 50 min.,[110 minutes],110 min,[110 minutes],w
b12210,w37846,o5193,that thing you do!,1996,26000000.0,34000000.0,0.3076923076923077,1996-10-04 00:00:00,10.0,4.0,278.0,39.0,0.0,1 hrs. 48 min.,"""[108 minutes, 148 minutes, Extended cut]""",108 min,"""[108 minutes, 148 minutes, Extended cut]""",w
b10273,w31449,o16703,repo! the genetic opera,2008,8500000.0,188126.0,-0.9778675294117648,2008-11-07 00:00:00,11.0,4.0,312.0,44.0,1.0,1 hrs. 37 min.,[98 minutes],98 min,[98 minutes],w
b11993,w37180,o13626,t-rex: back to the cretaceous,1998,14500000.0,104000000.0,6.172413793103447,1998-10-23 00:00:00,10.0,4.0,296.0,42.0,0.0,0 hrs. 45 min.,[45 minutes],45 min,[45 minutes],w
b521,w38595,,a time to kill (1996 film),1996,40000000.0,152000000.0,2.8,1996-07-24 00:00:00,7.0,3.0,206.0,29.0,0.0,2 hrs. 29 min.,[149 minutes],,[149 minutes],w
b12219,w5786,o15939,the 'burbs,1989,18000000.0,49101993.0,1.7278885,1989-02-17 00:00:00,2.0,1.0,48.0,7.0,1.0,2 hrs. 42 min.,[101 minutes],101 min,[101 minutes],w
b4862,w14184,o1070,fruitvale station,2013,900000.0,17400000.0,18.33333333333333,2013-07-12 00:00:00,7.0,3.0,193.0,27.0,0.0,1 hrs. 30 min.,[85 minutes],85 min,[85 minutes],w
b16090,w40696,o6994,von ryan's express,23-Jun,5760000.0,17111111.0,1.9706789930555555,2065-06-23 00:00:00,6.0,2.0,174.0,25.0,0.0,1 hrs. 57 min.,[117 minutes],117 min,[117 minutes],w
