key_bom	key_wiki	key_omdb	bom_title	wiki_title	omdb_title	year_bom_format	year_wiki_format	year_omdb_format	wiki_budget	wiki_gross	bom_budget	bom_domestic_gross	bom_worldwide_revenue
	w43092			zachariah 					"""[$1,200,000]"""	"""[$625,000]"""			
	w6560			cat people (1982 film)					[$12.5 million]	[$21 million]			
	w10638			don juan (1926 film)					"""[$789,963]"""	"""[$1,258,000]"""			
	w6047			calendar girl (1993 film)					"""[$13,000,000]"""	"""[$2,570,145 (US)]"""			
	w3577			betrayed (1954 film)					"""[$1,674,000]"""	"""[$4,177,000]"""			
	w10787			dorothy vernon of haddon hall 					"""[$750,000]"""	"""[$900,000]"""			
	w4902			the border (1982 film)					[$22 million]	"""[$6,118,683 (US)]"""			
	w7607			clown 					[$1.5 million]	[$2.1 million]			
	w5361			brigadoon 					"""[$3,019,000]"""	[$2.25 million (US)]			
	w24853			meteor 					[$16 million]	[$8.4 million (U.S.)]			
	w27249			nine lives (2005 film)					"""[$500,000]"""	"""[$1,562,923]"""			
	w18940			the immigrant (2013 film)					[$16 million]	[$5.9 million]			
	w4707			body and soul (1947 film)					"""[$1,800,000]"""	"""[$3,250,000 (US rentals)]"""			
	w19630			isle of the dead 					"""[$246,000]"""	"""[$383,000]"""			
	w42086			will penny					"""[$ 1,400,000]"""	"""[$1,800,000 (US/ Canada)]"""			
	w15567			grandma's boy (2006 film)					[$5 million]	[$6.6 million]			
	w24335			marvin's room 					[$23 million]	"""[$12,803,305]"""			
	w29270			personal velocity: three portraits					"""[$125,000]"""	"""[$811,299]"""			
	w16455			harry potter and the order of the phoenix 					[$150 million]	[$939.9 million]			
	w34264			the signal (2007 film)					"""[$50,000]"""	"""[$401,462]"""			
	w18095			house arrest 					[$5 million]	"""[$7,032,782]"""			
	w33791			shaft (2000 film)					[$46 million]	[$107.2 million]			
	w37275			a tale of two cities (1935 film)					"""[$1,232,000]"""	"""[$1,111,000 (Domestic earnings)]"""			
	w23001			love affair (1994 film)					"""[$60,000,000]"""	"""[$18,272,894]"""			
	w13003			fire and ice (1983 film)					[$1.2 million]	"""[$760,883]"""			
	w24825			the merry widow (1925 film)					[]	[$1.5 million]			
	w2890			barfly 					[$3 million]	"""[$3,221,568]"""			
	w40909			the war at home 					[$3 million]	"""[$44,722]"""			
	w6481			the case of sergeant grischa 					"""[$467,000]"""	"""[$456,000]"""			
	w36304			stormbreaker 					[$40 million]	[$20.7â23.9 million]			
	w29426			piccadilly jim (1936 film)					"""[$466,000]"""	"""[$1,272,000]"""			
	w31110			rebecca (1940 film)					"""[$1,288,000]"""	[$6 million]			
	w39125			the trail of the lonesome pine (1936 film)					"""[$621,864]"""	[$1.7 million]			
	w3415			bells are ringing 					"""[$3,246,000]"""	"""[$3,625,000]"""			
	w21767			leap year (2010 film)					[$19 million]	[$32.6 million]			
	w34473			singles (1992 film)					[$9 million]	[$18.5 million]			
	w6569			cat's eye (1985 film)					[$7 million]	"""[$13,086,298]"""			
	w2068			arseÌne lupin (1932 film)					"""[$433,000]"""	"""[$1,110,000]"""			
	w15795			the green inferno 					[$5 million]	[$12.7 million]			
	w23617			magic (1978 film)					"""[$7,000,000]"""	"""[$23,800,000]"""			
	w7876			comin' round the mountain					"""[$638,120]"""	"""[$1,550,000 (US rentals)]"""			
	w39285			trial (1955 film)					"""[$1,341,000]"""	"""[$3,305,000]"""			
	w33721			the shadow (1994 film)					[$40 million]	[$48 million]			
	w37540			tekken (2009 film)					[$30 million]	"""[$967,369]"""			
	w6391			carmen (1915 cecil b. demille film)					"""[$23,429]"""	"""[$147,599]"""			
	w18081			hounddog 					[$3.75 million]	"""[$131,961]"""			
	w32709			salt (2010 film)					[$110 million]	[$293.5 million]			
	w17548			hitman (2007 film)					[$24 million]	[$100 million]			
	w40018			underworld (2003 film)					[$22 million]	[$95.7 million]			
	w10200			diane 					"""[$2,660,000]"""	"""[$1,232,000]"""			
	w32067			robin hood (1922 film)					"""[$930,000]"""	"""[$2,500,000 (US/Canada)]"""			
	w24364			mash 					[$3.025 million]	[$81.6 million]			
	w13899			frankenweenie (2012 film)					[$39 million]	[$81.5 million]			
	w33422			secretary (2002 film)					[$4 million]	[$9.3 million]			
	w28052			one day (2011 film)					[$15 million]	"""[$56,706,628]"""			
	w30396			project x (2012 film)					[$12 million]	[$102.7 million]			
	w37626			the tender trap 					"""[$1,274,000]"""	"""[$4,495,000]"""			
	w2318			august (2008 film)					[$3.4 million]	"""[$12,636]"""			
	w36450			the strangers (2008 film)					[$9 million]	[$82.4 million]			
	w6883			the chaser (1938 film)					"""[$161,000]"""	"""[$332,000]"""			
	w30957			rampage (1987 film)					[$7.5 million]	"""[$796,368]"""			
	w4541			bloodrayne 					[$25 million]	[$3.7 million]			
	w12054			exodus (1960 film)					[$4.5 million]	"""[$8,700,000 (US/ Canada)]"""			
	w41376			what every woman knows (1934 film)					"""[$428,000]"""	"""[$502,000]"""			
	w35709			split (2016 american film)					[$9 million]	[$274.1 million]			
	w5349			a bridge too far 					[$25 million]	"""[$50,750,000]"""			
	w24159			many rivers to cross 					"""[$1,683,000]"""	"""[$3,832,000]"""			
	w18965			the importance of being earnest (2002 film)					[$15 million]	"""[$17,290,970]"""			
	w40636			the visit (2015 american film)					[$5 million]	[$98.5 million]			
	w4121			black and white (1999 drama film)					[$12 million]	"""[$5,541,431]"""			
	w15886			the group 					[$2.4 million]	[$6 million]			
	w31035			the raven (2012 film)					[$26M]	[$29.7M]			
	w23949			man on fire (1957 film)					"""[$1,180,000]"""	"""[$1,415,000]"""			
	w8684			the crowd roars (1938 film)					"""[$511,000]"""	"""[$2,032,000]"""			
	w37930			there's no business like show business 					"""[$4,340,000]"""	"""[$5,103,555]"""			
	w8097			contraband (2012 film)					[$25 million]	[$96.3 million]			
	w16275			hans christian andersen 					[$4 million]	[$6 million (US)]			
	w4727			the bodyguard (1992 film)					[$25 million]	[$411 million]			
	w36775			sundown (1941 film)					[$1.2 million]	"""[$873,808]"""			
	w41652			whipsaw 					"""[$238,000]"""	"""[$965,000]"""			
	w35584			speechless (1994 film)					[$30 million]	"""[$20,667,959]"""			
	w42658			"""the world, the flesh and the devil (1959 film)"""					"""[$1,659,000]"""	"""[$1,085,000]"""			
	w12134			the eye (2008 film)					[$12 million]	"""[$56,964,642]"""			
	w19511			invitation 					"""[$1,020,000]"""	"""[$1,455,000]"""			
	w15550			grand hotel (1932 film)					"""[$750,000]"""	"""[$2,250,000]"""			
	w13061			firestorm (1998 film)					[$19 million]	"""[$8,165,212]"""			
	w4939			born to love 					"""[$338,000]"""	"""[$649,000]"""			
	w30968			random harvest 					"""[$1,210,000]"""	"""[$4,650,000 (Domestic earnings)]"""			
	w1984			arena (1953 film)					"""[$752,000]"""	"""[$1,022,000]"""			
	w15764			greed 					"""[$665,603]"""	"""[$274,827]"""			
	w36995			the swan 					"""[$3,094,000]"""	"""[$3,749,000]"""			
	w3165			beau brummell 					[$1.8 million]	[$2.7 million]			
	w33356			the secret garden (1949 film)					"""[$1,432,000]"""	"""[$993,000]"""			
	w36666			sucker punch (2011 film)					[$82 million]	[$89.8 million]			
	w19711			it's a dog's life 					"""[$891,000]"""	"""[$509,000]"""			
	w26503			the mysterious island (1929 film)					"""[$55,000 (estimated)]"""	"""[$1,130,000 (USA)]"""			
	w24504			may 					"""[$500,000]"""	"""[$150,277]"""			
	w10792			the double (2011 film)					"""[$17,000,000]"""	"""[$3,696,232]"""			
	w34379			simone (2002 film)					[$10 million]	[$19.6 million]			
	w40329			valley girl 					[]	"""[$17,343,596]"""			
	w38993			total recall (1990 film)					[$50â65 million]	[$261.3 million]			
	w33790			shaft (1971 film)					"""[$500,000]"""	[$13 million]			
	w29307			peter pan (2003 film)					[$130 million]	[$122 million]			
	w28910			party girl (1958 film)					"""[$1,758,000]"""	"""[$2,380,000]"""			
	w7312			cimarron (1931 film)					"""[$1,433,000]"""	"""[$1,383,000]"""			
	w35893			staircase 					"""[$6,370,000]"""	"""[$1,850,000  (US/ Canada rentals)]"""			
	w25761			most wanted (1997 film)					[$25 million]	"""[$11,838,218]"""			
	w34653			sky high (2005 film)					[$35 million]	[$86.4 million]			
	w2770			bandits (2001 film)					[$75 million]	[$67.6 million]			
	w6087			call me madam 					[$2.46 million]	[$2.85 million (US rental)]			
	w25480			the molly maguires 					[$11 million]	"""[$2,200,000 (US)]"""			
	w37120			swiss family robinson (1940 film)					"""[$681,000]"""	"""[$890,000]"""			
	w3847			big jack 					"""[$869,000]"""	"""[$915,000]"""			
	w36948			the survivors (1983 film)					[$15 million]	[$14 million]			
	w39800			tycoon (1947 film)					[$3.2 million]	[$2.5 million (US rentals)]			
	w38953			torch song 					"""[$1,029,000]"""	"""[$1,668,000]"""			
	w18435			hurry sundown 					"""[$3,785,000]"""	"""[$4,050,000 (rentals) (US/Canada)]"""			
	w2698			bait (2000 film)					[$51 million]	"""[$15,471,969]"""			
	w10960			dracula (1979 film)					"""[$12,164,000]"""	"""[$31,235,812]"""			
	w19509			the invisible woman (1940 film)					"""[$269,062]"""	"""[$659,600]"""			
	w6264			capone 					"""[$970,000]"""	[$2 million]			
	w8695			the crucible (1996 film)					[$25 million]	"""[$7,343,114]"""			
	w40317			valentino (1951 film)					[$1.3 million]	"""[$1,550,000 (US rentals)]"""			
	w10781			el dorado (1966 film)					"""[$4,653,000]"""	"""[$5,950,000 (US/ Canada)]"""			
	w4145			the black cat (1934 film)					"""[$95,745.31]"""	"""[$236,000]"""			
	w20728			kill bill					[$60 million]	[$333.1 million]			
	w30107			the president vanishes 					"""[$290,056]"""	"""[$391,542]"""			
	w10356			dirty work (1998 film)					[$13 million]	[$10 million]			
	w4261			black widow (1954 film)					"""[$1,095,000]"""	[$2.5 million (US rentals)]			
	w11609			emma (1996 theatrical film)					[$7 million]	[$22.2 million]			
	w41660			whisper 					[$12 million]	"""[$5,285,197 (worldwide)]"""			
	w28880			parrish 					[$1.5 million]	[$4.2 million (US/ Canada rentals)]			
	w26604			naked gun 331â3: the final insult					[$30 million]	[$51.1 million]			
	w11885			even cowgirls get the blues 					[$8 million]	[$1.7 million]			
	w40340			valley of the kings 					"""[$2,065,000]"""	"""[$3,305,000]"""			
	w36078			staying alive (1983 film)					[$22 million]	[$64.8 million]			
	w9975			deÌsireÌe 					"""[$2,720,000]"""	[$4.5 million (US rentals)]			
	w11377			easter parade 					"""[$2,655,000]"""	"""[$5,803,000]"""			
	w21253			the lady in red (1979 film)					"""[$400,000]"""	"""[$900,000]"""			
	w28189			the one (2001 film)					[$30 million]	[$72.7 million]			
	w21437			the last broadcast 					[$900 (estimated)]	[$4 million]			
	w2249			atl 					[$20 million]	[$21.2 million]			
	w27608			the nun's story 					[$3.5 million]	[$12.8 million]			
	w24112			maniac (1980 film)					"""[$350,000]"""	[$10 million]			
	w31139			reckless (1984 film)					[$3 million]	[$8.3 million]			
	w11312			eagle squadron 					"""[$908,768]"""	"""[$2,607,422]"""			
	w28802			paranoid park 					[$3 million]	[$4.5 million]			
	w42230			wise girl 					"""[$448,000]"""	"""[$490,000]"""			
	w40638			the visitor (2007 drama film)					[$4 million]	"""[$18,078,175]"""			
	w40878			walter wanger's vogues of 1938					"""[$1,048,435]"""	"""[$1,089,956]"""			
	w36570			struck by lightning (2012 film)					"""[$1,300,000]"""	"""[$28,378]"""			
	w7153			chocolat (2000 film)					[$25 million]	"""[$152,699,946]"""			
	w22446			little mister jim					"""[$1,085,000]"""	"""[$787,000]"""			
	w14038			friday (1995 film)					[$3.5 million]	[$27.5 million]			
	w26645			nanny mcphee and the big bang					[$35 million]	"""[$93,251,121]"""			
	w37733			test pilot 					"""[$1,701,000]"""	"""[$3,903,000]"""			
	w14497			the gauntlet 					[$5.5 million]	[$35.4 million]			
	w7897			commando (1985 film)					[$10 million]	[$57.5 million]			
	w11503			the eiger sanction 					[$9 million]	"""[$14,200,000]"""			
	w22642			lolita (1997 film)					[$62 million]	[$1.1 million (US)]			
	w40986			the wash (2001 film)					[$7 million]	"""[$10,229,331]"""			
	w35999			star! 					"""[$14,320,000]"""	"""[$4,000,000]"""			
	w38361			three wise fools (1946 film)					"""[$1,274,000]"""	"""[$2,096,000]"""			
	w28649			paid (1930 film)					"""[$385,000]"""	"""[$1,231,000]"""			
	w23023			love & mercy 					[$10 million]	[$28.6]			
	w36106			steel (1997 film)					[$16 million]	[$1.7 million]			
	w10066			devil (2010 film)					[$10 million]	[$33.5 million]			
	w12332			fallen (1998 film)					[$46 million]	[$25.2 million]			
	w35662			the spiral staircase (1946 film)					"""[$750,000]"""	[$2.8 million (US rentals)]			
	w3714			beyond the door (1974 film)					"""[$350,000]"""	[$15 million]			
	w27059			night flight (1933 film)					"""[$499,000]"""	"""[$1,079,000]"""			
	w13702			the forgotten (2004 film)					[$42 million]	[$117.6 million]			
	w9823			deÌjaÌ vu (2006 film)					[$75 million]	[$180.6 million]			
	w29027			the pawnbroker 					"""[$930,000]"""	"""[$2,500,000]"""			
	w1676			angels die hard					"""[$125,000]"""	"""[$700,000 (rentals)]"""			
	w28197			the only game in town 					"""[$10,235,000]"""	[$1.5 million]			
	w29432			the pick-up artist 					[$15 million]	"""[$13,290,368]"""			
	w3465			ben-hur: a tale of the christ (1925 film)					[$4 million]	[$10.7 million]			
	w24826			the merry widow (1934 film)					"""[$1,605,000]"""	"""[$861,000 (Domestic earnings)]"""			
	w16584			haywire 					[$23 million]	[$33.4 million]			
	w1988			argo (2012 film)					[$44.5 million]	[$232.3 million]			
	w32270			the rookie (2002 film)					[$22 million]	[$80.7 million]			
	w28359			the others (2001 film)					[$17 million]	[$209.9 million]			
	w1699			the angry hills 					"""[$1,190,000]"""	"""[$1,285,000]"""			
	w31165			red (2010 film)					[$58 million]	[$199 million]			
	w14314			gaby 					"""[$1,863,000]"""	"""[$1,357,000]"""			
	w27243			nine (2009 live-action film)					[$80 million]	[$53.9 million]			
	w17341			higher and higher 					"""[$600,000]"""	[$2 million]			
	w23151			love on the run (1936 film)					"""[$578,000]"""	"""[$1,862,000]"""			
	w4393			blink 					[$11 million]	"""[$16,696,219]"""			
	w33462			see no evil (2006 film)					[$8 million]	[$18.6 million]			
	w13395			the fly (1986 film)					[$9]	[$60.6 million]			
	w25751			mosquito 					"""[$200,000 (estimated)]"""	"""[$986,314]"""			
	w2245			athena 					"""[$1,443,000]"""	"""[$1,880,000]"""			
	w18953			immortals (2011 film)					[$75 million]	[$226.9 million]			
	w8056			conquest (1937 film)					"""[$2,732,000 US]"""	"""[$2,141,000]"""			
	w17718			hombre 					"""[$5,860,000]"""	"""[$12,000,000]"""			
	w30403			prometheus (2012 film)					[$120â130 million]	[$403.4 million]			
	w31039			raw deal (1986 film)					[$11 million]	[$18.1 million (Worldwide)]			
	w32853			saratoga 					[$1.1 million]	[$3.3 million]			
	w14359			the gambler (2014 film)					[$25-31 million]	[$39.3 million]			
	w38662			titus 					[$25 million]	[$2.3 million]			
	w5836			the burning 					[$1.5 million]	"""[$707,770]"""			
	w22958			the lost world (1925 film)					"""[$700,000]"""	[$1.3 million]			
	w37465			tea and sympathy 					"""[$1,737,000]"""	"""[$3,445,000]"""			
	w3533			best in show 					[$10 million]	[$20.8 million]			
	w26784			neighbors (2014 film)					[$18 million]	[$270.7 million]			
	w30093			premonition (2007 film)					[$20 million]	[$84.1 million]			
	w22641			lolita (1962 film)					[$2 million]	[$9.25 million]			
	w10900			down to earth (2001 film)					[$49 million]	[$71.2 million]			
	w5141			brain dead (1990 film)					"""[$2,000,000 (IMDB estimate)]"""	[$1.6 million]			
	w24842			the messenger (2009 film)					[$6.5 million]	[$1.5 million]			
	w36213			stoker 					[$12 million]	[$12.1 million]			
	w19268			the informers (2008 film)					[$18 million]	"""[$382,174]"""			
	w24122			manic 					[$1.5 million]	"""[$69,958]"""			
	w38804			tom thumb 					"""[$909,000]"""	"""[$3,250,000]"""			
	w22007			the letters 					[$20 million]	[$1.6 million]			
	w4455			blood & chocolate 					[$15 million]	[$6.3 million]			
	w24132			mannequin (1987 film)					[$7.9 million]	[$42.7 million]			
	w9186			dark city (1998 film)					[$27 million]	[$27.2 million]			
	w11677			end of days 					[$100 million]	[$212 million]			
	w7123			china seas 					"""[$1,138,000]"""	"""[$2,867,000]"""			
	w42571			woo 					[$13 million]	"""[$8,165,984]"""			
	w12789			fiesta (1947 film)					"""[$2,395,000]"""	"""[$5,635,000]"""			
	w4795			bones (2001 film)					[$16 million]	"""[$8,378,853]"""			
	w7373			circus world 					[$9 million (estimate)]	"""[$1,550,000 (US/ Canada)]"""			
	w13294			flight (2012 film)					[$31 million]	[$161.8 million]			
	w33661			7th heaven (1927 film)					[$1.3 million]	[$2.5 million]			
	w41912			wide awake (1998 film)					[$6 million]	"""[$282,175]"""			
	w36389			strange interlude 					"""[$654,000]"""	"""[$1,237,000]"""			
	w24002			the man who played god (1932 film)					"""[$546,000]"""	"""[$835,000]"""			
	w30436			prosperity 					"""[$628,000]"""	"""[$1,514,000]"""			
	w31617			the revenant (2015 film)					[$135 million]	[$533 million]			
	w37403			tarzan and the lost city 					[$20 million]	"""[$2,172,941]"""			
	w25229			the miracle man (1919 film)					"""[$120,000]"""	"""[$3,000,000]"""			
	w5152			brainstorm (1983 film)					[$18 million]	"""[$10,219,460]"""			
	w35406			soultaker 					"""[$242,000]"""	"""[$233,150]"""			
	w33561			serena (2014 film)					[$25â30]	[$3.9]			
	w12214			the face of love 					"""[$4,000,000]"""	"""[$1,500,147]"""			
	w3740			the bfg (2016 film)					[$140 million]	[$183.3 million]			
	w20340			julie (1956 film)					"""[$785,000]"""	[$2.6 million]			
